restriccion_id,timestamp_inicio,timestamp_fin,area,tipo_restriccion,severidad,impacto_capacidad_pct
RST_00000018,2025-01-10 12:04:00,2025-01-10 15:58:00,PATIO,BLOQUEO_POSICIONES,3,0.2265
RST_00000019,2025-01-10 23:15:00,2025-01-11 02:37:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2009
RST_00000020,2025-01-11 06:20:00,2025-01-11 09:53:00,PRODUCCION,BAJA_DOTACION,3,0.1574
RST_00000021,2025-01-12 01:50:00,2025-01-12 04:01:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1246
RST_00000022,2025-01-12 03:12:00,2025-01-12 05:41:00,PATIO,BLOQUEO_POSICIONES,2,0.1259
RST_00000023,2025-01-12 12:10:00,2025-01-12 15:18:00,PATIO,SATURACION_ZONA,2,0.091
RST_00000024,2025-01-13 23:54:00,2025-01-14 01:29:00,PATIO,SATURACION_ZONA,2,0.05
RST_00000025,2025-01-14 00:47:00,2025-01-14 02:44:00,PATIO,REORGANIZACION_FLUJO,2,0.166
RST_00000026,2025-01-14 11:02:00,2025-01-14 14:17:00,CARGA,AVERIA_CARGADOR,3,0.2033
RST_00000027,2025-01-14 18:32:00,2025-01-14 21:02:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1063
RST_00000028,2025-01-15 09:29:00,2025-01-15 13:52:00,PATIO,REORGANIZACION_FLUJO,5,0.1903
RST_00000029,2025-01-15 17:43:00,2025-01-15 20:27:00,CARGA,MANTENIMIENTO_CARGA,2,0.065
RST_00000030,2025-01-16 00:21:00,2025-01-16 03:07:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2109
RST_00000031,2025-01-15 22:49:00,2025-01-16 02:03:00,PATIO,REORGANIZACION_FLUJO,3,0.21
RST_00000032,2025-01-17 00:20:00,2025-01-17 02:42:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.0601
RST_00000033,2025-01-17 13:55:00,2025-01-17 17:05:00,ENERGIA,ALERTA_TERMICA,3,0.1908
RST_00000034,2025-01-17 08:59:00,2025-01-17 10:26:00,PATIO,SATURACION_ZONA,2,0.1548
RST_00000035,2025-01-17 16:27:00,2025-01-17 20:19:00,PATIO,REORGANIZACION_FLUJO,4,0.2263
RST_00000036,2025-01-18 09:46:00,2025-01-18 13:42:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2515
RST_00000037,2025-01-18 13:16:00,2025-01-18 15:02:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,1,0.1075
RST_00000038,2025-01-18 19:19:00,2025-01-18 21:16:00,ENERGIA,CURTAILMENT_REDES,3,0.2045
RST_00000039,2025-01-19 14:02:00,2025-01-19 17:59:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.2275
RST_00000040,2025-01-19 16:46:00,2025-01-19 20:46:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.1687
RST_00000041,2025-01-20 00:11:00,2025-01-20 04:10:00,PATIO,REORGANIZACION_FLUJO,4,0.2676
RST_00000042,2025-01-20 05:18:00,2025-01-20 08:07:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.1491
RST_00000043,2025-01-20 04:48:00,2025-01-20 09:30:00,ENERGIA,CURTAILMENT_REDES,5,0.2745
RST_00000044,2025-01-20 09:40:00,2025-01-20 13:36:00,CARGA,AVERIA_CARGADOR,3,0.186
RST_00000045,2025-01-20 11:07:00,2025-01-20 15:12:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1864
RST_00000046,2025-01-20 18:30:00,2025-01-20 20:35:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1384
RST_00000047,2025-01-20 16:31:00,2025-01-20 18:41:00,ENERGIA,RESTRICCION_POTENCIA,1,0.0829
RST_00000048,2025-01-21 15:17:00,2025-01-21 18:04:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.0851
RST_00000049,2025-01-22 01:11:00,2025-01-22 05:02:00,PATIO,REORGANIZACION_FLUJO,4,0.1529
RST_00000050,2025-01-22 10:54:00,2025-01-22 14:01:00,PRODUCCION,MICROPARADAS_LINEA,4,0.2092
RST_00000051,2025-01-22 20:45:00,2025-01-22 22:40:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.1323
RST_00000052,2025-01-22 17:19:00,2025-01-22 21:09:00,PATIO,SATURACION_ZONA,3,0.2598
RST_00000053,2025-01-23 08:46:00,2025-01-23 11:19:00,PATIO,BLOQUEO_POSICIONES,3,0.2366
RST_00000054,2025-01-24 11:28:00,2025-01-24 13:44:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.191
RST_00000055,2025-01-24 18:12:00,2025-01-24 22:46:00,CARGA,MANTENIMIENTO_CARGA,5,0.3012
RST_00000056,2025-01-24 18:11:00,2025-01-24 19:26:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,1,0.1477
RST_00000057,2025-01-25 21:58:00,2025-01-25 23:29:00,CARGA,AVERIA_CARGADOR,1,0.05
RST_00000058,2025-01-26 04:44:00,2025-01-26 06:59:00,PRODUCCION,BAJA_DOTACION,2,0.1389
RST_00000059,2025-01-27 02:00:00,2025-01-27 02:56:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1612
RST_00000060,2025-01-27 15:25:00,2025-01-27 18:04:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1107
RST_00000061,2025-01-28 10:18:00,2025-01-28 11:42:00,ENERGIA,RESTRICCION_POTENCIA,1,0.0684
RST_00000062,2025-01-28 17:12:00,2025-01-28 20:03:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.186
RST_00000063,2025-01-29 02:57:00,2025-01-29 05:48:00,PATIO,BLOQUEO_POSICIONES,2,0.1981
RST_00000064,2025-01-29 09:15:00,2025-01-29 11:55:00,CARGA,MANTENIMIENTO_CARGA,2,0.1561
RST_00000065,2025-01-29 17:50:00,2025-01-29 20:36:00,ENERGIA,ALERTA_TERMICA,2,0.13
RST_00000066,2025-01-30 02:17:00,2025-01-30 04:30:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1472
RST_00000067,2025-01-30 22:35:00,2025-01-31 02:13:00,CARGA,MANTENIMIENTO_CARGA,3,0.1807
RST_00000068,2025-02-01 13:48:00,2025-02-01 15:36:00,ENERGIA,CURTAILMENT_REDES,1,0.0877
RST_00000069,2025-02-03 07:34:00,2025-02-03 11:48:00,PATIO,BLOQUEO_POSICIONES,4,0.2053
RST_00000070,2025-02-05 14:50:00,2025-02-05 16:59:00,CARGA,MANTENIMIENTO_CARGA,2,0.1241
RST_00000071,2025-02-06 10:47:00,2025-02-06 11:51:00,LOGISTICA,LIMITACION_TRANSPORTISTA,1,0.1487
RST_00000072,2025-02-06 17:14:00,2025-02-06 20:32:00,PATIO,SATURACION_ZONA,4,0.3052
RST_00000073,2025-02-06 19:40:00,2025-02-06 20:22:00,PATIO,BLOQUEO_POSICIONES,1,0.0869
RST_00000074,2025-02-06 15:29:00,2025-02-06 19:27:00,PATIO,REORGANIZACION_FLUJO,4,0.2343
RST_00000075,2025-02-07 12:44:00,2025-02-07 15:55:00,PRODUCCION,MICROPARADAS_LINEA,3,0.2335
RST_00000076,2025-02-07 18:24:00,2025-02-07 19:50:00,PATIO,SATURACION_ZONA,1,0.1647
RST_00000077,2025-02-08 06:12:00,2025-02-08 09:18:00,ENERGIA,CURTAILMENT_REDES,3,0.214
RST_00000078,2025-02-09 03:42:00,2025-02-09 06:35:00,PATIO,SATURACION_ZONA,2,0.1282
RST_00000079,2025-02-09 06:58:00,2025-02-09 09:21:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1629
RST_00000080,2025-02-09 18:54:00,2025-02-09 21:42:00,PRODUCCION,MICROPARADAS_LINEA,2,0.1285
RST_00000081,2025-02-10 13:51:00,2025-02-10 16:31:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.2298
RST_00000082,2025-02-10 12:27:00,2025-02-10 17:27:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,5,0.2262
RST_00000083,2025-02-11 19:39:00,2025-02-11 23:33:00,CARGA,AVERIA_CARGADOR,4,0.1724
RST_00000084,2025-02-12 04:31:00,2025-02-12 06:51:00,PRODUCCION,BAJA_DOTACION,2,0.1314
RST_00000085,2025-02-12 05:28:00,2025-02-12 07:43:00,ENERGIA,ALERTA_TERMICA,3,0.1908
RST_00000086,2025-02-12 11:56:00,2025-02-12 15:02:00,CARGA,MANTENIMIENTO_CARGA,4,0.2434
RST_00000087,2025-02-14 00:20:00,2025-02-14 03:22:00,PRODUCCION,BAJA_DOTACION,3,0.1787
RST_00000088,2025-02-14 05:31:00,2025-02-14 10:20:00,CARGA,CAPACIDAD_CARGA_LIMITADA,5,0.2264
RST_00000089,2025-02-15 01:39:00,2025-02-15 05:17:00,PRODUCCION,BAJA_DOTACION,4,0.181
RST_00000090,2025-02-15 11:55:00,2025-02-15 13:26:00,ENERGIA,ALERTA_TERMICA,1,0.1126
RST_00000091,2025-02-15 06:13:00,2025-02-15 10:31:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.27
RST_00000092,2025-02-16 05:34:00,2025-02-16 08:45:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1758
RST_00000093,2025-02-16 00:07:00,2025-02-16 04:33:00,PATIO,SATURACION_ZONA,5,0.1859
RST_00000094,2025-02-17 01:53:00,2025-02-17 03:49:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1298
RST_00000095,2025-02-18 02:48:00,2025-02-18 06:18:00,PRODUCCION,BAJA_DOTACION,2,0.1474
RST_00000096,2025-02-18 07:53:00,2025-02-18 11:23:00,PATIO,SATURACION_ZONA,3,0.2602
RST_00000097,2025-02-18 10:59:00,2025-02-18 13:10:00,PATIO,BLOQUEO_POSICIONES,2,0.258
RST_00000098,2025-02-18 22:15:00,2025-02-19 00:04:00,PRODUCCION,BAJA_DOTACION,1,0.0554
RST_00000099,2025-02-18 23:46:00,2025-02-19 03:29:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2412
RST_00000100,2025-02-19 07:01:00,2025-02-19 10:12:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1746
RST_00000101,2025-02-23 10:54:00,2025-02-23 14:25:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2314
RST_00000102,2025-02-23 17:27:00,2025-02-23 21:02:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1728
RST_00000103,2025-02-23 18:31:00,2025-02-23 21:10:00,ENERGIA,RESTRICCION_POTENCIA,2,0.1519
RST_00000104,2025-02-25 03:14:00,2025-02-25 06:05:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1116
RST_00000105,2025-02-25 05:12:00,2025-02-25 09:14:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.2348
RST_00000106,2025-02-25 21:58:00,2025-02-26 01:15:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.259
RST_00000107,2025-02-25 14:54:00,2025-02-25 16:56:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1499
RST_00000108,2025-02-25 16:35:00,2025-02-25 20:13:00,PATIO,SATURACION_ZONA,4,0.2432
RST_00000109,2025-02-26 03:51:00,2025-02-26 06:37:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1369
RST_00000110,2025-02-28 03:25:00,2025-02-28 06:13:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1901
RST_00000111,2025-02-28 16:44:00,2025-02-28 19:58:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.1854
RST_00000112,2025-03-02 16:50:00,2025-03-02 20:58:00,ENERGIA,CURTAILMENT_REDES,4,0.2216
RST_00000113,2025-03-03 05:19:00,2025-03-03 06:41:00,PRODUCCION,MICROPARADAS_LINEA,1,0.1263
RST_00000114,2025-03-02 23:39:00,2025-03-03 01:59:00,ENERGIA,ALERTA_TERMICA,2,0.1068
RST_00000115,2025-03-03 13:09:00,2025-03-03 17:37:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1346
RST_00000116,2025-03-04 08:21:00,2025-03-04 09:49:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.1644
RST_00000117,2025-03-06 01:08:00,2025-03-06 04:31:00,PRODUCCION,RETRABAJO_ELEVADO,5,0.2981
RST_00000118,2025-03-05 22:57:00,2025-03-06 03:01:00,CARGA,AVERIA_CARGADOR,4,0.2121
RST_00000119,2025-03-07 02:50:00,2025-03-07 06:55:00,PATIO,BLOQUEO_POSICIONES,4,0.2442
RST_00000120,2025-03-07 09:33:00,2025-03-07 12:29:00,CARGA,MANTENIMIENTO_CARGA,3,0.2291
RST_00000121,2025-03-07 21:01:00,2025-03-08 00:59:00,PATIO,BLOQUEO_POSICIONES,4,0.1597
RST_00000122,2025-03-08 12:43:00,2025-03-08 16:31:00,PATIO,REORGANIZACION_FLUJO,4,0.2293
RST_00000123,2025-03-08 23:19:00,2025-03-09 01:05:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.1457
RST_00000124,2025-03-09 21:37:00,2025-03-10 01:20:00,CARGA,MANTENIMIENTO_CARGA,3,0.1967
RST_00000125,2025-03-10 01:43:00,2025-03-10 03:43:00,PATIO,REORGANIZACION_FLUJO,2,0.2077
RST_00000126,2025-03-10 00:30:00,2025-03-10 02:55:00,PATIO,BLOQUEO_POSICIONES,4,0.1988
RST_00000127,2025-03-10 06:33:00,2025-03-10 08:55:00,PATIO,BLOQUEO_POSICIONES,3,0.2003
RST_00000128,2025-03-11 10:34:00,2025-03-11 15:42:00,PATIO,BLOQUEO_POSICIONES,5,0.2358
RST_00000129,2025-03-12 02:48:00,2025-03-12 06:07:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2166
RST_00000130,2025-03-12 02:28:00,2025-03-12 06:06:00,PRODUCCION,BAJA_DOTACION,3,0.1812
RST_00000131,2025-03-12 09:23:00,2025-03-12 10:47:00,CARGA,CAPACIDAD_CARGA_LIMITADA,1,0.1209
RST_00000132,2025-03-13 09:08:00,2025-03-13 12:54:00,CARGA,MANTENIMIENTO_CARGA,4,0.271
RST_00000133,2025-03-13 07:52:00,2025-03-13 10:43:00,PRODUCCION,BAJA_DOTACION,2,0.1892
RST_00000134,2025-03-14 10:04:00,2025-03-14 14:38:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,5,0.2366
RST_00000135,2025-03-17 10:01:00,2025-03-17 12:44:00,PRODUCCION,RETRABAJO_ELEVADO,1,0.1421
RST_00000136,2025-03-17 08:55:00,2025-03-17 11:30:00,ENERGIA,RESTRICCION_POTENCIA,2,0.1535
RST_00000137,2025-03-17 12:03:00,2025-03-17 12:28:00,PRODUCCION,BAJA_DOTACION,1,0.1319
RST_00000138,2025-03-17 18:25:00,2025-03-17 20:55:00,PRODUCCION,MICROPARADAS_LINEA,2,0.1032
RST_00000139,2025-03-17 17:14:00,2025-03-17 21:08:00,PATIO,BLOQUEO_POSICIONES,4,0.2213
RST_00000140,2025-03-18 03:06:00,2025-03-18 08:16:00,PATIO,SATURACION_ZONA,5,0.296
RST_00000141,2025-03-18 01:42:00,2025-03-18 04:54:00,PATIO,BLOQUEO_POSICIONES,3,0.1718
RST_00000142,2025-03-18 19:26:00,2025-03-19 00:37:00,ENERGIA,RESTRICCION_POTENCIA,4,0.2215
RST_00000143,2025-03-19 07:46:00,2025-03-19 11:20:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1505
RST_00000144,2025-03-22 03:29:00,2025-03-22 07:07:00,PRODUCCION,BAJA_DOTACION,5,0.2986
RST_00000145,2025-03-22 08:00:00,2025-03-22 09:53:00,CARGA,MANTENIMIENTO_CARGA,2,0.1629
RST_00000146,2025-03-22 21:39:00,2025-03-22 23:28:00,PRODUCCION,BAJA_DOTACION,2,0.0984
RST_00000147,2025-03-22 22:47:00,2025-03-23 00:52:00,PRODUCCION,MICROPARADAS_LINEA,1,0.0952
RST_00000148,2025-03-22 23:58:00,2025-03-23 03:20:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1747
RST_00000149,2025-03-22 23:38:00,2025-03-23 03:03:00,ENERGIA,CURTAILMENT_REDES,3,0.1196
RST_00000150,2025-03-24 16:22:00,2025-03-24 20:03:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1656
RST_00000151,2025-03-25 12:30:00,2025-03-25 16:50:00,PRODUCCION,RETRABAJO_ELEVADO,5,0.2359
RST_00000152,2025-03-25 23:47:00,2025-03-26 03:06:00,PATIO,REORGANIZACION_FLUJO,3,0.141
RST_00000153,2025-03-27 10:21:00,2025-03-27 13:03:00,PATIO,SATURACION_ZONA,2,0.1295
RST_00000154,2025-03-27 17:17:00,2025-03-27 20:09:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.0586
RST_00000155,2025-03-29 04:46:00,2025-03-29 07:55:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.1562
RST_00000156,2025-03-29 16:57:00,2025-03-29 20:20:00,PATIO,SATURACION_ZONA,3,0.1927
RST_00000157,2025-03-30 11:43:00,2025-03-30 15:50:00,PRODUCCION,BAJA_DOTACION,4,0.2038
RST_00000158,2025-04-01 04:56:00,2025-04-01 07:45:00,CARGA,AVERIA_CARGADOR,2,0.085
RST_00000159,2025-04-02 05:26:00,2025-04-02 08:37:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.2659
RST_00000160,2025-04-02 08:43:00,2025-04-02 11:41:00,PATIO,REORGANIZACION_FLUJO,4,0.2708
RST_00000161,2025-04-03 02:13:00,2025-04-03 06:00:00,CARGA,MANTENIMIENTO_CARGA,4,0.2202
RST_00000162,2025-04-03 03:15:00,2025-04-03 06:20:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.3056
RST_00000163,2025-04-03 12:52:00,2025-04-03 15:24:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1844
RST_00000164,2025-04-03 14:49:00,2025-04-03 18:10:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1409
RST_00000165,2025-04-03 21:23:00,2025-04-04 00:09:00,CARGA,MANTENIMIENTO_CARGA,2,0.0957
RST_00000166,2025-04-04 20:37:00,2025-04-04 21:40:00,PATIO,BLOQUEO_POSICIONES,1,0.0942
RST_00000167,2025-04-05 09:05:00,2025-04-05 10:42:00,PATIO,BLOQUEO_POSICIONES,2,0.0875
RST_00000168,2025-04-06 06:58:00,2025-04-06 11:19:00,PRODUCCION,RETRABAJO_ELEVADO,5,0.3455
RST_00000169,2025-04-07 05:11:00,2025-04-07 09:06:00,ENERGIA,RESTRICCION_POTENCIA,3,0.1081
RST_00000170,2025-04-06 22:26:00,2025-04-07 01:41:00,ENERGIA,ALERTA_TERMICA,3,0.216
RST_00000171,2025-04-07 11:30:00,2025-04-07 16:00:00,PATIO,REORGANIZACION_FLUJO,5,0.2512
RST_00000172,2025-04-07 17:47:00,2025-04-07 21:01:00,PATIO,REORGANIZACION_FLUJO,3,0.1819
RST_00000173,2025-04-07 18:17:00,2025-04-07 21:37:00,PATIO,REORGANIZACION_FLUJO,2,0.1082
RST_00000174,2025-04-08 13:59:00,2025-04-08 17:37:00,PRODUCCION,BAJA_DOTACION,3,0.1459
RST_00000175,2025-04-09 01:49:00,2025-04-09 04:44:00,CARGA,AVERIA_CARGADOR,3,0.2152
RST_00000176,2025-04-09 07:07:00,2025-04-09 11:31:00,CARGA,AVERIA_CARGADOR,4,0.1723
RST_00000177,2025-04-10 16:23:00,2025-04-10 19:38:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1688
RST_00000178,2025-04-11 11:01:00,2025-04-11 14:07:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1307
RST_00000179,2025-04-11 20:21:00,2025-04-11 23:29:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1956
RST_00000180,2025-04-12 12:54:00,2025-04-12 18:05:00,PRODUCCION,BAJA_DOTACION,5,0.2072
RST_00000181,2025-04-14 03:10:00,2025-04-14 05:57:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2152
RST_00000182,2025-04-14 06:06:00,2025-04-14 09:20:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1016
RST_00000183,2025-04-14 07:38:00,2025-04-14 11:38:00,PRODUCCION,MICROPARADAS_LINEA,4,0.2108
RST_00000184,2025-04-15 01:47:00,2025-04-15 05:13:00,CARGA,AVERIA_CARGADOR,4,0.2152
RST_00000185,2025-04-15 00:41:00,2025-04-15 04:33:00,PRODUCCION,BAJA_DOTACION,3,0.2021
RST_00000186,2025-04-15 00:18:00,2025-04-15 04:23:00,PATIO,REORGANIZACION_FLUJO,4,0.2065
RST_00000187,2025-04-15 15:21:00,2025-04-15 17:53:00,PRODUCCION,MICROPARADAS_LINEA,2,0.1812
RST_00000188,2025-04-15 19:00:00,2025-04-15 22:29:00,PATIO,BLOQUEO_POSICIONES,4,0.2402
RST_00000189,2025-04-15 19:52:00,2025-04-16 00:52:00,PRODUCCION,RETRABAJO_ELEVADO,5,0.2757
RST_00000190,2025-04-16 11:49:00,2025-04-16 14:21:00,CARGA,AVERIA_CARGADOR,2,0.1243
RST_00000191,2025-04-17 00:32:00,2025-04-17 02:53:00,PATIO,BLOQUEO_POSICIONES,3,0.1908
RST_00000192,2025-04-17 00:12:00,2025-04-17 04:21:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.1763
RST_00000193,2025-04-17 11:52:00,2025-04-17 15:22:00,CARGA,AVERIA_CARGADOR,3,0.2082
RST_00000194,2025-04-17 08:25:00,2025-04-17 11:38:00,PRODUCCION,MICROPARADAS_LINEA,3,0.073
RST_00000195,2025-04-18 02:40:00,2025-04-18 05:10:00,CARGA,AVERIA_CARGADOR,2,0.1562
RST_00000196,2025-04-18 03:00:00,2025-04-18 05:44:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.1027
RST_00000197,2025-04-17 22:21:00,2025-04-18 02:28:00,CARGA,AVERIA_CARGADOR,4,0.1266
RST_00000198,2025-04-19 10:46:00,2025-04-19 13:35:00,CARGA,CAPACIDAD_CARGA_LIMITADA,1,0.1198
RST_00000199,2025-04-19 16:34:00,2025-04-19 19:49:00,ENERGIA,CURTAILMENT_REDES,3,0.1883
RST_00000200,2025-04-20 13:54:00,2025-04-20 15:36:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.2068
RST_00000201,2025-04-20 14:49:00,2025-04-20 17:23:00,CARGA,MANTENIMIENTO_CARGA,3,0.1303
RST_00000202,2025-04-21 01:09:00,2025-04-21 02:40:00,PRODUCCION,BAJA_DOTACION,1,0.159
RST_00000203,2025-04-21 02:52:00,2025-04-21 05:31:00,PRODUCCION,MICROPARADAS_LINEA,2,0.1102
RST_00000204,2025-04-21 00:50:00,2025-04-21 03:17:00,PATIO,BLOQUEO_POSICIONES,3,0.1399
RST_00000205,2025-04-22 04:36:00,2025-04-22 07:45:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1227
RST_00000206,2025-04-23 02:07:00,2025-04-23 05:43:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1357
RST_00000207,2025-04-23 13:34:00,2025-04-23 15:39:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1129
RST_00000208,2025-04-23 13:44:00,2025-04-23 16:58:00,PRODUCCION,BAJA_DOTACION,3,0.1437
RST_00000209,2025-04-24 02:35:00,2025-04-24 06:44:00,PATIO,REORGANIZACION_FLUJO,3,0.163
RST_00000210,2025-04-24 04:45:00,2025-04-24 08:15:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1496
RST_00000211,2025-04-24 11:06:00,2025-04-24 14:57:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2278
RST_00000212,2025-04-25 10:54:00,2025-04-25 13:21:00,PATIO,BLOQUEO_POSICIONES,3,0.1701
RST_00000213,2025-04-25 14:11:00,2025-04-25 17:21:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1656
RST_00000214,2025-04-26 05:03:00,2025-04-26 08:56:00,CARGA,AVERIA_CARGADOR,4,0.1877
RST_00000215,2025-04-26 02:42:00,2025-04-26 04:29:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.1772
RST_00000216,2025-04-26 03:39:00,2025-04-26 07:33:00,PATIO,SATURACION_ZONA,4,0.2159
RST_00000217,2025-04-26 17:49:00,2025-04-26 19:45:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.1745
RST_00000218,2025-04-27 04:55:00,2025-04-27 05:54:00,PATIO,SATURACION_ZONA,2,0.1351
RST_00000219,2025-04-27 12:21:00,2025-04-27 16:44:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.1833
RST_00000220,2025-04-27 14:51:00,2025-04-27 16:53:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1518
RST_00000221,2025-04-28 01:32:00,2025-04-28 06:04:00,ENERGIA,RESTRICCION_POTENCIA,4,0.2313
RST_00000222,2025-04-28 11:21:00,2025-04-28 14:10:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1331
RST_00000223,2025-04-28 09:10:00,2025-04-28 13:21:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2408
RST_00000224,2025-04-28 12:42:00,2025-04-28 16:46:00,PATIO,REORGANIZACION_FLUJO,4,0.2411
