evento_id,timestamp,area,tipo_cuello_botella,severidad,duracion_min,impacto_throughput_proxy,impacto_salida_proxy,causa_probable
BOT_00000249,2025-03-02 19:00:00,PATIO,CONGESTION_PATIO,5,311,0.677,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000605,2025-03-03 12:00:00,LOGISTICA,BLOQUEO_EXPEDICION,3,173,0.205,0.4355,DESALINEACION_READINESS_TRANSPORTE
BOT_00000250,2025-03-03 13:00:00,PATIO,CONGESTION_PATIO,5,210,0.6641,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000251,2025-03-04 13:00:00,PATIO,CONGESTION_PATIO,5,303,0.6377,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000606,2025-03-05 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,3,160,0.2214,0.4513,DESALINEACION_READINESS_TRANSPORTE
BOT_00000252,2025-03-05 19:00:00,PATIO,CONGESTION_PATIO,5,302,0.6669,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001139,2025-03-05 22:57:00,CARGA,RESTRICCION_CRITICA,4,244,0.4048,0.4554,AVERIA_CARGADOR
BOT_00001138,2025-03-06 01:08:00,PRODUCCION,RESTRICCION_CRITICA,5,203,0.5192,0.5841,RETRABAJO_ELEVADO
BOT_00000253,2025-03-06 10:00:00,PATIO,CONGESTION_PATIO,5,275,0.6794,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000607,2025-03-06 11:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,181,0.2721,0.644,DESALINEACION_READINESS_TRANSPORTE
BOT_00001140,2025-03-07 02:50:00,PATIO,RESTRICCION_CRITICA,4,245,0.4177,0.4699,BLOQUEO_POSICIONES
BOT_00000254,2025-03-07 14:00:00,PATIO,CONGESTION_PATIO,5,309,0.6591,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001141,2025-03-07 21:01:00,PATIO,RESTRICCION_CRITICA,4,238,0.3839,0.4319,BLOQUEO_POSICIONES
BOT_00000608,2025-03-07 22:00:00,LOGISTICA,BLOQUEO_EXPEDICION,3,224,0.2078,0.4559,DESALINEACION_READINESS_TRANSPORTE
BOT_00001142,2025-03-08 12:43:00,PATIO,RESTRICCION_CRITICA,4,228,0.4117,0.4632,REORGANIZACION_FLUJO
BOT_00000255,2025-03-08 17:00:00,PATIO,CONGESTION_PATIO,5,271,0.6801,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000609,2025-03-08 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,3,156,0.2176,0.4771,DESALINEACION_READINESS_TRANSPORTE
BOT_00000610,2025-03-09 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,210,0.271,0.5613,DESALINEACION_READINESS_TRANSPORTE
BOT_00000256,2025-03-09 21:00:00,PATIO,CONGESTION_PATIO,5,312,0.6531,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001143,2025-03-10 00:30:00,PATIO,RESTRICCION_CRITICA,4,145,0.3995,0.4495,BLOQUEO_POSICIONES
BOT_00000611,2025-03-10 15:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,197,0.2748,0.6677,DESALINEACION_READINESS_TRANSPORTE
BOT_00000257,2025-03-10 16:00:00,PATIO,CONGESTION_PATIO,5,334,0.6515,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001144,2025-03-11 10:34:00,PATIO,RESTRICCION_CRITICA,5,308,0.4943,0.5561,BLOQUEO_POSICIONES
BOT_00000258,2025-03-11 21:00:00,PATIO,CONGESTION_PATIO,5,278,0.6496,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000612,2025-03-11 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,208,0.2747,0.6283,DESALINEACION_READINESS_TRANSPORTE
BOT_00001145,2025-03-12 02:48:00,PRODUCCION,RESTRICCION_CRITICA,4,199,0.4066,0.4575,RETRABAJO_ELEVADO
BOT_00000613,2025-03-12 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,191,0.2788,0.6354,DESALINEACION_READINESS_TRANSPORTE
BOT_00000259,2025-03-12 18:00:00,PATIO,CONGESTION_PATIO,5,306,0.6611,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001146,2025-03-13 09:08:00,CARGA,RESTRICCION_CRITICA,4,226,0.4284,0.4819,MANTENIMIENTO_CARGA
BOT_00000260,2025-03-13 11:00:00,PATIO,CONGESTION_PATIO,5,271,0.6549,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000614,2025-03-13 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,223,0.2641,0.5791,DESALINEACION_READINESS_TRANSPORTE
BOT_00001147,2025-03-14 10:04:00,LOGISTICA,RESTRICCION_CRITICA,5,274,0.4946,0.5565,INCIDENCIA_DOCUMENTAL
BOT_00000615,2025-03-14 15:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,213,0.2532,0.595,DESALINEACION_READINESS_TRANSPORTE
BOT_00000261,2025-03-14 21:00:00,PATIO,CONGESTION_PATIO,5,273,0.656,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000262,2025-03-15 12:00:00,PATIO,CONGESTION_PATIO,5,244,0.6433,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000616,2025-03-15 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,229,0.2776,0.6646,DESALINEACION_READINESS_TRANSPORTE
BOT_00000617,2025-03-16 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,198,0.2746,0.629,DESALINEACION_READINESS_TRANSPORTE
BOT_00000263,2025-03-16 21:00:00,PATIO,CONGESTION_PATIO,5,308,0.7177,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000618,2025-03-17 10:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,192,0.2732,0.698,DESALINEACION_READINESS_TRANSPORTE
BOT_00001148,2025-03-17 17:14:00,PATIO,RESTRICCION_CRITICA,4,234,0.4085,0.4596,BLOQUEO_POSICIONES
BOT_00000264,2025-03-17 18:00:00,PATIO,CONGESTION_PATIO,5,309,0.672,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00001149,2025-03-18 03:06:00,PATIO,RESTRICCION_CRITICA,5,310,0.5184,0.5832,SATURACION_ZONA
BOT_00000265,2025-03-18 09:00:00,PATIO,CONGESTION_PATIO,5,279,0.6379,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000619,2025-03-18 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,144,0.2682,0.5984,DESALINEACION_READINESS_TRANSPORTE
BOT_00001150,2025-03-18 19:26:00,ENERGIA,RESTRICCION_CRITICA,4,311,0.4086,0.4597,RESTRICCION_POTENCIA
BOT_00000266,2025-03-19 14:00:00,PATIO,CONGESTION_PATIO,5,245,0.6632,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000620,2025-03-19 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,4,202,0.293,0.6682,DESALINEACION_READINESS_TRANSPORTE
