order_id,tipo_propulsion,familia_van,destino,prioridad_cliente,ts_prod_inicio,ts_prod_fin,ts_entry_patio,ts_exit_patio,ts_inicio_carga,ts_fin_carga,ts_ready_expedicion,ts_salida_real,modo_salida,sla_horas,duracion_total_produccion_min,kwh_cargados,espera_carga_min,ocupacion_sector_media_pct,espera_patio_min,espera_salida_min,lead_time_total_horas,cumple_sla_flag
ORD000051,ICE,CrewVan,Benelux,3,2025-01-02 13:21:00,2025-01-02 21:52:00,2025-01-02 23:22:00,2025-01-03 04:21:00,,,2025-01-03 05:17:00,2025-01-03 09:11:00,TREN,36.0,478.0,0.0,0.0,61.52333333333333,90,290,19.833333333333332,1
ORD000041,ICE,LargeVan,Alemania,2,2025-01-02 13:40:00,2025-01-02 22:03:00,2025-01-02 22:42:00,2025-01-03 03:42:00,,,2025-01-03 05:50:00,2025-01-03 08:25:00,CAMION,42.0,480.0,0.0,0.0,57.41,39,283,18.75,1
ORD000059,ICE,MidVan,Iberia,1,2025-01-02 17:14:00,2025-01-03 00:13:00,2025-01-03 01:34:00,2025-01-03 06:23:00,,,2025-01-03 07:51:00,2025-01-03 12:20:00,CAMION,24.0,395.0,0.0,0.0,57.46333333333333,81,357,19.1,1
ORD000050,ICE,LargeVan,Alemania,2,2025-01-02 15:55:00,2025-01-03 00:22:00,2025-01-03 01:18:00,2025-01-03 05:51:00,,,2025-01-03 07:37:00,2025-01-03 09:41:00,TREN,42.0,481.0,0.0,0.0,53.406666666666666,56,230,17.766666666666666,1
ORD000061,ICE,LargeVan,Francia,2,2025-01-02 16:42:00,2025-01-03 00:55:00,2025-01-03 01:54:00,2025-01-03 05:07:00,,,2025-01-03 07:42:00,2025-01-03 10:26:00,TREN,30.0,444.0,0.0,0.0,60.24666666666667,59,319,17.733333333333334,1
ORD000038,EV,LargeVan,Italia,2,2025-01-02 16:52:00,2025-01-03 01:40:00,2025-01-03 02:54:00,2025-01-03 11:14:00,2025-01-03 06:44:00,2025-01-03 09:16:00,2025-01-03 11:39:00,2025-01-03 13:31:00,TREN,48.0,483.0,63.67,44.0,67.71666666666667,74,255,20.65,1
ORD000039,EV,LargeVan,Iberia,2,2025-01-02 16:37:00,2025-01-03 01:54:00,2025-01-03 03:20:00,2025-01-03 09:15:00,2025-01-03 06:56:00,2025-01-03 08:30:00,2025-01-03 10:16:00,2025-01-03 14:07:00,CAMION,24.0,519.0,61.24,56.0,67.66,86,337,21.5,1
ORD000058,EV,MidVan,Alemania,2,2025-01-02 18:14:00,2025-01-03 03:03:00,2025-01-03 03:46:00,2025-01-03 09:46:00,2025-01-03 06:17:00,2025-01-03 07:31:00,2025-01-03 10:16:00,2025-01-03 12:43:00,CAMION,42.0,474.0,48.43,17.0,66.10333333333334,43,312,18.483333333333334,1
ORD000064,ICE,MidVan,Francia,3,2025-01-02 19:54:00,2025-01-03 03:36:00,2025-01-03 04:16:00,2025-01-03 08:06:00,,,2025-01-03 09:18:00,2025-01-03 16:32:00,TREN,30.0,411.0,0.0,0.0,58.45333333333334,40,506,20.633333333333333,1
ORD000056,ICE,CrewVan,Iberia,1,2025-01-02 19:59:00,2025-01-03 04:36:00,2025-01-03 05:49:00,2025-01-03 11:40:00,,,2025-01-03 12:54:00,2025-01-03 14:44:00,CAMION,24.0,478.0,0.0,0.0,53.78,73,184,18.75,1
ORD000055,ICE,MidVan,Iberia,3,2025-01-02 21:32:00,2025-01-03 05:05:00,2025-01-03 05:56:00,2025-01-03 09:59:00,,,2025-01-03 10:33:00,2025-01-03 13:05:00,CAMION,24.0,419.0,0.0,0.0,63.78000000000001,51,186,15.55,1
ORD000057,EV,LargeVan,Benelux,2,2025-01-02 20:23:00,2025-01-03 05:41:00,2025-01-03 06:30:00,2025-01-03 11:07:00,2025-01-03 08:38:00,2025-01-03 09:48:00,2025-01-03 13:55:00,2025-01-03 17:34:00,CAMION,36.0,511.0,45.11,38.0,73.64666666666666,49,466,21.183333333333334,1
ORD000048,ICE,CrewVan,Iberia,3,2025-01-02 21:22:00,2025-01-03 05:44:00,2025-01-03 06:42:00,2025-01-03 11:06:00,,,2025-01-03 12:57:00,2025-01-03 17:02:00,CAMION,24.0,464.0,0.0,0.0,64.11666666666667,58,356,19.666666666666668,1
ORD000063,ICE,CrewVan,Francia,1,2025-01-02 22:23:00,2025-01-03 06:02:00,2025-01-03 06:59:00,2025-01-03 09:54:00,,,2025-01-03 12:39:00,2025-01-03 15:37:00,CAMION,30.0,422.0,0.0,0.0,59.86333333333334,57,343,17.233333333333334,1
ORD000044,ICE,CrewVan,Iberia,2,2025-01-02 22:10:00,2025-01-03 06:00:00,2025-01-03 07:32:00,2025-01-03 13:27:00,,,2025-01-03 15:30:00,2025-01-03 19:47:00,CAMION,24.0,423.0,0.0,0.0,56.98,92,380,21.616666666666667,1
ORD000045,ICE,CrewVan,Iberia,2,2025-01-02 23:51:00,2025-01-03 07:38:00,2025-01-03 08:30:00,2025-01-03 12:34:00,,,2025-01-03 14:12:00,2025-01-03 17:12:00,CAMION,24.0,424.0,0.0,0.0,59.35999999999999,52,278,17.35,1
ORD000060,EV,CrewVan,Italia,2,2025-01-02 23:25:00,2025-01-03 08:12:00,2025-01-03 09:47:00,2025-01-03 13:26:00,2025-01-03 10:43:00,2025-01-03 11:55:00,2025-01-03 14:38:00,2025-01-03 17:56:00,CAMION,48.0,484.0,59.65,23.0,69.21666666666667,95,361,18.516666666666666,1
ORD000043,ICE,MidVan,Alemania,2,2025-01-03 00:18:00,2025-01-03 08:20:00,2025-01-03 09:36:00,2025-01-03 14:57:00,,,2025-01-03 17:33:00,2025-01-03 23:33:00,TREN,42.0,450.0,0.0,0.0,62.626666666666665,76,516,23.25,1
ORD000054,EV,MidVan,Francia,1,2025-01-03 00:06:00,2025-01-03 09:20:00,2025-01-03 10:32:00,2025-01-03 15:20:00,2025-01-03 11:43:00,2025-01-03 13:07:00,2025-01-03 16:46:00,2025-01-03 20:36:00,CAMION,30.0,520.0,58.19,22.0,65.93,72,449,20.5,1
ORD000085,ICE,MidVan,Francia,2,2025-01-03 02:57:00,2025-01-03 09:46:00,2025-01-03 10:45:00,2025-01-03 15:59:00,,,2025-01-03 17:02:00,2025-01-03 21:42:00,CAMION,30.0,378.0,0.0,0.0,56.839999999999996,59,343,18.75,1
ORD000071,ICE,MidVan,Iberia,2,2025-01-03 01:49:00,2025-01-03 10:13:00,2025-01-03 11:24:00,2025-01-03 15:00:00,,,2025-01-03 15:26:00,2025-01-03 19:46:00,CAMION,24.0,479.0,0.0,0.0,64.19333333333333,71,286,17.95,1
ORD000052,EV,LargeVan,Iberia,1,2025-01-03 02:02:00,2025-01-03 11:52:00,2025-01-03 12:25:00,2025-01-03 17:08:00,2025-01-03 14:51:00,2025-01-03 16:30:00,2025-01-03 19:28:00,2025-01-03 20:56:00,CAMION,24.0,570.0,50.72,25.0,67.62333333333333,33,266,18.9,1
ORD000042,EV,LargeVan,Iberia,1,2025-01-03 02:48:00,2025-01-03 12:10:00,2025-01-03 13:37:00,2025-01-03 18:31:00,2025-01-03 15:17:00,2025-01-03 16:48:00,2025-01-03 20:29:00,2025-01-04 03:08:00,CAMION,24.0,527.0,50.99,24.0,70.70666666666666,87,620,24.333333333333332,1
ORD000100,EV,CrewVan,Iberia,3,2025-01-03 04:16:00,2025-01-03 13:14:00,2025-01-03 14:33:00,2025-01-03 17:03:00,2025-01-03 15:30:00,2025-01-03 16:31:00,2025-01-03 17:55:00,2025-01-03 21:43:00,CAMION,24.0,500.0,39.32,7.0,66.29333333333334,79,312,17.45,1
ORD000095,ICE,CrewVan,Alemania,2,2025-01-03 05:22:00,2025-01-03 13:01:00,2025-01-03 14:32:00,2025-01-03 19:30:00,,,2025-01-03 21:46:00,2025-01-04 01:10:00,TREN,42.0,429.0,0.0,0.0,65.58333333333333,91,340,19.8,1
ORD000090,ICE,MidVan,Francia,1,2025-01-03 05:40:00,2025-01-03 13:29:00,2025-01-03 14:59:00,2025-01-03 19:14:00,,,2025-01-03 21:55:00,2025-01-04 02:39:00,CAMION,30.0,432.0,0.0,0.0,64.92,90,445,20.983333333333334,1
ORD000103,ICE,LargeVan,Iberia,3,2025-01-03 05:30:00,2025-01-03 13:51:00,2025-01-03 14:19:00,2025-01-03 18:36:00,,,2025-01-03 19:09:00,2025-01-03 20:56:00,CAMION,24.0,452.0,0.0,0.0,66.96,28,140,15.433333333333334,1
ORD000072,ICE,LargeVan,Francia,2,2025-01-03 06:06:00,2025-01-03 14:15:00,2025-01-03 15:45:00,2025-01-03 19:58:00,,,2025-01-03 21:08:00,2025-01-04 00:03:00,TREN,30.0,469.0,0.0,0.0,53.446666666666665,90,245,17.95,1
ORD000081,ICE,CrewVan,Francia,2,2025-01-03 07:34:00,2025-01-03 14:09:00,2025-01-03 15:41:00,2025-01-03 19:46:00,,,2025-01-03 20:54:00,2025-01-03 23:53:00,CAMION,30.0,373.0,0.0,0.0,58.156666666666666,92,247,16.316666666666666,1
ORD000091,ICE,MidVan,Iberia,2,2025-01-03 07:30:00,2025-01-03 15:04:00,2025-01-03 16:14:00,2025-01-03 22:51:00,,,2025-01-04 00:11:00,2025-01-04 07:09:00,CAMION,24.0,422.0,0.0,0.0,62.81333333333333,70,498,23.65,1
ORD000078,ICE,MidVan,Alemania,3,2025-01-03 08:03:00,2025-01-03 15:22:00,2025-01-03 16:37:00,2025-01-03 20:27:00,,,2025-01-03 21:16:00,2025-01-03 23:31:00,CAMION,42.0,419.0,0.0,0.0,64.80333333333333,75,184,15.466666666666667,1
ORD000089,ICE,LargeVan,Iberia,2,2025-01-03 07:25:00,2025-01-03 16:05:00,2025-01-03 17:52:00,2025-01-03 19:59:00,,,2025-01-03 20:19:00,2025-01-04 00:06:00,CAMION,24.0,483.0,0.0,0.0,68.07333333333334,107,247,16.683333333333334,1
ORD000097,ICE,MidVan,Francia,1,2025-01-03 08:33:00,2025-01-03 16:38:00,2025-01-03 17:23:00,2025-01-03 20:33:00,,,2025-01-03 23:16:00,2025-01-04 00:58:00,CAMION,30.0,443.0,0.0,0.0,71.49333333333334,45,265,16.416666666666668,1
ORD000074,ICE,MidVan,Francia,2,2025-01-03 11:06:00,2025-01-03 17:20:00,2025-01-03 18:28:00,2025-01-03 21:37:00,,,2025-01-04 00:04:00,2025-01-04 05:02:00,CAMION,30.0,348.0,0.0,0.0,62.199999999999996,68,445,17.933333333333334,1
ORD000084,ICE,MidVan,Francia,2,2025-01-03 10:22:00,2025-01-03 18:07:00,2025-01-03 18:41:00,2025-01-04 00:25:00,,,2025-01-04 02:01:00,2025-01-04 06:42:00,CAMION,30.0,426.0,0.0,0.0,61.68333333333334,34,377,20.333333333333332,1
ORD000098,EV,MidVan,Italia,2,2025-01-03 08:28:00,2025-01-03 17:53:00,2025-01-03 18:49:00,2025-01-04 00:16:00,2025-01-03 21:12:00,2025-01-03 23:13:00,2025-01-04 02:35:00,2025-01-04 05:56:00,CAMION,48.0,523.0,66.36,0.0,69.76,56,403,21.466666666666665,1
ORD000080,EV,CrewVan,Iberia,2,2025-01-03 10:42:00,2025-01-03 19:27:00,2025-01-03 20:57:00,2025-01-04 08:02:00,2025-01-04 06:25:00,2025-01-04 07:26:00,2025-01-04 10:51:00,2025-01-04 12:06:00,CAMION,24.0,479.0,45.8,25.0,73.98666666666666,90,280,25.4,1
ORD000092,ICE,MidVan,Italia,3,2025-01-03 12:20:00,2025-01-03 19:35:00,2025-01-03 20:35:00,2025-01-04 01:05:00,,,2025-01-04 03:18:00,2025-01-04 08:02:00,TREN,48.0,411.0,0.0,0.0,69.32666666666667,60,417,19.7,1
ORD000099,ICE,LargeVan,Iberia,3,2025-01-03 11:41:00,2025-01-03 19:43:00,2025-01-03 21:11:00,2025-01-04 00:44:00,,,2025-01-04 02:07:00,2025-01-04 06:10:00,CAMION,24.0,443.0,0.0,0.0,55.01666666666667,88,326,18.483333333333334,1
ORD000076,EV,CrewVan,Alemania,2,2025-01-03 11:30:00,2025-01-03 19:58:00,2025-01-03 21:11:00,2025-01-04 08:39:00,2025-01-04 06:18:00,2025-01-04 07:59:00,2025-01-04 11:24:00,2025-01-04 13:39:00,CAMION,42.0,485.0,65.67,18.0,71.13666666666667,73,340,26.15,1
ORD000083,ICE,CrewVan,Alemania,2,2025-01-03 13:31:00,2025-01-03 20:30:00,2025-01-03 22:00:00,2025-01-04 04:31:00,,,2025-01-04 06:51:00,2025-01-04 11:25:00,CAMION,42.0,377.0,0.0,0.0,61.596666666666664,90,414,21.9,1
ORD000086,EV,CrewVan,Iberia,2,2025-01-03 12:45:00,2025-01-03 20:59:00,2025-01-03 22:24:00,2025-01-04 09:31:00,2025-01-04 06:26:00,2025-01-04 07:49:00,2025-01-04 10:39:00,2025-01-04 17:19:00,CAMION,24.0,451.0,55.68,26.0,77.47666666666667,85,570,28.566666666666666,1
