order_id,tipo_propulsion,destino,prioridad_cliente,fecha_referencia,turno_referencia,ts_salida_real,espera_patio_min,espera_carga_min,espera_salida_min,espera_total_min,lead_time_total_horas,utilizacion_cargadores_turno,indice_congestion_patio,buffer_energia_kwh,curtailment_flag,slack_horas_sla,riesgo_bloqueo_salida,prioridad_norm,score_readiness_operativa,score_riesgo_cuello_botella,score_prioridad_despacho,recomendacion_operativa
ORD000070,ICE,Francia,2,2025-01-02,B,2025-01-02 21:01:00,104,0.0,274,378.0,19.666666666666668,0.01970486111111111,0.6088333333333334,1820.95,0,28.166666666666668,28.97638888888889,0.6,43.4083125,50.27706944444444,54.431771874999995,Mantener secuencia planificada con seguimiento estándar.
ORD000034,ICE,Francia,2,2025-01-02,B,2025-01-02 20:22:00,36,0.0,191,227.0,19.0,0.01970486111111111,0.6426999999999999,2049.9300000000003,0,29.05,24.58,0.6,52.033012500000005,47.024369444444446,49.949411874999996,Mantener secuencia planificada con seguimiento estándar.
ORD000040,ICE,Iberia,2,2025-01-02,B,2025-01-02 21:17:00,99,0.0,229,328.0,16.95,0.01970486111111111,0.6408333333333333,2049.9300000000003,0,21.45,28.040277777777778,0.6,45.76531250000001,49.9067361111111,53.44017187499999,Mantener secuencia planificada con seguimiento estándar.
ORD000053,ICE,Francia,3,2025-01-03,A,2025-01-03 06:26:00,77,0.0,349,426.0,20.55,0.04739583333333333,0.5635666666666667,1899.18,0,26.333333333333332,30.3975,0.3,40.996275,50.913349999999994,49.56231124999999,Mantener secuencia planificada con seguimiento estándar.
ORD000065,EV,Alemania,3,2025-01-03,A,2025-01-03 07:26:00,99,4.0,505,608.0,22.233333333333334,0.04739583333333333,0.7962666666666667,1611.07,0,35.53333333333333,42.534444444444446,0.3,24.036475000000003,60.40015,59.76730125,Mantener secuencia planificada con seguimiento estándar.
ORD000066,ICE,Italia,2,2025-01-03,A,2025-01-03 07:32:00,89,0.0,287,376.0,19.3,0.04739583333333333,0.5639666666666667,2114.7,0,44.63333333333333,28.67138888888889,0.6,44.111675,49.46861666666668,53.821791250000004,Mantener secuencia planificada con seguimiento estándar.
ORD000051,ICE,Benelux,3,2025-01-03,A,2025-01-03 09:11:00,90,0.0,290,380.0,19.833333333333332,0.04739583333333333,0.6152333333333333,2098.9700000000003,0,32.1,30.091944444444444,0.3,42.631275,51.32835,49.17681125,Mantener secuencia planificada con seguimiento estándar.
ORD000041,ICE,Alemania,2,2025-01-03,A,2025-01-03 08:25:00,39,0.0,283,322.0,18.75,0.04739583333333333,0.5740999999999999,1738.6200000000001,0,39.416666666666664,27.049722222222222,0.6,47.243475000000004,48.23815,52.17195125,Mantener secuencia planificada con seguimiento estándar.
ORD000059,ICE,Iberia,1,2025-01-03,A,2025-01-03 12:20:00,81,0.0,357,438.0,19.1,0.04739583333333333,0.5746333333333333,1676.5,0,19.516666666666666,31.090833333333332,1.0,39.980675000000005,51.63961666666666,64.24459125,Mantener secuencia planificada con seguimiento estándar.
ORD000050,ICE,Alemania,2,2025-01-03,A,2025-01-03 09:41:00,56,0.0,230,286.0,17.766666666666666,0.04739583333333333,0.5340666666666667,2250.61,0,39.93333333333333,24.79888888888889,0.6,50.454275,45.827016666666665,49.96316125,Mantener secuencia planificada con seguimiento estándar.
ORD000061,ICE,Francia,2,2025-01-03,A,2025-01-03 10:26:00,59,0.0,319,378.0,17.733333333333334,0.04739583333333333,0.6024666666666667,2250.61,0,27.266666666666666,29.703333333333333,0.6,43.062675,50.835950000000004,54.804241250000004,Mantener secuencia planificada con seguimiento estándar.
ORD000038,EV,Italia,2,2025-01-03,A,2025-01-03 13:31:00,74,44.0,255,373.0,20.65,0.04739583333333333,0.6771666666666667,1676.5,0,46.13333333333333,31.397222222222222,0.6,41.582375,53.22991666666667,56.39963125,Mantener secuencia planificada con seguimiento estándar.
ORD000039,EV,Iberia,2,2025-01-03,B,2025-01-03 14:07:00,86,56.0,337,479.0,21.5,0.03229166666666667,0.6766,1676.5,0,20.15,34.58027777777778,0.6,35.242850000000004,55.879400000000004,59.8107325,Mantener secuencia planificada con seguimiento estándar.
ORD000058,EV,Alemania,2,2025-01-03,A,2025-01-03 12:43:00,43,17.0,312,372.0,18.483333333333334,0.04739583333333333,0.6610333333333334,1676.5,0,39.55,30.95916666666667,0.6,42.032075,52.65221666666667,55.98227125,Mantener secuencia planificada con seguimiento estándar.
ORD000064,ICE,Francia,3,2025-01-03,B,2025-01-03 16:32:00,40,0.0,506,546.0,20.633333333333333,0.03229166666666667,0.5845333333333333,1331.86,0,22.766666666666666,34.605000000000004,0.3,33.26495,52.7783,53.107502499999995,Mantener secuencia planificada con seguimiento estándar.
ORD000056,ICE,Iberia,1,2025-01-03,B,2025-01-03 14:44:00,73,0.0,184,257.0,18.75,0.03229166666666667,0.5378000000000001,2180.87,0,22.166666666666668,23.401944444444446,1.0,52.44905,44.68520000000001,56.75117250000001,Mantener secuencia planificada con seguimiento estándar.
ORD000055,ICE,Iberia,3,2025-01-03,A,2025-01-03 13:05:00,51,0.0,186,237.0,15.55,0.04739583333333333,0.6378,1897.04,0,21.46666666666667,25.690833333333337,0.3,51.027175,47.92478333333334,44.706641250000004,Mantener secuencia planificada con seguimiento estándar.
ORD000057,EV,Benelux,2,2025-01-03,B,2025-01-03 17:34:00,49,38.0,466,553.0,21.183333333333334,0.03229166666666667,0.7364666666666666,1331.86,0,32.35,38.64638888888889,0.6,29.181050000000003,57.94403333333334,62.8614475,Mantener secuencia planificada con seguimiento estándar.
ORD000048,ICE,Iberia,3,2025-01-03,B,2025-01-03 17:02:00,58,0.0,356,414.0,19.666666666666668,0.03229166666666667,0.6411666666666668,2180.87,0,19.916666666666668,31.4375,0.3,40.15575,52.77883333333334,50.6959625,Mantener secuencia planificada con seguimiento estándar.
ORD000063,ICE,Francia,1,2025-01-03,B,2025-01-03 15:37:00,57,0.0,343,400.0,17.233333333333334,0.03229166666666667,0.5986333333333334,1897.04,0,27.03333333333333,29.888055555555557,1.0,42.051550000000006,50.92436666666667,63.197922500000004,Mantener secuencia planificada con seguimiento estándar.
ORD000044,ICE,Iberia,2,2025-01-03,B,2025-01-03 19:47:00,92,0.0,380,472.0,21.616666666666667,0.03229166666666667,0.5698,1565.78,0,19.71666666666667,31.66722222222222,0.6,38.24355,52.04403333333333,57.034572499999996,Mantener secuencia planificada con seguimiento estándar.
ORD000045,ICE,Iberia,2,2025-01-03,B,2025-01-03 17:12:00,52,0.0,278,330.0,17.35,0.03229166666666667,0.5935999999999999,1520.4999999999998,0,21.0,27.331666666666663,0.6,46.54735000000001,48.71156666666667,52.628632499999995,Mantener secuencia planificada con seguimiento estándar.
ORD000060,EV,Italia,2,2025-01-03,B,2025-01-03 17:56:00,95,23.0,361,479.0,18.516666666666666,0.03229166666666667,0.6921666666666667,1414.23,0,44.7,34.96944444444445,0.6,34.869249999999994,56.40866666666667,60.179662500000006,Mantener secuencia planificada con seguimiento estándar.
ORD000054,EV,Francia,1,2025-01-03,B,2025-01-03 20:36:00,72,22.0,449,543.0,20.5,0.03229166666666667,0.6593000000000001,2180.87,0,26.166666666666668,36.370000000000005,1.0,31.658049999999996,55.32036666666667,68.81384750000001,Mantener secuencia planificada con seguimiento estándar.
ORD000085,ICE,Francia,2,2025-01-03,B,2025-01-03 21:42:00,59,0.0,343,402.0,18.75,0.03229166666666667,0.5684,1508.3100000000002,0,25.333333333333332,29.201666666666668,0.6,42.652150000000006,49.95476666666667,54.5513925,Mantener secuencia planificada con seguimiento estándar.
ORD000071,ICE,Iberia,2,2025-01-03,B,2025-01-03 19:46:00,71,0.0,286,357.0,17.95,0.03229166666666667,0.6419333333333332,1508.3100000000002,0,19.666666666666668,29.4775,0.6,43.699850000000005,51.1424,54.7191325,Mantener secuencia planificada con seguimiento estándar.
ORD000052,EV,Iberia,1,2025-01-03,B,2025-01-03 20:56:00,33,25.0,266,324.0,18.9,0.03229166666666667,0.6762333333333334,1668.6899999999998,0,22.533333333333335,29.18916666666667,1.0,44.93915,51.34610000000001,62.3770425,Mantener secuencia planificada con seguimiento estándar.
ORD000100,EV,Iberia,3,2025-01-03,B,2025-01-03 21:43:00,79,7.0,312,398.0,17.45,0.03229166666666667,0.6629333333333334,1508.3100000000002,0,20.2,31.426111111111112,0.3,40.63334999999999,53.052233333333334,50.6518325,Mantener secuencia planificada con seguimiento estándar.
ORD000103,ICE,Iberia,3,2025-01-03,B,2025-01-03 20:56:00,28,0.0,140,168.0,15.433333333333334,0.03229166666666667,0.6696,1920.42,0,22.216666666666665,23.606666666666666,0.3,54.84835,46.570566666666664,42.7598325,Mantener secuencia planificada con seguimiento estándar.
ORD000091,ICE,Iberia,2,2025-01-04,A,2025-01-04 07:09:00,70,0.0,498,568.0,23.65,0.04904513888888889,0.6281333333333333,1838.6200000000001,0,17.03333333333333,36.995,0.6,30.5419875,54.72979722222222,60.93871312499999,Mantener secuencia planificada con seguimiento estándar.
ORD000084,ICE,Francia,2,2025-01-04,A,2025-01-04 06:42:00,34,0.0,377,411.0,20.333333333333332,0.04904513888888889,0.6168333333333333,1838.4899999999998,0,25.316666666666666,31.26111111111111,0.6,40.6256875,52.33309722222222,56.330903125,Mantener secuencia planificada con seguimiento estándar.
ORD000080,EV,Iberia,2,2025-01-04,A,2025-01-04 12:06:00,90,25.0,280,395.0,25.4,0.04904513888888889,0.7398666666666667,1758.85,0,22.75,33.781388888888884,0.6,38.6728875,56.04956388888888,58.686793124999994,Mantener secuencia planificada con seguimiento estándar.
ORD000092,ICE,Italia,3,2025-01-04,A,2025-01-04 08:02:00,60,0.0,417,477.0,19.7,0.04904513888888889,0.6932666666666667,1901.77,0,43.266666666666666,35.463611111111106,0.3,34.666287499999996,56.856830555555554,54.452373124999994,Mantener secuencia planificada con seguimiento estándar.
ORD000099,ICE,Iberia,3,2025-01-04,A,2025-01-04 06:10:00,88,0.0,326,414.0,18.483333333333334,0.04904513888888889,0.5501666666666667,1838.4899999999998,0,19.95,29.698611111111113,0.3,42.0381875,50.153930555555554,48.855903125,Mantener secuencia planificada con seguimiento estándar.
ORD000076,EV,Alemania,2,2025-01-04,A,2025-01-04 13:39:00,73,18.0,340,431.0,26.15,0.04904513888888889,0.7113666666666667,1758.85,0,39.75,34.318888888888885,0.6,37.1068875,56.13056388888889,59.271343125,Mantener secuencia planificada con seguimiento estándar.
ORD000083,ICE,Alemania,2,2025-01-04,A,2025-01-04 11:25:00,90,0.0,414,504.0,21.9,0.04904513888888889,0.6159666666666667,1974.25,0,37.43333333333334,34.46861111111111,0.6,34.8339875,54.31613055555555,59.25036312499999,Mantener secuencia planificada con seguimiento estándar.
ORD000086,EV,Iberia,2,2025-01-04,B,2025-01-04 17:19:00,85,26.0,570,681.0,28.566666666666666,0.03619791666666667,0.7747666666666667,1758.85,0,17.333333333333332,44.17333333333333,0.6,20.7540375,59.355608333333336,66.446110625,Mantener secuencia planificada con seguimiento estándar.
ORD000075,ICE,Francia,2,2025-01-04,A,2025-01-04 06:42:00,75,0.0,146,221.0,16.05,0.04904513888888889,0.6710666666666667,1974.25,0,27.916666666666668,26.01972222222222,0.6,51.1990875,48.63536388888888,50.966233124999995,Mantener secuencia planificada con seguimiento estándar.
ORD000082,ICE,Benelux,1,2025-01-04,A,2025-01-04 11:47:00,54,0.0,362,416.0,20.016666666666666,0.04904513888888889,0.6394,2105.0,0,30.866666666666667,31.998888888888885,1.0,39.7715875,53.246197222222214,65.04073312499999,Mantener secuencia planificada con seguimiento estándar.
ORD000101,EV,Iberia,2,2025-01-04,A,2025-01-04 12:25:00,100,0.0,298,398.0,21.733333333333334,0.04904513888888889,0.727,1758.85,0,23.1,33.56388888888889,0.6,38.7941875,55.69959722222222,58.486853124999996,Mantener secuencia planificada con seguimiento estándar.
ORD000105,EV,Benelux,2,2025-01-04,B,2025-01-04 15:50:00,57,21.0,505,583.0,22.083333333333332,0.03619791666666667,0.7108,1758.85,0,31.583333333333332,39.17138888888889,0.6,27.8517375,57.18074166666667,62.983225625,Mantener secuencia planificada con seguimiento estándar.
ORD000104,ICE,Alemania,2,2025-01-04,A,2025-01-04 11:37:00,37,0.0,395,432.0,19.533333333333335,0.04904513888888889,0.6661999999999999,2105.0,0,37.483333333333334,33.224444444444444,0.6,38.1283875,54.624063888888884,58.235893125,Mantener secuencia planificada con seguimiento estándar.
ORD000094,ICE,Iberia,3,2025-01-04,A,2025-01-04 12:17:00,108,0.0,319,427.0,17.516666666666666,0.04904513888888889,0.6686999999999999,1758.85,0,19.2,33.11333333333333,0.3,38.3808875,54.56323055555555,52.120143125,Mantener secuencia planificada con seguimiento estándar.
ORD000073,ICE,Alemania,2,2025-01-04,A,2025-01-04 12:20:00,92,0.0,146,238.0,18.1,0.04904513888888889,0.7254666666666667,1749.93,0,39.95,27.97,0.6,48.8309875,50.98079722222222,52.850513125,Mantener secuencia planificada con seguimiento estándar.
ORD000102,EV,Benelux,2,2025-01-04,B,2025-01-04 15:30:00,78,54.0,439,571.0,21.5,0.03619791666666667,0.6855333333333334,1119.37,0,32.1,38.12305555555556,0.6,29.208137499999996,56.321675000000006,62.121905625000004,Mantener secuencia planificada con seguimiento estándar.
ORD000096,ICE,Iberia,2,2025-01-04,A,2025-01-04 12:46:00,46,0.0,204,250.0,17.966666666666665,0.04904513888888889,0.6720666666666666,1749.93,0,22.85,27.051666666666662,0.6,49.362587500000004,49.51519722222221,52.004933124999994,Mantener secuencia planificada con seguimiento estándar.
ORD000077,ICE,Iberia,2,2025-01-04,A,2025-01-04 13:10:00,25,0.0,293,318.0,17.666666666666668,0.04904513888888889,0.7394333333333333,1541.3600000000001,0,20.35,31.09694444444444,0.6,43.495787500000006,53.788997222222214,55.981523124999995,Mantener secuencia planificada con seguimiento estándar.
ORD000087,ICE,Alemania,3,2025-01-04,B,2025-01-04 14:03:00,55,0.0,134,189.0,16.333333333333332,0.03619791666666667,0.6221333333333334,1515.9100000000003,0,40.63333333333333,23.27416666666667,0.3,54.6047375,45.67857500000001,42.443700625000005,Mantener secuencia planificada con seguimiento estándar.
ORD000088,ICE,Francia,1,2025-01-04,B,2025-01-04 15:44:00,37,0.0,205,242.0,15.266666666666667,0.03619791666666667,0.6687666666666666,1580.6999999999998,0,27.45,26.28027777777778,1.0,50.17303750000001,48.809941666666674,59.403910624999995,Mantener secuencia planificada con seguimiento estándar.
ORD000093,ICE,Benelux,2,2025-01-04,B,2025-01-04 21:13:00,105,0.0,232,337.0,19.783333333333335,0.03619791666666667,0.6324666666666667,1858.85,0,34.333333333333336,28.67138888888889,0.6,45.1067375,50.346575,53.868600625,Mantener secuencia planificada con seguimiento estándar.
ORD000130,ICE,Italia,2,2025-01-05,A,2025-01-05 07:18:00,50,0.0,428,478.0,21.583333333333332,0.06232638888888889,0.5834,1738.3799999999999,0,42.36666666666667,33.17666666666666,0.6,37.001525,53.52240555555555,58.13454874999999,Mantener secuencia planificada con seguimiento estándar.
ORD000108,ICE,Italia,2,2025-01-05,A,2025-01-05 07:55:00,97,0.0,437,534.0,23.233333333333334,0.06232638888888889,0.7030999999999998,1738.3799999999999,0,42.733333333333334,38.11361111111111,0.6,30.628725000000006,57.65053888888888,62.222688749999996,Mantener secuencia planificada con seguimiento estándar.
ORD000138,ICE,Italia,1,2025-01-05,A,2025-01-05 07:33:00,103,0.0,387,490.0,20.2,0.06232638888888889,0.6106999999999999,1896.8799999999999,0,43.583333333333336,34.27583333333333,1.0,35.59632500000001,54.508938888888885,67.07030875,Mantener secuencia planificada con seguimiento estándar.
ORD000126,ICE,Iberia,3,2025-01-05,A,2025-01-05 07:44:00,86,0.0,318,404.0,18.1,0.06232638888888889,0.6861999999999999,2137.96,0,20.6,33.17722222222222,0.3,39.159325,54.859272222222216,51.98090875,Mantener secuencia planificada con seguimiento estándar.
ORD000125,EV,Iberia,2,2025-01-05,A,2025-01-05 12:27:00,91,27.0,274,392.0,24.416666666666668,0.06232638888888889,0.6676333333333333,1331.3,0,21.833333333333332,32.296388888888885,0.6,40.354925,53.87800555555556,57.12087875,Mantener secuencia planificada con seguimiento estándar.
ORD000133,ICE,Iberia,2,2025-01-05,A,2025-01-05 10:36:00,33,0.0,329,362.0,20.483333333333334,0.06232638888888889,0.7200666666666667,1982.4199999999998,0,20.416666666666668,32.565555555555555,0.6,40.971525,54.785738888888886,57.313548749999995,Mantener secuencia planificada con seguimiento estándar.
ORD000121,EV,Iberia,2,2025-01-05,B,2025-01-05 15:49:00,30,0.0,482,512.0,25.866666666666667,0.04001736111111111,0.7056999999999999,1331.3,0,20.28333333333333,36.700833333333335,0.6,32.3428875,57.114286111111106,61.381418124999996,Mantener secuencia planificada con seguimiento estándar.
ORD000114,ICE,Benelux,1,2025-01-05,A,2025-01-05 08:49:00,38,0.0,435,473.0,18.283333333333335,0.06232638888888889,0.6472666666666668,1896.8799999999999,0,30.916666666666668,34.599722222222226,1.0,35.781225,55.5480388888889,67.47318874999999,Mantener secuencia planificada con seguimiento estándar.
ORD000116,ICE,Italia,1,2025-01-05,A,2025-01-05 08:27:00,74,0.0,176,250.0,16.983333333333334,0.06232638888888889,0.6916,1982.4199999999998,0,46.18333333333333,27.964999999999996,1.0,48.654725,50.55120555555555,60.71888874999999,Mantener secuencia planificada con seguimiento estándar.
ORD000118,EV,Francia,2,2025-01-05,A,2025-01-05 10:05:00,65,27.0,122,214.0,19.516666666666666,0.06232638888888889,0.7342333333333333,1331.3,0,29.566666666666666,27.780833333333334,0.6,49.881524999999996,50.950738888888885,52.46929874999999,Mantener secuencia planificada con seguimiento estándar.
ORD000113,EV,Alemania,2,2025-01-05,B,2025-01-05 14:03:00,46,44.0,366,456.0,23.183333333333334,0.04001736111111111,0.7653,1331.3,0,38.083333333333336,36.24638888888889,0.6,34.4124875,58.44068611111111,61.253938125000005,Mantener secuencia planificada con seguimiento estándar.
ORD000137,ICE,Iberia,2,2025-01-05,A,2025-01-05 12:30:00,81,0.0,373,454.0,19.633333333333333,0.06232638888888889,0.6401333333333333,1331.3,0,20.28333333333333,33.76166666666667,0.6,37.139925000000005,54.75133888888889,58.63912875,Mantener secuencia planificada con seguimiento estándar.
ORD000136,ICE,Alemania,1,2025-01-05,B,2025-01-05 14:51:00,86,0.0,353,439.0,20.666666666666668,0.04001736111111111,0.6507,1781.5700000000002,0,38.43333333333333,32.79111111111111,1.0,38.225387500000004,54.04845277777778,65.942918125,Mantener secuencia planificada con seguimiento estándar.
ORD000134,ICE,Iberia,1,2025-01-05,A,2025-01-05 11:30:00,43,0.0,204,247.0,17.583333333333332,0.06232638888888889,0.5844666666666667,1781.5700000000002,0,21.35,25.1825,1.0,51.413425,46.82117222222222,58.074828749999995,Mantener secuencia planificada con seguimiento estándar.
ORD000124,ICE,Benelux,2,2025-01-05,A,2025-01-05 12:14:00,21,0.0,274,295.0,17.983333333333334,0.06232638888888889,0.7714666666666666,1148.85,0,32.06666666666667,31.524166666666666,0.6,43.925425,54.579172222222226,56.18672875,Mantener secuencia planificada con seguimiento estándar.
ORD000110,ICE,Iberia,3,2025-01-05,A,2025-01-05 12:00:00,34,0.0,313,347.0,17.0,0.06232638888888889,0.6310333333333333,1331.3,0,20.883333333333333,29.81888888888889,0.3,44.045824999999994,51.32110555555556,48.678458750000004,Mantener secuencia planificada con seguimiento estándar.
ORD000131,ICE,Francia,2,2025-01-05,A,2025-01-05 13:41:00,41,0.0,262,303.0,18.5,0.06232638888888889,0.7169666666666665,2116.75,0,26.483333333333334,30.43944444444444,0.6,44.733425,52.959505555555545,55.17507875,Mantener secuencia planificada con seguimiento estándar.
ORD000140,EV,Iberia,1,2025-01-05,B,2025-01-05 15:15:00,51,29.0,418,498.0,21.033333333333335,0.04001736111111111,0.7817333333333333,1331.3,0,21.15,38.11555555555556,1.0,31.393087500000004,59.699419444444445,70.877158125,Mantener secuencia planificada con seguimiento estándar.
ORD000117,EV,Iberia,2,2025-01-05,A,2025-01-05 13:48:00,45,72.0,324,441.0,19.65,0.06232638888888889,0.7623666666666666,1148.85,0,21.53333333333333,36.36611111111111,0.6,35.01882500000001,58.528105555555555,61.08105875,Mantener secuencia planificada con seguimiento estándar.
ORD000111,ICE,Iberia,2,2025-01-05,A,2025-01-05 13:31:00,49,0.0,191,240.0,17.483333333333334,0.06232638888888889,0.6178666666666667,1488.9499999999998,0,21.6,25.774444444444445,0.6,51.049324999999996,47.752605555555554,50.62140875,Mantener secuencia planificada con seguimiento estándar.
ORD000106,ICE,Iberia,2,2025-01-05,B,2025-01-05 14:02:00,47,0.0,278,325.0,17.9,0.04001736111111111,0.7216,2116.75,0,20.416666666666668,30.60527777777778,0.6,43.648787500000005,53.13405277777778,55.633248125,Mantener secuencia planificada con seguimiento estándar.
ORD000132,ICE,Benelux,2,2025-01-05,B,2025-01-05 20:39:00,93,0.0,356,449.0,21.066666666666666,0.04001736111111111,0.6770666666666666,1556.14,0,32.85,33.7975,0.6,36.96758750000001,55.23658611111111,58.91780812499999,Mantener secuencia planificada con seguimiento estándar.
