fecha,turno,zona_carga,slot_id,sessions_count,avg_wait_time_min,avg_charging_duration_min,energy_delivered_kwh,interruption_rate,avg_soc_gap_pct,charging_bottleneck_impact,slot_utilization_ratio
2025-05-02,C,SUR,SLOT_011,1,83.0,22.0,38.79,1.0,23.89197530864197,0.3034,0.04583333333333333
2025-05-02,A,ESTE,SLOT_016,1,61.0,38.0,41.49,1.0,23.89197530864197,0.3034,0.07916666666666666
2025-05-02,B,SUR,SLOT_012,1,34.0,28.0,36.757,0.0,23.89197530864197,0.3034,0.058333333333333334
2025-05-03,C,SUR,SLOT_026,1,43.0,54.0,43.487,0.0,19.600326797385623,0.3818,0.1125
2025-05-03,C,NORTE,SLOT_003,1,48.0,52.0,49.346,0.0,19.600326797385623,0.3818,0.10833333333333334
2025-05-03,A,ESTE,SLOT_020,1,60.0,56.0,45.645,0.0,19.600326797385623,0.3818,0.11666666666666667
2025-05-06,C,ESTE,SLOT_020,1,79.0,95.0,53.661,0.0,21.008940809968852,0.3066,0.19791666666666666
2025-05-06,B,SUR,SLOT_005,1,47.0,93.0,82.124,0.0,21.008940809968852,0.3066,0.19375
2025-05-07,A,ESTE,SLOT_028,1,84.0,28.0,32.983,0.0,20.91265363128492,0.2991,0.058333333333333334
2025-05-07,A,SUR,SLOT_011,1,49.0,29.0,53.124,0.0,20.91265363128492,0.2991,0.06041666666666667
2025-05-07,B,SUR,SLOT_030,1,83.0,26.0,46.465,0.0,20.91265363128492,0.2991,0.05416666666666667
2025-05-07,B,NORTE,SLOT_013,1,51.0,82.0,51.82,0.0,20.91265363128492,0.2991,0.17083333333333334
2025-05-07,B,OESTE,SLOT_018,1,57.0,133.0,66.275,0.0,20.91265363128492,0.2991,0.27708333333333335
2025-05-08,C,NORTE,SLOT_023,1,66.0,35.0,30.617,0.0,18.255314465408805,0.3022,0.07291666666666667
2025-05-08,C,NORTE,SLOT_022,1,36.0,74.0,38.266,0.0,18.255314465408805,0.3022,0.15416666666666667
2025-05-08,A,OESTE,SLOT_010,1,93.0,72.0,53.461,0.0,18.255314465408805,0.3022,0.15
2025-05-08,A,SUR,SLOT_008,1,25.0,30.0,53.963,0.0,18.255314465408805,0.3022,0.0625
2025-05-08,B,SUR,SLOT_030,1,24.0,38.0,52.787,0.0,18.255314465408805,0.3022,0.07916666666666666
2025-05-09,C,ESTE,SLOT_016,1,42.0,37.0,51.249,0.0,20.351218836565103,0.3658,0.07708333333333334
2025-05-09,A,SUR,SLOT_005,1,0.0,71.0,62.118,0.0,20.351218836565103,0.3658,0.14791666666666667
2025-05-09,A,ESTE,SLOT_028,1,60.0,61.0,51.316,0.0,20.351218836565103,0.3658,0.12708333333333333
2025-05-09,B,OESTE,SLOT_010,1,77.0,87.0,51.162,0.0,20.351218836565103,0.3658,0.18125
2025-05-09,B,ESTE,SLOT_029,1,40.0,35.0,41.542,0.0,20.351218836565103,0.3658,0.07291666666666667
2025-05-13,C,ESTE,SLOT_028,1,73.0,68.0,31.405,1.0,23.5187234042553,0.2984,0.14166666666666666
2025-05-13,A,NORTE,SLOT_003,1,63.0,61.0,52.713,0.0,23.5187234042553,0.2984,0.12708333333333333
2025-05-13,A,OESTE,SLOT_010,1,80.0,80.0,53.044,0.0,23.5187234042553,0.2984,0.16666666666666666
2025-05-13,A,SUR,SLOT_012,1,73.0,22.0,37.527,0.0,23.5187234042553,0.2984,0.04583333333333333
2025-05-13,B,SUR,SLOT_026,1,53.0,41.0,60.382,0.0,23.5187234042553,0.2984,0.08541666666666667
2025-05-13,B,ESTE,SLOT_004,1,39.0,50.0,50.151,0.0,23.5187234042553,0.2984,0.10416666666666667
2025-05-13,B,NORTE,SLOT_022,1,34.0,109.0,78.08,0.0,23.5187234042553,0.2984,0.22708333333333333
2025-05-14,C,SUR,SLOT_005,1,61.0,67.0,57.637,0.0,23.00512396694216,0.3066,0.13958333333333334
2025-05-14,A,SUR,SLOT_026,1,59.0,53.0,54.206,0.0,23.00512396694216,0.3066,0.11041666666666666
2025-05-14,B,OESTE,SLOT_010,1,68.0,96.0,52.343,0.0,23.00512396694216,0.3066,0.2
2025-05-14,B,SUR,SLOT_008,1,51.0,40.0,36.077,1.0,23.00512396694216,0.3066,0.08333333333333333
2025-05-14,C,NORTE,SLOT_022,1,67.0,122.0,62.29,0.0,23.00512396694216,0.3066,0.25416666666666665
2025-05-16,C,OESTE,SLOT_018,1,81.0,73.0,51.265,0.0,23.780257879656155,0.3054,0.15208333333333332
2025-05-16,C,NORTE,SLOT_003,1,78.0,45.0,46.953,0.0,23.780257879656155,0.3054,0.09375
2025-05-16,A,SUR,SLOT_025,1,41.0,48.0,58.133,0.0,23.780257879656155,0.3054,0.1
2025-05-16,A,SUR,SLOT_007,1,50.0,40.0,36.473,0.0,23.780257879656155,0.3054,0.08333333333333333
2025-05-16,B,SUR,SLOT_025,1,44.0,48.0,53.755,0.0,23.780257879656155,0.3054,0.1
2025-05-16,B,SUR,SLOT_007,1,64.0,49.0,43.501,1.0,23.780257879656155,0.3054,0.10208333333333333
2025-05-16,B,NORTE,SLOT_032,1,48.0,41.0,37.464,0.0,23.780257879656155,0.3054,0.08541666666666667
2025-05-17,C,SUR,SLOT_011,1,56.0,24.0,46.914,0.0,23.05817891373801,0.4028,0.05
2025-05-17,C,NORTE,SLOT_024,1,78.0,83.0,53.734,0.0,23.05817891373801,0.4028,0.17291666666666666
2025-05-17,C,ESTE,SLOT_029,1,29.0,46.0,64.055,0.0,23.05817891373801,0.4028,0.09583333333333334
2025-05-17,A,SUR,SLOT_026,1,32.0,43.0,53.417,0.0,23.05817891373801,0.4028,0.08958333333333333
2025-05-17,B,SUR,SLOT_025,1,21.0,68.0,54.088,1.0,23.05817891373801,0.4028,0.14166666666666666
2025-05-17,B,SUR,SLOT_007,1,22.0,32.0,44.844,0.0,23.05817891373801,0.4028,0.06666666666666667
2025-05-19,A,NORTE,SLOT_017,1,74.0,104.0,61.686,0.0,21.093521594684383,0.3034,0.21666666666666667
2025-05-19,B,NORTE,SLOT_021,1,69.0,43.0,38.467,0.0,21.093521594684383,0.3034,0.08958333333333333
2025-05-19,C,OESTE,SLOT_006,1,68.0,44.0,56.484,0.0,21.093521594684383,0.3034,0.09166666666666666
2025-05-20,A,NORTE,SLOT_021,1,34.0,38.0,32.959,1.0,23.27005263157895,0.3042,0.07916666666666666
2025-05-20,A,SUR,SLOT_031,1,39.0,50.0,33.784,1.0,23.27005263157895,0.3042,0.10416666666666667
2025-05-21,C,SUR,SLOT_031,2,59.5,66.5,118.024,0.0,24.397853658536587,0.3053,0.27708333333333335
2025-05-21,A,SUR,SLOT_026,1,43.0,62.0,56.132,0.0,24.397853658536587,0.3053,0.12916666666666668
2025-05-21,A,ESTE,SLOT_016,1,75.0,28.0,59.608,0.0,24.397853658536587,0.3053,0.058333333333333334
2025-05-21,A,OESTE,SLOT_002,1,72.0,35.0,49.849,0.0,24.397853658536587,0.3053,0.07291666666666667
2025-05-21,B,OESTE,SLOT_018,1,16.0,86.0,36.767,0.0,24.397853658536587,0.3053,0.17916666666666667
2025-05-22,C,NORTE,SLOT_003,1,15.0,63.0,54.671,0.0,23.672500000000014,0.3011,0.13125
2025-05-22,C,OESTE,SLOT_018,1,96.0,102.0,50.689,0.0,23.672500000000014,0.3011,0.2125
2025-05-22,A,SUR,SLOT_030,1,52.0,31.0,48.051,0.0,23.672500000000014,0.3011,0.06458333333333334
2025-05-23,C,SUR,SLOT_011,2,57.0,29.0,93.43299999999999,0.0,22.773978201634854,0.3062,0.12083333333333333
2025-05-23,A,SUR,SLOT_031,1,80.0,52.0,51.62,0.0,22.773978201634854,0.3062,0.10833333333333334
2025-05-23,B,OESTE,SLOT_006,1,102.0,48.0,57.54,0.0,22.773978201634854,0.3062,0.1
2025-05-23,B,ESTE,SLOT_029,1,28.0,43.0,60.92,0.0,22.773978201634854,0.3062,0.08958333333333333
2025-05-24,C,ESTE,SLOT_029,2,28.5,44.0,106.205,0.0,24.58024630541871,0.40349999999999997,0.18333333333333332
2025-05-24,C,SUR,SLOT_025,2,36.0,58.0,107.67,0.0,24.58024630541871,0.40349999999999997,0.24166666666666667
2025-05-24,C,SUR,SLOT_007,2,52.0,37.5,86.397,0.5,24.58024630541871,0.40349999999999997,0.15625
2025-05-24,A,ESTE,SLOT_004,1,95.0,50.0,63.279,0.0,24.58024630541871,0.40349999999999997,0.10416666666666667
2025-05-24,A,NORTE,SLOT_024,1,87.0,69.0,39.469,1.0,24.58024630541871,0.40349999999999997,0.14375
2025-05-24,B,NORTE,SLOT_013,1,52.0,127.0,67.321,0.0,24.58024630541871,0.40349999999999997,0.26458333333333334
2025-05-25,C,SUR,SLOT_005,1,66.0,72.0,57.338,0.0,22.591302931596086,0.3039,0.15
2025-05-25,B,SUR,SLOT_031,1,89.0,75.0,49.811,0.0,22.591302931596086,0.3039,0.15625
2025-05-26,C,ESTE,SLOT_028,1,72.0,76.0,66.728,0.0,23.0793949044586,0.3095,0.15833333333333333
2025-05-26,C,OESTE,SLOT_010,2,56.5,77.0,108.689,0.0,23.0793949044586,0.3095,0.32083333333333336
2025-05-26,A,SUR,SLOT_008,1,35.0,34.0,61.592,0.0,23.0793949044586,0.3095,0.07083333333333333
2025-05-26,B,SUR,SLOT_012,1,86.0,29.0,38.882,0.0,23.0793949044586,0.3095,0.06041666666666667
2025-05-26,B,NORTE,SLOT_032,1,82.0,29.0,31.653,0.0,23.0793949044586,0.3095,0.06041666666666667
2025-05-28,C,OESTE,SLOT_010,1,57.0,95.0,41.604,1.0,22.104186046511636,0.3001,0.19791666666666666
2025-05-28,C,NORTE,SLOT_017,1,79.0,101.0,54.114,0.0,22.104186046511636,0.3001,0.21041666666666667
2025-05-28,A,SUR,SLOT_008,1,66.0,30.0,43.309,0.0,22.104186046511636,0.3001,0.0625
2025-05-28,B,SUR,SLOT_026,1,84.0,31.0,40.575,0.0,22.104186046511636,0.3001,0.06458333333333334
2025-05-29,C,ESTE,SLOT_016,1,58.0,42.0,41.031,1.0,22.96900293255132,0.296,0.0875
2025-05-29,A,SUR,SLOT_012,1,38.0,46.0,46.712,0.0,22.96900293255132,0.296,0.09583333333333334
2025-05-29,B,SUR,SLOT_012,1,68.0,40.0,41.691,1.0,22.96900293255132,0.296,0.08333333333333333
2025-05-30,C,NORTE,SLOT_021,1,30.0,42.0,26.223,1.0,24.57180592991913,0.3033,0.0875
2025-05-30,A,NORTE,SLOT_021,1,44.0,26.0,50.86,0.0,24.57180592991913,0.3033,0.05416666666666667
2025-05-31,C,SUR,SLOT_026,1,72.0,50.0,54.795,0.0,22.663473684210544,0.4035,0.10416666666666667
2025-05-31,C,ESTE,SLOT_029,1,90.0,35.0,50.507,0.0,22.663473684210544,0.4035,0.07291666666666667
2025-05-31,A,SUR,SLOT_031,1,50.0,55.0,43.153,0.0,22.663473684210544,0.4035,0.11458333333333333
2025-05-31,A,ESTE,SLOT_016,1,54.0,29.0,41.838,1.0,22.663473684210544,0.4035,0.06041666666666667
2025-05-31,B,ESTE,SLOT_020,1,59.0,71.0,67.864,0.0,22.663473684210544,0.4035,0.14791666666666667
2025-05-31,B,NORTE,SLOT_017,1,91.0,78.0,44.492,0.0,22.663473684210544,0.4035,0.1625
2025-05-31,B,SUR,SLOT_026,1,43.0,23.0,23.865,0.0,22.663473684210544,0.4035,0.04791666666666667
2025-06-01,C,SUR,SLOT_008,1,18.0,27.0,47.271,0.0,22.620265486725668,0.3069,0.05625
2025-06-01,A,SUR,SLOT_001,1,70.0,87.0,41.355,0.0,22.620265486725668,0.3069,0.18125
2025-06-01,B,NORTE,SLOT_019,1,63.0,27.0,37.047,0.0,22.620265486725668,0.3069,0.05625
2025-06-02,C,SUR,SLOT_007,1,34.0,28.0,47.268,0.0,22.712382445141063,0.3087,0.058333333333333334
2025-06-02,C,NORTE,SLOT_021,1,59.0,38.0,42.048,0.0,22.712382445141063,0.3087,0.07916666666666666
2025-06-02,A,SUR,SLOT_012,1,75.0,42.0,49.358,0.0,22.712382445141063,0.3087,0.0875
2025-06-02,A,OESTE,SLOT_006,1,31.0,36.0,54.551,0.0,22.712382445141063,0.3087,0.075
2025-06-02,A,NORTE,SLOT_013,1,61.0,101.0,47.725,0.0,22.712382445141063,0.3087,0.21041666666666667
2025-06-04,C,NORTE,SLOT_021,1,65.0,50.0,56.11,0.0,23.901331658291447,0.3107,0.10416666666666667
2025-06-04,A,NORTE,SLOT_013,2,78.0,90.0,92.82300000000001,0.0,23.901331658291447,0.3107,0.375
2025-06-04,A,SUR,SLOT_030,1,47.0,36.0,40.049,0.0,23.901331658291447,0.3107,0.075
2025-06-04,A,ESTE,SLOT_020,1,48.0,65.0,52.447,0.0,23.901331658291447,0.3107,0.13541666666666666
2025-06-04,B,NORTE,SLOT_032,1,57.0,33.0,38.946,0.0,23.901331658291447,0.3107,0.06875
2025-06-05,C,NORTE,SLOT_013,1,55.0,73.0,44.222,0.0,23.78044077134986,0.3075,0.15208333333333332
2025-06-05,B,NORTE,SLOT_022,1,73.0,90.0,44.928,0.0,23.78044077134986,0.3075,0.1875
2025-06-05,B,NORTE,SLOT_023,1,57.0,58.0,50.097,0.0,23.78044077134986,0.3075,0.12083333333333333
2025-06-06,C,SUR,SLOT_005,2,48.0,93.0,130.376,0.0,24.690041666666648,0.315,0.3875
2025-06-06,A,SUR,SLOT_012,1,76.0,34.0,41.553,0.0,24.690041666666648,0.315,0.07083333333333333
2025-06-06,B,SUR,SLOT_008,1,72.0,27.0,43.53,0.0,24.690041666666648,0.315,0.05625
2025-06-06,B,OESTE,SLOT_009,1,86.0,22.0,47.296,0.0,24.690041666666648,0.315,0.04583333333333333
2025-06-06,C,NORTE,SLOT_019,1,96.0,76.0,61.329,0.0,24.690041666666648,0.315,0.15833333333333333
2025-06-07,C,ESTE,SLOT_004,1,31.0,70.0,76.071,0.0,24.61977011494252,0.3069,0.14583333333333334
2025-06-07,C,OESTE,SLOT_018,1,55.0,74.0,44.703,0.0,24.61977011494252,0.3069,0.15416666666666667
2025-06-07,C,NORTE,SLOT_024,1,48.0,109.0,62.938,0.0,24.61977011494252,0.3069,0.22708333333333333
2025-06-07,A,SUR,SLOT_026,1,43.0,35.0,34.733,0.0,24.61977011494252,0.3069,0.07291666666666667
2025-06-07,A,OESTE,SLOT_018,1,68.0,111.0,60.437,0.0,24.61977011494252,0.3069,0.23125
2025-06-07,A,NORTE,SLOT_013,1,75.0,93.0,36.066,0.0,24.61977011494252,0.3069,0.19375
2025-06-07,B,SUR,SLOT_031,1,78.0,39.0,36.812,0.0,24.61977011494252,0.3069,0.08125
2025-06-07,B,ESTE,SLOT_020,1,59.0,52.0,40.271,0.0,24.61977011494252,0.3069,0.10833333333333334
2025-06-09,C,NORTE,SLOT_021,1,79.0,56.0,73.555,0.0,24.319588688946048,0.3019,0.11666666666666667
2025-06-09,C,OESTE,SLOT_006,1,38.0,47.0,77.189,0.0,24.319588688946048,0.3019,0.09791666666666667
2025-06-09,A,NORTE,SLOT_013,1,68.0,87.0,53.682,0.0,24.319588688946048,0.3019,0.18125
2025-06-09,B,SUR,SLOT_008,1,82.0,25.0,32.259,0.0,24.319588688946048,0.3019,0.052083333333333336
2025-06-09,B,ESTE,SLOT_004,1,53.0,45.0,49.358,0.0,24.319588688946048,0.3019,0.09375
2025-06-10,A,SUR,SLOT_011,1,41.0,24.0,43.286,0.0,23.998031496062993,0.3033,0.05
2025-06-10,A,OESTE,SLOT_014,1,54.0,76.0,61.463,0.0,23.998031496062993,0.3033,0.15833333333333333
2025-06-10,B,SUR,SLOT_012,1,53.0,35.0,48.927,0.0,23.998031496062993,0.3033,0.07291666666666667
2025-06-11,C,NORTE,SLOT_023,1,72.0,48.0,40.9,1.0,23.838714596949902,0.3918,0.1
2025-06-11,C,ESTE,SLOT_020,1,79.0,54.0,47.085,0.0,23.838714596949902,0.3918,0.1125
2025-06-11,C,NORTE,SLOT_022,2,69.0,97.0,97.89,0.0,23.838714596949902,0.3918,0.4041666666666667
2025-06-11,C,SUR,SLOT_005,1,66.0,57.0,61.688,0.0,23.838714596949902,0.3918,0.11875
2025-06-11,A,ESTE,SLOT_004,1,37.0,51.0,54.702,0.0,23.838714596949902,0.3918,0.10625
2025-06-11,B,OESTE,SLOT_010,1,96.0,101.0,59.59,0.0,23.838714596949902,0.3918,0.21041666666666667
2025-06-11,B,SUR,SLOT_008,1,84.0,24.0,51.579,0.0,23.838714596949902,0.3918,0.05
2025-06-12,C,NORTE,SLOT_017,2,38.0,112.5,144.486,0.0,26.042016806722668,0.3084,0.46875
2025-06-12,A,NORTE,SLOT_017,1,69.0,70.0,51.075,0.0,26.042016806722668,0.3084,0.14583333333333334
2025-06-13,A,NORTE,SLOT_032,2,38.0,44.5,116.621,0.0,26.31120481927711,0.3026,0.18541666666666667
2025-06-13,A,OESTE,SLOT_006,1,68.0,29.0,44.085,0.0,26.31120481927711,0.3026,0.06041666666666667
2025-06-13,B,OESTE,SLOT_009,1,71.0,38.0,54.12,0.0,26.31120481927711,0.3026,0.07916666666666666
2025-06-13,B,NORTE,SLOT_003,1,59.0,58.0,48.261,0.0,26.31120481927711,0.3026,0.12083333333333333
2025-06-13,B,SUR,SLOT_025,1,49.0,68.0,61.653,0.0,26.31120481927711,0.3026,0.14166666666666666
2025-06-13,B,ESTE,SLOT_029,1,50.0,34.0,41.507,1.0,26.31120481927711,0.3026,0.07083333333333333
2025-06-14,C,NORTE,SLOT_021,1,67.0,78.0,63.604,0.0,24.302004504504513,0.3015,0.1625
2025-06-14,A,NORTE,SLOT_019,1,64.0,60.0,54.894,0.0,24.302004504504513,0.3015,0.125
2025-06-14,B,OESTE,SLOT_009,1,8.0,25.0,35.561,1.0,24.302004504504513,0.3015,0.052083333333333336
2025-06-15,A,SUR,SLOT_007,1,63.0,53.0,67.926,0.0,24.464952978056424,0.3025,0.11041666666666666
2025-06-15,A,NORTE,SLOT_023,1,72.0,68.0,54.01,0.0,24.464952978056424,0.3025,0.14166666666666666
2025-06-15,A,SUR,SLOT_025,1,41.0,59.0,57.494,0.0,24.464952978056424,0.3025,0.12291666666666666
2025-06-15,B,SUR,SLOT_012,1,57.0,43.0,52.014,0.0,24.464952978056424,0.3025,0.08958333333333333
2025-06-16,A,SUR,SLOT_001,1,68.0,81.0,39.29,1.0,25.498349206349207,0.40505,0.16875
2025-06-16,A,SUR,SLOT_027,1,82.0,102.0,58.066,0.0,25.498349206349207,0.40505,0.2125
2025-06-16,B,NORTE,SLOT_024,1,120.0,74.0,49.571,0.0,25.498349206349207,0.40505,0.15416666666666667
2025-06-16,B,OESTE,SLOT_018,1,66.0,103.0,43.096,0.0,25.498349206349207,0.40505,0.21458333333333332
2025-06-17,C,ESTE,SLOT_020,1,79.0,66.0,71.736,0.0,25.72876811594204,0.3079,0.1375
2025-06-17,C,OESTE,SLOT_018,1,75.0,112.0,62.924,0.0,25.72876811594204,0.3079,0.23333333333333334
2025-06-17,A,SUR,SLOT_012,1,77.0,43.0,41.668,0.0,25.72876811594204,0.3079,0.08958333333333333
2025-06-17,B,OESTE,SLOT_014,1,75.0,41.0,44.168,1.0,25.72876811594204,0.3079,0.08541666666666667
2025-06-18,C,ESTE,SLOT_020,1,62.0,63.0,52.614,0.0,25.256722222222226,0.3065,0.13125
2025-06-18,B,NORTE,SLOT_022,1,60.0,82.0,41.313,0.0,25.256722222222226,0.3065,0.17083333333333334
2025-06-18,B,SUR,SLOT_012,1,87.0,37.0,49.576,0.0,25.256722222222226,0.3065,0.07708333333333334
2025-06-18,B,NORTE,SLOT_023,1,22.0,61.0,51.586,0.0,25.256722222222226,0.3065,0.12708333333333333
2025-06-18,B,OESTE,SLOT_014,1,71.0,41.0,44.01,0.0,25.256722222222226,0.3065,0.08541666666666667
2025-06-19,C,OESTE,SLOT_014,1,67.0,41.0,38.878,0.0,24.479346846846862,0.3066,0.08541666666666667
2025-06-19,A,ESTE,SLOT_020,1,45.0,66.0,56.883,0.0,24.479346846846862,0.3066,0.1375
2025-06-19,B,SUR,SLOT_030,1,40.0,38.0,37.741,1.0,24.479346846846862,0.3066,0.07916666666666666
2025-06-19,B,NORTE,SLOT_017,1,73.0,57.0,36.649,0.0,24.479346846846862,0.3066,0.11875
2025-06-20,A,NORTE,SLOT_023,1,66.0,48.0,51.822,0.0,22.985748663101614,0.3018,0.1
2025-06-20,A,SUR,SLOT_005,1,48.0,55.0,43.993,1.0,22.985748663101614,0.3018,0.11458333333333333
2025-06-20,B,OESTE,SLOT_010,1,85.0,136.0,61.754,0.0,22.985748663101614,0.3018,0.2833333333333333
2025-06-20,B,ESTE,SLOT_029,1,61.0,42.0,55.615,0.0,22.985748663101614,0.3018,0.0875
2025-06-21,C,NORTE,SLOT_017,2,61.5,85.5,78.227,0.5,24.588599508599494,0.3098,0.35625
2025-06-21,A,ESTE,SLOT_020,1,71.0,72.0,49.543,0.0,24.588599508599494,0.3098,0.15
2025-06-21,B,SUR,SLOT_030,1,37.0,22.0,40.414,0.0,24.588599508599494,0.3098,0.04583333333333333
2025-06-22,C,NORTE,SLOT_032,1,61.0,57.0,55.999,0.0,23.210215053763424,0.3548,0.11875
2025-06-22,C,SUR,SLOT_030,1,63.0,30.0,59.185,0.0,23.210215053763424,0.3548,0.0625
2025-06-22,A,SUR,SLOT_026,1,81.0,50.0,38.538,1.0,23.210215053763424,0.3548,0.10416666666666667
2025-06-22,B,NORTE,SLOT_021,1,69.0,36.0,30.801,0.0,23.210215053763424,0.3548,0.075
2025-06-23,C,SUR,SLOT_030,2,51.5,31.5,98.038,0.0,24.22336206896552,0.3032,0.13125
2025-06-23,C,NORTE,SLOT_003,1,66.0,59.0,51.67,0.0,24.22336206896552,0.3032,0.12291666666666666
2025-06-23,A,SUR,SLOT_007,1,70.0,51.0,70.206,0.0,24.22336206896552,0.3032,0.10625
2025-06-23,A,NORTE,SLOT_032,1,46.0,53.0,54.443,0.0,24.22336206896552,0.3032,0.11041666666666666
2025-06-23,A,SUR,SLOT_025,1,39.0,41.0,55.639,0.0,24.22336206896552,0.3032,0.08541666666666667
2025-06-23,B,SUR,SLOT_001,1,79.0,72.0,39.827,0.0,24.22336206896552,0.3032,0.15
2025-06-23,B,OESTE,SLOT_002,1,35.0,30.0,41.687,0.0,24.22336206896552,0.3032,0.0625
2025-06-23,B,SUR,SLOT_027,1,72.0,63.0,40.91,0.0,24.22336206896552,0.3032,0.13125
2025-06-24,C,SUR,SLOT_025,1,30.0,37.0,47.902,0.0,27.027839080459756,0.3095,0.07708333333333334
2025-06-24,C,ESTE,SLOT_028,1,79.0,45.0,45.469,0.0,27.027839080459756,0.3095,0.09375
2025-06-24,C,NORTE,SLOT_021,2,53.5,44.5,103.03399999999999,0.0,27.027839080459756,0.3095,0.18541666666666667
2025-06-24,C,SUR,SLOT_007,2,57.5,41.5,82.90100000000001,0.0,27.027839080459756,0.3095,0.17291666666666666
2025-06-24,A,NORTE,SLOT_003,1,60.0,58.0,54.646,0.0,27.027839080459756,0.3095,0.12083333333333333
2025-06-24,A,SUR,SLOT_026,1,82.0,39.0,50.131,0.0,27.027839080459756,0.3095,0.08125
