fecha,turno,area,throughput_gap,congestion_index,avg_wait_time,queue_pressure_score,slot_utilization,yard_occupancy_rate,bottleneck_density,dispatch_risk_density,operational_stress_score,area_criticality_score,main_bottleneck_driver,recommended_action_initial
2025-01-09,A,EXPEDICION,-21,0.0,105.5,94.82758620689656,0.0,0.0,0.0,0.9482758620689656,21.06186,34.004038666666666,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-09,B,EXPEDICION,3,0.0,87.1029411764706,95.58823529411764,0.0,0.0,0.0,0.9558823529411764,3.069465,10.87247143137255,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-09,C,EXPEDICION,-2,0.0,96.0,95.45454545454544,0.0,0.0,0.0,0.9545454545454546,2.088755,10.417750999999999,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-10,A,EXPEDICION,-19,0.0,88.54347826086956,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,19.08094,30.194811188405797,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-10,B,EXPEDICION,0,0.0,81.30357142857143,83.92857142857143,0.0,0.0,0.0,0.8392857142857143,0.08358,6.792013619047619,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-10,C,EXPEDICION,1,0.0,89.71929824561404,94.73684210526316,0.0,0.0,0.0,0.9473684210526316,1.09198,8.695004187134504,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-11,A,EXPEDICION,8,0.0,94.31343283582088,97.01492537313432,0.0,0.0,0.0,0.9701492537313432,8.06666,17.472784736318406,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-11,C,EXPEDICION,24,0.0,90.6206896551724,87.93103448275862,0.0,0.0,0.0,0.8793103448275862,24.08208,36.368140137931036,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-12,A,EXPEDICION,4,0.0,104.83050847457628,98.30508474576273,0.0,0.0,0.0,0.9830508474576272,4.07695,13.551265706214691,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-12,B,EXPEDICION,-4,0.0,98.03921568627452,90.19607843137256,0.0,0.0,0.0,0.9019607843137256,4.068985,12.983731640522876,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-12,C,EXPEDICION,9,0.0,112.8695652173913,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,9.07275,20.220347101449274,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-13,A,EXPEDICION,-12,0.0,77.90196078431373,82.35294117647058,0.0,0.0,0.0,0.8235294117647058,12.06738,20.905306065359476,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-13,B,EXPEDICION,0,0.0,70.37735849056604,88.67924528301887,0.0,0.0,0.0,0.8867924528301887,0.073875,5.879554874213838,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-13,C,EXPEDICION,13,0.0,93.6590909090909,86.36363636363636,0.0,0.0,0.0,0.8636363636363636,13.090855,23.423095242424242,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-14,A,EXPEDICION,-24,0.0,80.6470588235294,86.27450980392157,0.0,0.0,0.0,0.8627450980392157,24.090645,35.538717235294115,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-14,C,EXPEDICION,4,0.0,85.32075471698113,94.33962264150944,0.0,0.0,0.0,0.9433962264150944,4.08865,11.927792893081762,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-15,A,EXPEDICION,-3,0.0,102.79629629629628,92.5925925925926,0.0,0.0,0.0,0.925925925925926,3.06945,12.180248024691357,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-15,B,EXPEDICION,15,0.0,103.921875,95.3125,0.0,0.0,0.0,0.953125,15.094905,26.67913725,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-15,C,EXPEDICION,-1,0.0,101.01886792452832,90.56603773584906,0.0,0.0,0.0,0.9056603773584906,1.09141,9.636520993710693,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-16,A,EXPEDICION,-4,0.0,83.34482758620689,91.3793103448276,0.0,0.0,0.0,0.913793103448276,4.0702300000000005,11.759448298850574,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-16,B,EXPEDICION,-6,0.0,73.76470588235294,90.19607843137256,0.0,0.0,0.0,0.9019607843137256,6.06252,13.359562823529412,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-16,C,EXPEDICION,5,0.0,93.17647058823528,96.07843137254902,0.0,0.0,0.0,0.9607843137254902,5.083265,13.781358882352938,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-17,A,EXPEDICION,-31,0.0,72.13725490196079,86.27450980392157,0.0,0.0,0.0,0.8627450980392157,25.077700000000004,36.02697790849673,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-17,B,EXPEDICION,5,0.0,84.93548387096774,87.09677419354838,0.0,0.0,0.0,0.8709677419354839,5.085575,13.095071989247312,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-17,C,EXPEDICION,7,0.0,66.14285714285714,89.79591836734694,0.0,0.0,0.0,0.8979591836734694,7.09285,13.930474761904764,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-18,A,EXPEDICION,-7,0.0,71.13207547169812,86.79245283018868,0.0,0.0,0.0,0.8679245283018868,7.08709,14.345090955974845,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-18,B,EXPEDICION,17,0.0,77.01666666666667,90.0,0.0,0.0,0.0,0.9,17.07038,26.832131555555556,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-18,C,EXPEDICION,-5,0.0,80.16666666666667,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,5.075030000000001,12.695561555555557,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-19,A,EXPEDICION,1,0.0,85.49056603773585,92.45283018867924,0.0,0.0,0.0,0.9245283018867924,1.07659,8.339531836477988,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-19,B,EXPEDICION,-1,0.0,83.16666666666667,95.23809523809524,0.0,0.0,0.0,0.9523809523809524,1.076515,8.145858555555558,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-19,C,EXPEDICION,25,0.0,81.54545454545455,84.84848484848484,0.0,0.0,0.0,0.8484848484848485,25.093,36.814054545454546,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-20,A,EXPEDICION,-60,0.0,108.20588235294116,97.05882352941175,0.0,0.0,0.0,0.9705882352941176,25.072315,39.031619862745096,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-20,B,EXPEDICION,-8,0.0,134.36,100.0,0.0,0.0,0.0,1.0,8.08418,20.81350266666667,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-20,C,EXPEDICION,30,0.0,103.67241379310344,96.55172413793105,0.0,0.0,0.0,0.9655172413793104,25.084659999999996,38.65629981609195,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-21,A,EXPEDICION,-38,0.0,135.55,97.5,0.0,0.0,0.0,0.975,25.073755,41.31058433333334,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-21,B,EXPEDICION,9,0.0,136.65573770491804,100.0,0.0,0.0,0.0,1.0,9.065685,22.201115142076507,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-21,C,EXPEDICION,5,0.0,141.6595744680851,97.87234042553192,0.0,0.0,0.0,0.9787234042553192,5.08604,17.822172539007095,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-22,A,EXPEDICION,-16,0.0,118.58333333333331,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,16.07881,29.097706444444444,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-22,B,EXPEDICION,15,0.0,101.79411764705884,86.76470588235294,0.0,0.0,0.0,0.8676470588235294,15.07506,26.497855137254902,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-22,C,EXPEDICION,19,0.0,131.55,95.0,0.0,0.0,0.0,0.95,19.090615,33.780623000000006,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-23,A,EXPEDICION,-11,0.0,108.0,96.0,0.0,0.0,0.0,0.96,11.07635,22.21527,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-23,B,EXPEDICION,-3,0.0,106.42592592592592,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,3.07881,12.484589160493828,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-23,C,EXPEDICION,24,0.0,92.16666666666669,90.0,0.0,0.0,0.0,0.9,24.0843,36.497415555555555,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-24,A,EXPEDICION,-14,0.0,117.15254237288136,98.30508474576273,0.0,0.0,0.0,0.9830508474576272,14.086955,26.580102864406783,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-24,B,EXPEDICION,-9,0.0,81.5111111111111,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,9.072735,17.607139592592592,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-24,C,EXPEDICION,-4,0.0,97.5813953488372,90.69767441860463,0.0,0.0,0.0,0.9069767441860463,4.08724,12.949230945736433,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-25,A,EXPEDICION,9,0.0,90.33333333333331,89.39393939393939,0.0,0.0,0.0,0.8939393939393939,9.06738,18.34125377777778,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-25,B,EXPEDICION,-3,0.0,119.04444444444444,100.0,0.0,0.0,0.0,1.0,3.0676349999999997,13.53389737037037,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-25,C,EXPEDICION,-1,0.0,100.6086956521739,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,1.067545,9.597566971014492,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-26,A,EXPEDICION,3,0.0,107.8846153846154,94.23076923076924,0.0,0.0,0.0,0.9423076923076924,3.087945,12.607973615384617,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-26,B,EXPEDICION,11,0.0,122.1372549019608,94.11764705882352,0.0,0.0,0.0,0.9411764705882352,11.0837,23.394844575163404,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-26,C,EXPEDICION,23,0.0,115.07407407407408,96.29629629629628,0.0,0.0,0.0,0.9629629629629628,23.07821,37.20514817283951,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-27,A,EXPEDICION,-17,0.0,95.60416666666669,89.58333333333334,0.0,0.0,0.0,0.8958333333333334,17.07575,28.382163888888893,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-27,B,EXPEDICION,-26,0.0,98.32432432432432,100.0,0.0,0.0,0.0,1.0,25.072885,38.2082706936937,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-27,C,EXPEDICION,12,0.0,115.38297872340424,97.87234042553192,0.0,0.0,0.0,0.9787234042553192,12.08907,24.033062226950353,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-28,A,EXPEDICION,-11,0.0,92.03448275862068,91.3793103448276,0.0,0.0,0.0,0.913793103448276,11.0708,20.883700229885058,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-28,B,EXPEDICION,-2,0.0,98.15217391304348,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,2.08916,10.597179826086958,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-28,C,EXPEDICION,-2,0.0,91.91176470588236,91.17647058823528,0.0,0.0,0.0,0.9117647058823528,2.088425,10.076998725490197,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-29,A,EXPEDICION,-16,0.0,83.23214285714286,91.07142857142856,0.0,0.0,0.0,0.9107142857142856,16.09081,26.154173904761905,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-29,B,EXPEDICION,1,0.0,105.4,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,1.073485,9.998030333333334,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-29,C,EXPEDICION,9,0.0,89.16216216216216,97.2972972972973,0.0,0.0,0.0,0.972972972972973,9.08481,18.24714218018018,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-30,A,EXPEDICION,-2,0.0,82.71666666666667,88.33333333333333,0.0,0.0,0.0,0.8833333333333333,2.0705,9.307155555555555,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-30,B,EXPEDICION,-22,0.0,69.11363636363636,88.63636363636364,0.0,0.0,0.0,0.8863636363636364,22.08151,32.1757716969697,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-30,C,EXPEDICION,11,0.0,81.77777777777777,91.11111111111111,0.0,0.0,0.0,0.9111111111111112,11.0936,20.033534814814818,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-31,A,EXPEDICION,-22,0.0,90.30434782608695,91.30434782608695,0.0,0.0,0.0,0.9130434782608696,22.058095,33.93698131884058,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-31,B,EXPEDICION,-5,0.0,91.03225806451611,91.93548387096774,0.0,0.0,0.0,0.9193548387096774,5.075705,13.601162505376344,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-01-31,C,EXPEDICION,-2,0.0,89.79166666666667,87.5,0.0,0.0,0.0,0.875,2.08232,9.899102888888889,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-01,A,EXPEDICION,-15,0.0,98.3061224489796,89.79591836734694,0.0,0.0,0.0,0.8979591836734694,15.06666,26.205508870748297,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-01,B,EXPEDICION,30,0.0,82.44444444444444,90.2777777777778,0.0,0.0,0.0,0.9027777777777778,25.079035,36.88617737037037,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-01,C,EXPEDICION,-2,0.0,99.71428571428572,95.91836734693877,0.0,0.0,0.0,0.9591836734693876,2.086925,10.72690880952381,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-02,A,EXPEDICION,-1,0.0,99.11475409836063,100.0,0.0,0.0,0.0,1.0,1.074775,9.474517841530053,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-02,B,EXPEDICION,-2,0.0,90.51666666666668,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,2.07209,9.957473555555557,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-02,C,EXPEDICION,24,0.0,95.984126984127,93.65079365079364,0.0,0.0,0.0,0.9365079365079364,24.09603,36.81788324867725,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-03,A,EXPEDICION,-22,0.0,87.19565217391305,89.13043478260869,0.0,0.0,0.0,0.8913043478260869,22.08316,33.682936347826086,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-03,B,EXPEDICION,-7,0.0,79.7872340425532,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,7.08352,15.065640170212767,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-03,C,EXPEDICION,8,0.0,80.40425531914893,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,8.093314999999999,16.319017609929077,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-04,A,EXPEDICION,-30,0.0,78.37735849056604,90.56603773584906,0.0,0.0,0.0,0.9056603773584906,25.08829,36.549104540880506,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-04,B,EXPEDICION,-16,0.0,100.3125,97.91666666666666,0.0,0.0,0.0,0.9791666666666666,16.095670000000002,27.578509,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-04,C,EXPEDICION,0,0.0,85.26530612244898,93.87755102040816,0.0,0.0,0.0,0.9387755102040816,0.095025,7.124447176870747,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-05,A,EXPEDICION,-16,0.0,118.70689655172414,98.27586206896552,0.0,0.0,0.0,0.9827586206896552,16.08007,29.108255379310346,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-05,B,EXPEDICION,-20,0.0,126.57692307692308,100.0,0.0,0.0,0.0,1.0,20.083895,34.56485592307692,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-05,C,EXPEDICION,18,0.0,99.24590163934428,91.8032786885246,0.0,0.0,0.0,0.918032786885246,18.092685,29.88902880327869,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-06,A,EXPEDICION,4,0.0,140.72413793103448,96.55172413793105,0.0,0.0,0.0,0.9655172413793104,4.067395,16.54049049425287,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-06,B,EXPEDICION,-16,0.0,133.84444444444443,97.77777777777776,0.0,0.0,0.0,0.9777777777777776,16.078075,30.369318703703705,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-06,C,EXPEDICION,27,0.0,143.672131147541,98.36065573770492,0.0,0.0,0.0,0.9836065573770492,25.087825,41.990242595628416,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-07,A,EXPEDICION,1,0.0,139.21666666666667,95.0,0.0,0.0,0.0,0.95,1.075885,12.81656588888889,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-07,B,EXPEDICION,8,0.0,118.67796610169492,100.0,0.0,0.0,0.0,1.0,8.070725000000001,19.503975508474575,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-07,C,EXPEDICION,10,0.0,152.5,100.0,0.0,0.0,0.0,1.0,10.07824,24.723981333333334,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-08,A,EXPEDICION,-28,0.0,110.25,93.18181818181816,0.0,0.0,0.0,0.9318181818181818,25.078495,39.203199,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-08,B,EXPEDICION,0,0.0,78.59615384615384,90.3846153846154,0.0,0.0,0.0,0.903846153846154,0.06888,6.563455487179486,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-08,C,EXPEDICION,1,0.0,101.17857142857144,96.42857142857144,0.0,0.0,0.0,0.9642857142857144,1.084105,9.64836861904762,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-09,A,EXPEDICION,11,0.0,90.90322580645162,95.16129032258064,0.0,0.0,0.0,0.9516129032258064,11.076845,20.7906378172043,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-09,B,EXPEDICION,-4,0.0,104.6875,95.83333333333334,0.0,0.0,0.0,0.9583333333333334,4.07815,13.539588333333334,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-09,C,EXPEDICION,19,0.0,81.32727272727273,90.9090909090909,0.0,0.0,0.0,0.9090909090909092,19.099405,29.597153727272726,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-10,A,EXPEDICION,-18,0.0,104.32,92.0,0.0,0.0,0.0,0.92,18.073095,30.307952333333336,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-10,B,EXPEDICION,-7,0.0,108.72,94.0,0.0,0.0,0.0,0.94,7.080565000000001,17.476113,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-10,C,EXPEDICION,20,0.0,100.60377358490568,96.22641509433964,0.0,0.0,0.0,0.9622641509433962,20.09444,32.402535798742136,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-11,A,EXPEDICION,-14,0.0,102.3877551020408,91.83673469387756,0.0,0.0,0.0,0.9183673469387756,14.06825,25.345962925170067,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-11,B,EXPEDICION,-23,0.0,106.3913043478261,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,23.07374,36.48069002898551,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-11,C,EXPEDICION,5,0.0,112.9375,93.75,0.0,0.0,0.0,0.9375,5.08868,15.429194333333333,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-12,A,EXPEDICION,-21,0.0,79.02222222222223,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,21.077835,31.800752185185186,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-12,B,EXPEDICION,-6,0.0,92.44067796610167,91.52542372881356,0.0,0.0,0.0,0.9152542372881356,6.075225,14.918434830508472,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-12,C,EXPEDICION,17,0.0,106.18333333333334,98.33333333333331,0.0,0.0,0.0,0.9833333333333332,17.0897,29.266551111111113,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-13,A,EXPEDICION,-23,0.0,94.29310344827586,89.65517241379311,0.0,0.0,0.0,0.896551724137931,23.07599,35.47295662068966,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-13,B,EXPEDICION,-9,0.0,97.22641509433964,84.90566037735849,0.0,0.0,0.0,0.8490566037735849,9.08058,18.918317257861638,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-13,C,EXPEDICION,26,0.0,92.85483870967742,93.5483870967742,0.0,0.0,0.0,0.935483870967742,25.096195,37.75714222580645,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-14,A,EXPEDICION,-20,0.0,59.51020408163265,87.75510204081633,0.0,0.0,0.0,0.8775510204081632,20.07605,28.97439367346939,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-14,B,EXPEDICION,-16,0.0,83.98076923076923,94.23076923076924,0.0,0.0,0.0,0.9423076923076924,16.0894,26.216277435897435,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
2025-02-14,C,EXPEDICION,17,0.0,87.05,93.33333333333331,0.0,0.0,0.0,0.9333333333333332,17.098580000000002,27.673882666666668,RIESGO_EXPEDICION,Priorizar expedición selectiva y ventana de readiness
