fecha,turno,area,throughput_plan,throughput_real,throughput_gap,congestion_index,avg_wait_time,queue_pressure_score,slot_utilization,yard_occupancy_rate,bottleneck_density,dispatch_risk_density,operational_stress_score,headcount_proxy,absentismo_proxy,productividad_turno_indice,presion_operativa_indice,overtime_flag
2025-01-17,B,EXPEDICION,57,62,5,0.0,84.93548387096774,87.09677419354838,0.0,0.0,0.0,0.8709677419354839,5.085575,99.0,0.0757,0.9361,0.5705,false
2025-01-17,C,EXPEDICION,42,49,7,0.0,66.14285714285714,89.79591836734694,0.0,0.0,0.0,0.8979591836734694,7.09285,97.0,0.0731,0.8293,0.619,false
2025-01-18,A,EXPEDICION,60,53,-7,0.0,71.13207547169812,86.79245283018868,0.0,0.0,0.0,0.8679245283018868,7.08709,97.0,0.089,0.9727,0.5806,false
2025-01-18,B,EXPEDICION,43,60,17,0.0,77.01666666666667,90.0,0.0,0.0,0.0,0.9,17.07038,86.0,0.0636,0.9116,0.4692,false
2025-01-18,C,EXPEDICION,53,48,-5,0.0,80.16666666666667,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,5.075030000000001,72.0,0.084,0.929,0.5002,false
2025-01-19,A,EXPEDICION,52,53,1,0.0,85.49056603773585,92.45283018867924,0.0,0.0,0.0,0.9245283018867925,1.07659,106.0,0.0913,0.9277,0.5106,false
2025-01-19,B,EXPEDICION,43,42,-1,0.0,83.16666666666667,95.23809523809523,0.0,0.0,0.0,0.9523809523809523,1.0765149999999999,89.0,0.1245,0.846,0.5101,true
2025-01-19,C,EXPEDICION,41,66,25,0.0,81.54545454545455,84.84848484848484,0.0,0.0,0.0,0.8484848484848485,25.093,75.0,0.0954,0.854,0.62,false
2025-01-20,A,EXPEDICION,94,34,-60,0.0,108.20588235294117,97.05882352941177,0.0,0.0,0.0,0.9705882352941176,25.072315,122.0,0.0558,1.0843,0.4821,false
2025-01-20,B,EXPEDICION,58,50,-8,0.0,134.36,100.0,0.0,0.0,0.0,1.0,8.08418,104.0,0.09,0.8798,0.5612,false
2025-01-20,C,EXPEDICION,28,58,30,0.0,103.67241379310344,96.55172413793103,0.0,0.0,0.0,0.9655172413793104,25.084659999999996,79.0,0.0578,0.9159,0.5644,false
2025-01-21,A,EXPEDICION,78,40,-38,0.0,135.55,97.5,0.0,0.0,0.0,0.975,25.073755,121.0,0.0852,0.9413,0.4917,false
2025-01-21,B,EXPEDICION,52,61,9,0.0,136.65573770491804,100.0,0.0,0.0,0.0,1.0,9.065685,107.0,0.1082,0.9027,0.4379,false
2025-01-21,C,EXPEDICION,42,47,5,0.0,141.6595744680851,97.87234042553192,0.0,0.0,0.0,0.9787234042553191,5.08604,96.0,0.0789,0.8349,0.5736,false
2025-01-22,A,EXPEDICION,64,48,-16,0.0,118.58333333333333,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,16.07881,111.0,0.0788,0.9548,0.5254,false
2025-01-22,B,EXPEDICION,53,68,15,0.0,101.79411764705883,86.76470588235294,0.0,0.0,0.0,0.8676470588235294,15.075059999999999,99.0,0.0821,0.9505,0.5004,false
2025-01-22,C,EXPEDICION,41,60,19,0.0,131.55,95.0,0.0,0.0,0.0,0.95,19.090615,88.0,0.1102,0.8159,0.6041,true
2025-01-23,A,EXPEDICION,61,50,-11,0.0,108.0,96.0,0.0,0.0,0.0,0.96,11.07635,120.0,0.0844,0.9679,0.509,false
2025-01-23,B,EXPEDICION,57,54,-3,0.0,106.42592592592592,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,3.07881,121.0,0.0552,0.917,0.5254,false
2025-01-23,C,EXPEDICION,36,60,24,0.0,92.16666666666667,90.0,0.0,0.0,0.0,0.9,24.0843,84.0,0.065,0.8404,0.562,false
2025-01-24,A,EXPEDICION,73,59,-14,0.0,117.15254237288136,98.30508474576271,0.0,0.0,0.0,0.9830508474576272,14.086955000000001,121.0,0.0954,0.9823,0.5797,false
2025-01-24,B,EXPEDICION,54,45,-9,0.0,81.5111111111111,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,9.072735,106.0,0.0909,0.9054,0.4849,false
2025-01-24,C,EXPEDICION,47,43,-4,0.0,97.5813953488372,90.69767441860465,0.0,0.0,0.0,0.9069767441860465,4.08724,95.0,0.0501,0.8274,0.5816,false
2025-01-25,A,EXPEDICION,57,66,9,0.0,90.33333333333333,89.39393939393939,0.0,0.0,0.0,0.8939393939393939,9.06738,107.0,0.0815,1.0076,0.4492,false
2025-01-25,B,EXPEDICION,48,45,-3,0.0,119.04444444444445,100.0,0.0,0.0,0.0,1.0,3.0676349999999997,104.0,0.0834,0.9334,0.4509,false
2025-01-25,C,EXPEDICION,47,46,-1,0.0,100.6086956521739,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,1.067545,80.0,0.0737,0.8298,0.4503,false
2025-01-26,A,EXPEDICION,49,52,3,0.0,107.88461538461539,94.23076923076923,0.0,0.0,0.0,0.9423076923076923,3.087945,100.0,0.09,0.9525,0.5863,false
2025-01-26,B,EXPEDICION,40,51,11,0.0,122.13725490196079,94.11764705882352,0.0,0.0,0.0,0.9411764705882353,11.0837,85.0,0.0972,0.9095,0.558,false
2025-01-26,C,EXPEDICION,31,54,23,0.0,115.07407407407408,96.29629629629629,0.0,0.0,0.0,0.9629629629629629,23.078210000000002,80.0,0.0985,0.7745,0.5214,false
2025-01-27,A,EXPEDICION,65,48,-17,0.0,95.60416666666667,89.58333333333334,0.0,0.0,0.0,0.8958333333333334,17.07575,108.0,0.0553,1.0855,0.505,false
2025-01-27,B,EXPEDICION,63,37,-26,0.0,98.32432432432432,100.0,0.0,0.0,0.0,1.0,25.072885,110.0,0.0761,0.9788,0.4859,false
2025-01-27,C,EXPEDICION,35,47,12,0.0,115.38297872340425,97.87234042553192,0.0,0.0,0.0,0.9787234042553191,12.08907,85.0,0.072,0.8473,0.5938,false
2025-01-28,A,EXPEDICION,69,58,-11,0.0,92.03448275862068,91.37931034482759,0.0,0.0,0.0,0.9137931034482759,11.0708,119.0,0.0654,0.9581,0.472,false
2025-01-28,B,EXPEDICION,48,46,-2,0.0,98.15217391304348,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,2.08916,109.0,0.0878,0.8986,0.5944,false
2025-01-28,C,EXPEDICION,36,34,-2,0.0,91.91176470588235,91.17647058823529,0.0,0.0,0.0,0.9117647058823529,2.088425,80.0,0.1054,0.8011,0.5895,false
2025-01-29,A,EXPEDICION,72,56,-16,0.0,83.23214285714286,91.07142857142857,0.0,0.0,0.0,0.9107142857142857,16.09081,111.0,0.0688,0.9219,0.6054,false
2025-01-29,B,EXPEDICION,59,60,1,0.0,105.4,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,1.073485,107.0,0.0787,0.9003,0.4899,false
2025-01-29,C,EXPEDICION,28,37,9,0.0,89.16216216216216,97.2972972972973,0.0,0.0,0.0,0.972972972972973,9.084810000000001,87.0,0.0788,0.7893,0.5654,false
2025-01-30,A,EXPEDICION,62,60,-2,0.0,82.71666666666667,88.33333333333333,0.0,0.0,0.0,0.8833333333333333,2.0705,128.0,0.1139,0.9016,0.47,true
2025-01-30,B,EXPEDICION,66,44,-22,0.0,69.11363636363636,88.63636363636364,0.0,0.0,0.0,0.8863636363636364,22.08151,126.0,0.0607,0.9719,0.5434,false
2025-01-30,C,EXPEDICION,34,45,11,0.0,81.77777777777777,91.11111111111111,0.0,0.0,0.0,0.9111111111111111,11.0936,93.0,0.0765,0.8706,0.624,false
2025-01-31,A,EXPEDICION,68,46,-22,0.0,90.30434782608695,91.30434782608695,0.0,0.0,0.0,0.9130434782608695,22.058095,116.0,0.0671,1.0493,0.3873,false
2025-01-31,B,EXPEDICION,67,62,-5,0.0,91.03225806451613,91.93548387096774,0.0,0.0,0.0,0.9193548387096774,5.075705,119.0,0.0661,0.9679,0.5047,false
2025-01-31,C,EXPEDICION,50,48,-2,0.0,89.79166666666667,87.5,0.0,0.0,0.0,0.875,2.08232,86.0,0.0672,0.8623,0.5488,false
2025-02-01,A,EXPEDICION,64,49,-15,0.0,98.3061224489796,89.79591836734694,0.0,0.0,0.0,0.8979591836734694,15.066659999999999,97.0,0.0736,0.965,0.4444,false
2025-02-01,B,EXPEDICION,42,72,30,0.0,82.44444444444444,90.27777777777779,0.0,0.0,0.0,0.9027777777777778,25.079035,93.0,0.1049,0.9433,0.5269,false
2025-02-01,C,EXPEDICION,51,49,-2,0.0,99.71428571428571,95.91836734693877,0.0,0.0,0.0,0.9591836734693877,2.086925,72.0,0.0748,0.8316,0.5795,false
2025-02-02,A,EXPEDICION,62,61,-1,0.0,99.11475409836065,100.0,0.0,0.0,0.0,1.0,1.074775,101.0,0.0656,0.998,0.4985,false
2025-02-02,B,EXPEDICION,62,60,-2,0.0,90.51666666666667,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,2.07209,102.0,0.0666,0.9531,0.4806,false
2025-02-02,C,EXPEDICION,39,63,24,0.0,95.98412698412699,93.65079365079364,0.0,0.0,0.0,0.9365079365079365,24.09603,64.0,0.1025,0.7798,0.6402,false
2025-02-03,A,EXPEDICION,68,46,-22,0.0,87.19565217391305,89.13043478260869,0.0,0.0,0.0,0.8913043478260869,22.08316,117.0,0.06,0.9966,0.5544,false
2025-02-03,B,EXPEDICION,54,47,-7,0.0,79.7872340425532,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,7.08352,100.0,0.0868,0.8923,0.5568,false
2025-02-03,C,EXPEDICION,39,47,8,0.0,80.40425531914893,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,8.093314999999999,93.0,0.0756,0.8927,0.6221,false
2025-02-04,A,EXPEDICION,83,53,-30,0.0,78.37735849056604,90.56603773584906,0.0,0.0,0.0,0.9056603773584906,25.08829,111.0,0.0986,0.9578,0.5886,false
2025-02-04,B,EXPEDICION,64,48,-16,0.0,100.3125,97.91666666666666,0.0,0.0,0.0,0.9791666666666666,16.095670000000002,103.0,0.081,0.9354,0.6378,false
2025-02-04,C,EXPEDICION,49,49,0,0.0,85.26530612244898,93.87755102040816,0.0,0.0,0.0,0.9387755102040817,0.095025,89.0,0.063,0.8298,0.6335,false
2025-02-05,A,EXPEDICION,74,58,-16,0.0,118.70689655172414,98.27586206896551,0.0,0.0,0.0,0.9827586206896551,16.08007,111.0,0.0612,0.9554,0.5338,false
2025-02-05,B,EXPEDICION,72,52,-20,0.0,126.57692307692308,100.0,0.0,0.0,0.0,1.0,20.083895000000002,116.0,0.0572,1.0239,0.5593,false
2025-02-05,C,EXPEDICION,43,61,18,0.0,99.24590163934427,91.80327868852459,0.0,0.0,0.0,0.9180327868852459,18.092685,93.0,0.1005,0.7812,0.6179,false
2025-02-06,A,EXPEDICION,54,58,4,0.0,140.72413793103448,96.55172413793103,0.0,0.0,0.0,0.9655172413793104,4.067395,116.0,0.0824,0.963,0.4493,false
2025-02-06,B,EXPEDICION,61,45,-16,0.0,133.84444444444443,97.77777777777777,0.0,0.0,0.0,0.9777777777777777,16.078075,105.0,0.0615,0.8757,0.5205,false
2025-02-06,C,EXPEDICION,34,61,27,0.0,143.672131147541,98.36065573770492,0.0,0.0,0.0,0.9836065573770492,25.087825000000002,95.0,0.0656,0.8455,0.5855,false
2025-02-07,A,EXPEDICION,59,60,1,0.0,139.21666666666667,95.0,0.0,0.0,0.0,0.95,1.075885,104.0,0.0883,0.9561,0.5059,false
2025-02-07,B,EXPEDICION,51,59,8,0.0,118.67796610169492,100.0,0.0,0.0,0.0,1.0,8.070725000000001,104.0,0.0836,0.9424,0.4715,false
2025-02-07,C,EXPEDICION,46,56,10,0.0,152.5,100.0,0.0,0.0,0.0,1.0,10.078240000000001,96.0,0.084,0.838,0.5216,false
2025-02-08,A,EXPEDICION,72,44,-28,0.0,110.25,93.18181818181817,0.0,0.0,0.0,0.9318181818181818,25.078495,92.0,0.0982,1.0353,0.5233,false
2025-02-08,B,EXPEDICION,52,52,0,0.0,78.59615384615384,90.38461538461539,0.0,0.0,0.0,0.9038461538461539,0.06888,92.0,0.0917,0.8867,0.4592,false
2025-02-08,C,EXPEDICION,55,56,1,0.0,101.17857142857143,96.42857142857143,0.0,0.0,0.0,0.9642857142857143,1.0841049999999999,79.0,0.1178,0.8147,0.5607,true
2025-02-09,A,EXPEDICION,51,62,11,0.0,90.90322580645162,95.16129032258065,0.0,0.0,0.0,0.9516129032258065,11.076845,94.0,0.1194,0.868,0.5123,true
2025-02-09,B,EXPEDICION,52,48,-4,0.0,104.6875,95.83333333333334,0.0,0.0,0.0,0.9583333333333334,4.07815,100.0,0.0888,0.9234,0.521,false
2025-02-09,C,EXPEDICION,36,55,19,0.0,81.32727272727273,90.9090909090909,0.0,0.0,0.0,0.9090909090909091,19.099405,72.0,0.1215,0.7453,0.6627,true
2025-02-10,A,EXPEDICION,68,50,-18,0.0,104.32,92.0,0.0,0.0,0.0,0.92,18.073095,114.0,0.1037,0.9353,0.4873,false
2025-02-10,B,EXPEDICION,57,50,-7,0.0,108.72,94.0,0.0,0.0,0.0,0.94,7.080565000000001,119.0,0.0888,0.9099,0.5371,false
2025-02-10,C,EXPEDICION,33,53,20,0.0,100.60377358490567,96.22641509433963,0.0,0.0,0.0,0.9622641509433962,20.094440000000002,80.0,0.106,0.7974,0.6296,false
2025-02-11,A,EXPEDICION,63,49,-14,0.0,102.38775510204081,91.83673469387756,0.0,0.0,0.0,0.9183673469387755,14.06825,109.0,0.0744,1.0117,0.455,false
2025-02-11,B,EXPEDICION,69,46,-23,0.0,106.3913043478261,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,23.07374,114.0,0.0886,0.9283,0.4916,false
2025-02-11,C,EXPEDICION,43,48,5,0.0,112.9375,93.75,0.0,0.0,0.0,0.9375,5.08868,78.0,0.0744,0.8329,0.5912,false
2025-02-12,A,EXPEDICION,66,45,-21,0.0,79.02222222222223,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,21.077835,114.0,0.0536,0.9544,0.5189,false
2025-02-12,B,EXPEDICION,65,59,-6,0.0,92.44067796610169,91.52542372881356,0.0,0.0,0.0,0.9152542372881356,6.075225,99.0,0.1013,0.9153,0.5015,false
2025-02-12,C,EXPEDICION,43,60,17,0.0,106.18333333333334,98.33333333333333,0.0,0.0,0.0,0.9833333333333333,17.0897,85.0,0.0864,0.7411,0.598,false
2025-02-13,A,EXPEDICION,81,58,-23,0.0,94.29310344827586,89.65517241379311,0.0,0.0,0.0,0.896551724137931,23.07599,112.0,0.0676,0.9621,0.5066,false
2025-02-13,B,EXPEDICION,62,53,-9,0.0,97.22641509433963,84.90566037735849,0.0,0.0,0.0,0.8490566037735849,9.08058,122.0,0.0671,0.9691,0.5372,false
2025-02-13,C,EXPEDICION,36,62,26,0.0,92.85483870967742,93.54838709677419,0.0,0.0,0.0,0.9354838709677419,25.096194999999998,87.0,0.0825,0.8141,0.6413,false
2025-02-14,A,EXPEDICION,69,49,-20,0.0,59.51020408163265,87.75510204081633,0.0,0.0,0.0,0.8775510204081632,20.076050000000002,119.0,0.0979,0.9662,0.507,false
2025-02-14,B,EXPEDICION,68,52,-16,0.0,83.98076923076923,94.23076923076923,0.0,0.0,0.0,0.9423076923076923,16.0894,110.0,0.0598,1.0325,0.596,false
2025-02-14,C,EXPEDICION,43,60,17,0.0,87.05,93.33333333333333,0.0,0.0,0.0,0.9333333333333333,17.098580000000002,88.0,0.0826,0.7775,0.6572,false
2025-02-15,A,EXPEDICION,39,57,18,0.0,86.21052631578948,87.71929824561403,0.0,0.0,0.0,0.8771929824561403,18.069854999999997,89.0,0.1061,0.9322,0.4657,false
2025-02-15,B,EXPEDICION,46,57,11,0.0,86.10526315789474,91.22807017543859,0.0,0.0,0.0,0.9122807017543859,11.072885000000001,85.0,0.1156,0.8054,0.4859,true
2025-02-15,C,EXPEDICION,35,64,29,0.0,76.015625,92.1875,0.0,0.0,0.0,0.921875,25.08835,77.0,0.0905,0.7753,0.589,false
2025-02-16,A,EXPEDICION,58,49,-9,0.0,84.6734693877551,91.83673469387756,0.0,0.0,0.0,0.9183673469387755,9.081975,104.0,0.1206,0.9238,0.5465,true
2025-02-16,B,EXPEDICION,47,46,-1,0.0,101.6086956521739,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,1.08463,95.0,0.1367,0.9233,0.5642,true
2025-02-16,C,EXPEDICION,40,47,7,0.0,81.46808510638297,91.48936170212765,0.0,0.0,0.0,0.9148936170212766,7.085095000000001,84.0,0.0899,0.833,0.5673,false
2025-02-17,A,EXPEDICION,82,54,-28,0.0,115.5925925925926,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,25.088680000000004,105.0,0.0879,1.0073,0.5912,false
2025-02-17,B,EXPEDICION,61,37,-24,0.0,131.24324324324326,97.2972972972973,0.0,0.0,0.0,0.972972972972973,24.07089,93.0,0.0874,0.9065,0.4726,false
2025-02-17,C,EXPEDICION,32,36,4,0.0,126.72222222222223,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,4.096975,84.0,0.1137,0.8325,0.6465,true
2025-02-18,A,EXPEDICION,61,51,-10,0.0,117.37254901960785,100.0,0.0,0.0,0.0,1.0,10.07722,115.0,0.1017,0.9102,0.5148,false
2025-02-18,B,EXPEDICION,67,61,-6,0.0,134.27868852459017,96.72131147540983,0.0,0.0,0.0,0.9672131147540983,6.077925,103.0,0.0757,0.9077,0.5195,false
2025-02-18,C,EXPEDICION,40,43,3,0.0,135.46511627906978,97.67441860465115,0.0,0.0,0.0,0.9767441860465116,3.09162,88.0,0.071,0.8518,0.6108,false
2025-02-19,A,EXPEDICION,55,68,13,0.0,111.91176470588235,92.64705882352942,0.0,0.0,0.0,0.9264705882352942,13.085155,117.0,0.0995,1.0001,0.5677,false
2025-02-19,B,EXPEDICION,58,57,-1,0.0,116.87719298245614,98.24561403508771,0.0,0.0,0.0,0.9824561403508771,1.0860400000000001,115.0,0.1084,0.9811,0.5736,false
2025-02-19,C,EXPEDICION,39,45,6,0.0,103.93333333333334,100.0,0.0,0.0,0.0,1.0,6.08733,84.0,0.0968,0.8662,0.5822,false
2025-02-20,A,EXPEDICION,50,56,6,0.0,89.28571428571429,89.28571428571429,0.0,0.0,0.0,0.8928571428571429,6.085185,121.0,0.1173,0.8565,0.5679,true
2025-02-20,B,EXPEDICION,62,45,-17,0.0,88.91111111111111,93.33333333333333,0.0,0.0,0.0,0.9333333333333333,17.092850000000002,115.0,0.0669,0.9795,0.619,false
2025-02-20,C,EXPEDICION,30,47,17,0.0,114.59574468085107,91.48936170212765,0.0,0.0,0.0,0.9148936170212766,17.092190000000002,105.0,0.0888,0.8095,0.6146,false
2025-02-21,A,EXPEDICION,69,43,-26,0.0,79.95348837209302,90.69767441860465,0.0,0.0,0.0,0.9069767441860465,25.080055,110.0,0.0843,0.9125,0.5337,false
2025-02-21,B,EXPEDICION,50,53,3,0.0,79.73584905660377,88.67924528301887,0.0,0.0,0.0,0.8867924528301887,3.07971,105.0,0.102,0.9032,0.5314,false
2025-02-21,C,EXPEDICION,51,50,-1,0.0,90.36,94.0,0.0,0.0,0.0,0.94,1.0873300000000001,91.0,0.0908,0.8602,0.5822,false
2025-02-22,A,EXPEDICION,53,54,1,0.0,90.37037037037037,92.5925925925926,0.0,0.0,0.0,0.9259259259259259,1.07095,96.0,0.1255,0.8419,0.473,true
2025-02-22,B,EXPEDICION,55,55,0,0.0,86.23636363636363,92.72727272727272,0.0,0.0,0.0,0.9272727272727272,0.08094,99.0,0.0996,0.9518,0.5396,false
2025-02-22,C,EXPEDICION,32,48,16,0.0,94.91666666666667,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,16.088530000000002,71.0,0.1118,0.7845,0.5902,true
2025-02-23,A,EXPEDICION,59,40,-19,0.0,86.25,87.5,0.0,0.0,0.0,0.875,19.087195,104.0,0.0954,0.9083,0.5813,false
