fecha,turno,area,eventos_cuello,severidad_media,duracion_total_min,impacto_throughput_medio,impacto_salida_medio,impacto_throughput_total,impacto_salida_total,productividad_turno_indice,presion_operativa_indice,absentismo_proxy,overtime_flag,ratio_capacidad_disponible,ratio_restriccion_activa,causa_dominante,area_stress_score
2025-01-16,B,PATIO,1,5.0,296.0,0.6814,0.99,0.6814,0.99,0.8884,0.4168,0.0964,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.92511
2025-01-17,A,LOGISTICA,1,5.0,220.0,0.9,0.4794,0.9,0.4794,0.965,0.518,0.0916,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.708
2025-01-18,A,PATIO,1,5.0,265.0,0.6611,0.99,0.6611,0.99,0.9727,0.5806,0.089,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.932494999999996
2025-01-18,B,LOGISTICA,1,5.0,235.0,0.9,0.4798,0.9,0.4798,0.9116,0.4692,0.0636,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.69864
2025-01-19,B,PATIO,1,5.0,297.0,0.6965,0.99,0.6965,0.99,0.846,0.5101,0.1245,true,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.962645
2025-01-19,C,LOGISTICA,1,4.0,246.0,0.4252,0.4783,0.4252,0.4783,0.854,0.62,0.0954,false,0.9724999999999999,0.0,LIMITACION_TRANSPORTISTA,29.133799999999997
2025-01-20,A,PATIO,1,5.0,267.0,0.6636,0.99,0.6636,0.99,1.0843,0.4821,0.0558,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.91592
2025-01-20,B,LOGISTICA,1,5.0,202.0,0.9,0.4903,0.9,0.4903,0.8798,0.5612,0.09,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.72754
2025-01-20,C,PATIO,1,5.0,251.0,0.4894,0.5506,0.4894,0.5506,0.9159,0.5644,0.0578,false,0.9422161068098568,0.0,BLOQUEO_POSICIONES,36.27523
2025-01-21,A,PATIO,1,5.0,305.0,0.6461,0.99,0.6461,0.99,0.9413,0.4917,0.0852,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.895965000000004
2025-01-21,B,LOGISTICA,1,5.0,287.0,0.9,0.4685,0.9,0.4685,0.9027,0.4379,0.1082,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.681079999999994
2025-01-22,A,PATIO,1,5.0,302.0,0.674,0.99,0.674,0.99,0.9548,0.5254,0.0788,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.937580000000004
2025-01-23,B,LOGISTICA,1,5.0,262.0,0.9,0.4737,0.9,0.4737,0.917,0.5254,0.0552,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.703779999999995
2025-01-23,C,PATIO,1,5.0,300.0,0.6864,0.99,0.6864,0.99,0.8404,0.562,0.065,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.9604
2025-01-24,A,LOGISTICA,1,5.0,276.0,0.5022,0.565,0.5022,0.565,0.9823,0.5797,0.0954,false,0.9724999999999999,0.0,FALTA_SLOT_TRANSPORTE,36.30868999999999
2025-01-24,B,LOGISTICA,1,5.0,203.0,0.9,0.5013,0.9,0.5013,0.9054,0.4849,0.0909,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.723279999999995
2025-01-24,C,PATIO,1,5.0,309.0,0.66,0.99,0.66,0.99,0.8274,0.5816,0.0501,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.93131999999999
2025-01-25,B,LOGISTICA,1,5.0,243.0,0.9,0.4976,0.9,0.4976,0.9334,0.4509,0.0834,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.712779999999995
2025-01-26,B,LOGISTICA,1,5.0,249.0,0.9,0.4952,0.9,0.4952,0.9095,0.558,0.0972,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7318
2025-01-27,A,LOGISTICA,1,5.0,269.0,0.9,0.4796,0.9,0.4796,1.0855,0.505,0.0553,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7056
2025-01-27,B,PATIO,1,5.0,233.0,0.6645,0.99,0.6645,0.99,0.9788,0.4859,0.0761,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.917805
2025-01-28,B,LOGISTICA,1,5.0,229.0,0.9,0.4572,0.9,0.4572,0.8986,0.5944,0.0878,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.70108
2025-01-29,B,LOGISTICA,1,5.0,257.0,0.9,0.4875,0.9,0.4875,0.9003,0.4899,0.0787,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.71048
2025-01-30,B,LOGISTICA,1,5.0,234.0,0.9,0.5073,0.9,0.5073,0.9719,0.5434,0.0607,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.74097999999999
2025-01-31,A,PATIO,1,5.0,279.0,0.6341,0.99,0.6341,0.99,1.0493,0.3873,0.0671,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.860085000000005
2025-01-31,B,LOGISTICA,1,5.0,163.0,0.9,0.4814,0.9,0.4814,0.9679,0.5047,0.0661,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.707339999999995
2025-02-01,A,PATIO,1,5.0,314.0,0.6749,0.99,0.6749,0.99,0.965,0.4444,0.0736,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.922505
2025-02-02,A,PATIO,1,5.0,260.0,0.6956,0.99,0.6956,0.99,0.998,0.4985,0.0656,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.9592
2025-02-03,A,PATIO,1,5.0,307.0,0.6394,0.99,0.6394,0.99,0.9966,0.5544,0.06,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.900130000000004
2025-02-03,B,LOGISTICA,1,5.0,237.0,0.9,0.4786,0.9,0.4786,0.8923,0.5568,0.0868,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.71496
2025-02-04,A,PATIO,1,5.0,262.0,0.6509,0.99,0.6509,0.99,0.9578,0.5886,0.0986,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.921345
2025-02-04,B,LOGISTICA,2,4.5,431.0,0.6583,0.4923,1.3166,0.9846,0.9354,0.6378,0.081,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,32.942735
2025-02-05,A,LOGISTICA,1,4.0,271.0,0.4162,0.4683,0.4162,0.4683,0.9554,0.5338,0.0612,false,0.9724999999999999,0.0,INCIDENCIA_DOCUMENTAL,29.095309999999998
2025-02-05,B,LOGISTICA,1,5.0,248.0,0.9,0.493,0.9,0.493,1.0239,0.5593,0.0572,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.729859999999995
2025-02-06,B,LOGISTICA,1,5.0,254.0,0.9,0.5071,0.9,0.5071,0.8757,0.5205,0.0615,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7362
2025-02-07,A,PATIO,1,5.0,275.0,0.6836,0.99,0.6836,0.99,0.9561,0.5059,0.0883,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.94568
2025-02-07,C,LOGISTICA,1,5.0,169.0,0.9,0.4787,0.9,0.4787,0.838,0.5216,0.084,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.70802
2025-02-08,A,LOGISTICA,1,5.0,256.0,0.9,0.5023,0.9,0.5023,1.0353,0.5233,0.0982,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.731959999999994
2025-02-08,B,PATIO,1,5.0,285.0,0.6546,0.99,0.6546,0.99,0.8867,0.4592,0.0917,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.90009
2025-02-08,C,PATIO,1,4.0,213.0,0.4259,0.4791,0.4259,0.4791,0.8147,0.5607,0.1178,true,0.9422161068098568,0.0,SATURACION_ZONA,29.123614999999997
2025-02-09,A,LOGISTICA,2,4.5,379.0,0.6511,0.4631,1.3022,0.9262,0.868,0.5123,0.1194,true,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,32.879435
2025-02-09,B,PATIO,1,5.0,263.0,0.6707,0.99,0.6707,0.99,0.9234,0.521,0.0888,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.932575
2025-02-09,C,PATIO,1,4.0,188.0,0.3956,0.4451,0.3956,0.4451,0.7453,0.6627,0.1215,true,0.9422161068098568,0.0,BLOQUEO_POSICIONES,29.07213999999999
2025-02-10,B,PATIO,1,5.0,261.0,0.6795,0.99,0.6795,0.99,0.9099,0.5371,0.0888,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.946795
2025-02-11,A,LOGISTICA,1,5.0,150.0,0.9,0.4784,0.9,0.4784,1.0117,0.455,0.0744,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.6944
2025-02-12,B,PATIO,1,5.0,304.0,0.6489,0.99,0.6489,0.99,0.9153,0.5015,0.1013,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.901424999999996
2025-02-13,B,PATIO,1,5.0,306.0,0.6781,0.99,0.6781,0.99,0.9691,0.5372,0.0671,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.945065
2025-02-13,C,LOGISTICA,1,5.0,260.0,0.9,0.4613,0.9,0.4613,0.8141,0.6413,0.0825,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.71456
2025-02-14,A,PATIO,1,5.0,267.0,0.6464,0.99,0.6464,0.99,0.9662,0.507,0.0979,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.8994
2025-02-14,B,LOGISTICA,1,5.0,234.0,0.9,0.5042,0.9,0.5042,1.0325,0.596,0.0598,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7484
2025-02-15,A,PATIO,1,5.0,287.0,0.5183,0.5831,0.5183,0.5831,0.9322,0.4657,0.1061,false,0.9422161068098568,0.0,SATURACION_ZONA,36.324115
2025-02-15,B,LOGISTICA,1,5.0,201.0,0.9,0.494,0.9,0.494,0.8054,0.4859,0.1156,true,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.71618
2025-02-16,A,PATIO,1,5.0,276.0,0.6762,0.99,0.6762,0.99,0.9238,0.5465,0.1206,true,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.94455
2025-02-16,C,LOGISTICA,1,5.0,231.0,0.9,0.4914,0.9,0.4914,0.833,0.5673,0.0899,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.729859999999995
2025-02-17,A,PATIO,1,5.0,260.0,0.6432,0.99,0.6432,0.99,1.0073,0.5912,0.0879,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.91224
2025-02-17,B,LOGISTICA,1,5.0,187.0,0.9,0.5004,0.9,0.5004,0.9065,0.4726,0.0874,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.719919999999995
2025-02-17,C,PATIO,1,4.0,198.0,0.4051,0.4557,0.4051,0.4557,0.8325,0.6465,0.1137,true,0.9422161068098568,0.0,BLOQUEO_POSICIONES,29.091374999999992
2025-02-18,B,PATIO,1,5.0,296.0,0.6462,0.99,0.6462,0.99,0.9077,0.5195,0.0757,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.901650000000004
2025-02-19,B,PATIO,1,5.0,297.0,0.6647,0.99,0.6647,0.99,0.9811,0.5736,0.1084,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.935595
2025-02-20,B,PATIO,1,5.0,282.0,0.6718,0.99,0.6718,0.99,0.9795,0.619,0.0669,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.95355
2025-02-20,C,PRODUCCION,1,4.0,281.0,0.3839,0.4319,0.3839,0.4319,0.8095,0.6146,0.0888,false,0.8371349715099715,0.0,BAJA_DOTACION,29.034695
2025-02-21,A,LOGISTICA,1,5.0,225.0,0.9,0.5305,0.9,0.5305,0.9125,0.5337,0.0843,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.76224
2025-02-21,B,PATIO,1,5.0,244.0,0.6268,0.99,0.6268,0.99,0.9032,0.5314,0.102,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.87978
2025-02-22,A,PATIO,1,5.0,321.0,0.6586,0.99,0.6586,0.99,0.8419,0.473,0.1255,true,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.907849999999996
2025-02-22,B,LOGISTICA,1,5.0,237.0,0.9,0.5265,0.9,0.5265,0.9518,0.5396,0.0996,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.75942
2025-02-22,C,ENERGIA,1,5.0,241.0,0.498,0.5602,0.498,0.5602,0.7845,0.5902,0.1118,true,0.8752809523809524,1.0,RESTRICCION_POTENCIA,36.30074
2025-02-23,A,LOGISTICA,1,5.0,273.0,0.9,0.4908,0.9,0.4908,0.9083,0.5813,0.0954,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.73206
2025-02-23,B,PATIO,1,5.0,287.0,0.6693,0.99,0.6693,0.99,0.9163,0.4916,0.0874,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.924945
2025-02-24,A,CARGA,1,3.0,224.0,0.3014,0.4058,0.3014,0.4058,0.9257,0.5419,0.0705,false,0.8557777777777779,1.0,SATURACION_SLOTS_CARGA,21.89093
2025-02-24,B,CARGA,1,5.0,244.0,0.5069,0.5702,0.5069,0.5702,0.9423,0.5622,0.0736,false,0.8557777777777779,1.0,MANTENIMIENTO_CARGA,36.316264999999994
2025-02-24,C,LOGISTICA,1,5.0,211.0,0.9,0.5076,0.9,0.5076,0.8348,0.621,0.0522,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7568
2025-02-25,B,PATIO,1,5.0,266.0,0.6383,0.99,0.6383,0.99,0.8947,0.5431,0.1,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.896494999999994
2025-02-26,A,LOGISTICA,1,5.0,196.0,0.9,0.4808,0.9,0.4808,0.95,0.4203,0.1092,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.689859999999996
2025-02-26,B,PRODUCCION,1,4.0,253.0,0.3802,0.4277,0.3802,0.4277,0.899,0.5416,0.0821,false,0.8371349715099715,0.0,BAJA_DOTACION,29.011269999999996
2025-02-27,A,LOGISTICA,1,5.0,230.0,0.9,0.5049,0.9,0.5049,0.9559,0.6324,0.0748,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.75638
2025-02-27,C,LOGISTICA,1,4.0,217.0,0.3922,0.4413,0.3922,0.4413,0.8147,0.6015,0.0929,false,0.9724999999999999,0.0,LIMITACION_TRANSPORTISTA,29.051849999999995
2025-02-28,A,PATIO,1,5.0,323.0,0.6369,0.99,0.6369,0.99,0.929,0.5511,0.0767,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.896345
2025-02-28,B,LOGISTICA,1,5.0,203.0,0.9,0.5224,0.9,0.5224,0.9659,0.5067,0.0813,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.74874
2025-03-01,A,PATIO,1,5.0,281.0,0.6285,0.99,0.6285,0.99,0.8993,0.572,0.0843,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.890025
2025-03-01,B,LOGISTICA,1,5.0,174.0,0.9,0.5073,0.9,0.5073,0.9011,0.5375,0.12,true,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.739799999999995
2025-03-02,A,PATIO,1,5.0,269.0,0.693,0.99,0.693,0.99,0.8656,0.4534,0.1038,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.94693
2025-03-02,B,LOGISTICA,1,5.0,201.0,0.9,0.5153,0.9,0.5153,0.9841,0.4723,0.083,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.73476
2025-03-02,C,CARGA,1,4.0,193.0,0.4209,0.4735,0.4209,0.4735,0.8234,0.5691,0.0795,false,0.8557777777777779,1.0,MANTENIMIENTO_CARGA,29.11344499999999
2025-03-03,B,CARGA,1,4.0,189.0,0.4179,0.4701,0.4179,0.4701,0.9243,0.5718,0.0964,false,0.8557777777777779,1.0,AVERIA_CARGADOR,29.106835000000004
2025-03-04,A,PATIO,1,5.0,323.0,0.6163,0.99,0.6163,0.99,0.9545,0.5415,0.098,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.868675
2025-03-04,B,LOGISTICA,1,5.0,243.0,0.9,0.5493,0.9,0.5493,0.9095,0.6186,0.1065,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.79802
2025-03-05,B,LOGISTICA,2,4.5,406.0,0.6585,0.49229999999999996,1.317,0.9845999999999999,0.8826,0.6079,0.0898,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,32.937005
2025-03-06,B,LOGISTICA,1,5.0,238.0,0.9,0.5159,0.9,0.5159,0.9144,0.4854,0.0673,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.73798
2025-03-06,C,LOGISTICA,1,4.0,197.0,0.4041,0.4546,0.4041,0.4546,0.8282,0.5466,0.0465,false,0.9724999999999999,0.0,INCIDENCIA_DOCUMENTAL,29.069045
2025-03-07,A,PATIO,2,5.0,604.0,0.5789,0.7741,1.1578,1.5482,1.0097,0.5773,0.1087,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.613185
2025-03-07,B,LOGISTICA,1,5.0,221.0,0.9,0.5394,0.9,0.5394,0.9318,0.6118,0.0756,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.786759999999994
2025-03-08,A,PATIO,1,5.0,261.0,0.6384,0.99,0.6384,0.99,0.9236,0.6231,0.1069,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.91262
2025-03-08,B,LOGISTICA,1,5.0,260.0,0.9,0.5388,0.9,0.5388,0.9381,0.5694,0.114,true,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.77768
2025-03-09,A,PATIO,1,5.0,257.0,0.6641,0.99,0.6641,0.99,0.9108,0.5749,0.107,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.93510499999999
2025-03-09,B,PRODUCCION,1,4.0,234.0,0.4154,0.4673,0.4154,0.4673,0.8903,0.5885,0.1243,true,0.8371349715099715,0.0,RETRABAJO_ELEVADO,29.104249999999993
2025-03-10,B,LOGISTICA,1,5.0,265.0,0.9,0.5196,0.9,0.5196,0.9416,0.5368,0.0649,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.75196
2025-03-11,A,PATIO,1,5.0,285.0,0.612,0.99,0.612,0.99,0.9195,0.5572,0.0849,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.86644
2025-03-11,B,LOGISTICA,1,5.0,221.0,0.9,0.5455,0.9,0.5455,0.9079,0.5544,0.0835,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.78138
2025-03-12,A,LOGISTICA,1,5.0,253.0,0.9,0.5056,0.9,0.5056,0.9854,0.6415,0.0632,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7589
2025-03-12,C,PATIO,1,5.0,271.0,0.6359,0.99,0.6359,0.99,0.8498,0.7051,0.0689,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.925895
2025-03-13,A,LOGISTICA,1,5.0,221.0,0.9,0.5404,0.9,0.5404,0.9744,0.5485,0.0923,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.7751
2025-03-13,B,PATIO,1,5.0,245.0,0.6224,0.99,0.6224,0.99,0.9093,0.6387,0.0808,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.895739999999996
2025-03-14,B,LOGISTICA,1,5.0,176.0,0.9,0.5115,0.9,0.5115,0.866,0.6067,0.0949,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.757839999999995
2025-03-14,C,PRODUCCION,1,4.0,277.0,0.3805,0.428,0.3805,0.428,0.8322,0.6508,0.0972,false,0.8371349715099715,0.0,MICROPARADAS_LINEA,29.033785
2025-03-15,B,LOGISTICA,1,5.0,269.0,0.9,0.546,0.9,0.546,0.9017,0.4728,0.0976,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.765559999999994
2025-03-16,B,PATIO,1,5.0,328.0,0.6676,0.99,0.6676,0.99,0.821,0.5205,0.1158,true,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.9286
2025-03-17,A,PATIO,1,5.0,334.0,0.6145,0.99,0.6145,0.99,0.9905,0.5931,0.0827,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.876745
2025-03-17,C,CARGA,1,5.0,238.0,0.5066,0.5699,0.5066,0.5699,0.7827,0.7207,0.0664,true,0.8557777777777779,1.0,MANTENIMIENTO_CARGA,36.34729
2025-03-18,A,PRODUCCION,1,4.0,205.0,0.4126,0.4641,0.4126,0.4641,0.9292,0.5968,0.0837,false,0.8371349715099715,0.0,RETRABAJO_ELEVADO,29.09921
2025-03-18,B,PATIO,1,5.0,293.0,0.6332,0.99,0.6332,0.99,0.8925,0.585,0.0882,false,0.9422161068098568,0.0,BLOQUEO_INTERNO_Y_REUBICACION,36.8985
2025-03-19,A,LOGISTICA,1,5.0,203.0,0.9,0.5511,0.9,0.5511,0.9741,0.5634,0.0582,false,0.9724999999999999,0.0,DESALINEACION_READINESS_TRANSPORTE,36.788779999999996
