ts_hour,zona_patio,occupancy_units,estimated_capacity_units,yard_occupancy_rate,avg_dwell_time_min,p95_dwell_time_min,blocking_rate,movement_density,non_productive_move_rate,movement_required_rate,operational_risk_score
2025-01-04 15:00:00,BUFFER_CARGA,1,50.0,0.02,164.0,164.0,0.0,2,1.0,0.0,34.36666666666667
2025-01-04 15:00:00,PRE_SALIDA,12,50.0,0.24,1434.9166666666667,2319.45,1.0,1,1.0,1.0,73.4
2025-01-04 17:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-04 18:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-05 04:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-05 05:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-01-05 07:00:00,BUFFER_CARGA,1,50.0,0.02,200.0,200.0,0.0,1,1.0,0.0,37.36666666666667
2025-01-05 08:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-05 15:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-05 22:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-01-06 00:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-06 07:00:00,NORTE,5,50.0,0.1,0.0,0.0,0.0,1,1.0,0.0,23.5
2025-01-06 20:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-06 21:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,6,1.0,0.0,21.400000000000002
2025-01-07 04:00:00,BUFFER_CARGA,2,50.0,0.04,75.0,82.2,0.0,2,1.0,0.0,28.250000000000004
2025-01-07 05:00:00,NORTE,4,50.0,0.08,0.0,0.0,0.0,4,1.0,0.0,22.8
2025-01-07 07:00:00,BUFFER_CARGA,2,50.0,0.04,139.0,171.4,0.0,3,1.0,0.5,35.68333333333334
2025-01-07 08:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-07 18:00:00,NORTE,5,50.0,0.1,0.0,0.0,0.0,2,1.0,0.0,23.5
2025-01-07 19:00:00,SUR,5,50.0,0.1,0.0,0.0,0.0,2,1.0,0.0,23.5
2025-01-07 21:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-07 23:00:00,NORTE,4,50.0,0.08,0.0,0.0,0.0,2,1.0,0.0,22.8
2025-01-08 00:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-01-08 13:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-08 17:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,6,1.0,0.0,21.400000000000002
2025-01-08 18:00:00,NORTE,6,50.0,0.12,0.0,0.0,0.0,3,1.0,0.0,24.2
2025-01-08 19:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,6,1.0,0.0,21.400000000000002
2025-01-08 20:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-08 23:00:00,BUFFER_CARGA,1,50.0,0.02,62.0,62.0,0.0,1,1.0,0.0,25.86666666666667
2025-01-09 07:00:00,ESTE,1,50.0,0.02,939.0,939.0,1.0,1,1.0,1.0,65.7
2025-01-09 08:00:00,PRE_SALIDA,16,50.0,0.32,1691.0588235294117,2300.7999999999997,1.0,1,1.0,1.0,76.2
2025-01-09 13:00:00,BUFFER_CARGA,1,50.0,0.02,91.0,91.0,0.0,5,1.0,1.0,28.28333333333334
2025-01-09 14:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,5,1.0,0.0,20.700000000000003
2025-01-09 20:00:00,NORTE,10,50.0,0.2,0.0,0.0,0.0,4,1.0,0.0,27.0
2025-01-09 23:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-10 02:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-10 06:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-10 12:00:00,BUFFER_CARGA,1,50.0,0.02,214.0,214.0,0.0,4,1.0,0.0,38.53333333333334
2025-01-10 12:00:00,PRE_SALIDA,16,50.0,0.32,1722.5,3149.0,1.0,2,0.5,1.0,76.2
2025-01-10 18:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-11 02:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,2,0.5,0.0,22.1
2025-01-11 05:00:00,BUFFER_CARGA,2,50.0,0.04,177.5,196.85,0.0,2,1.0,0.0,37.804166666666674
2025-01-11 11:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-11 20:00:00,NORTE,5,50.0,0.1,0.0,0.0,0.0,1,1.0,0.0,23.5
2025-01-12 04:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-12 10:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-12 15:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-01-12 23:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-13 16:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,2,1.0,0.0,22.8
2025-01-13 19:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-13 23:00:00,SUR,5,50.0,0.1,0.0,0.0,0.0,1,1.0,0.0,23.5
2025-01-14 04:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-14 07:00:00,BUFFER_CARGA,1,50.0,0.02,249.0,249.0,0.0,1,1.0,0.0,40.7
2025-01-14 12:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-14 15:00:00,PRE_SALIDA,7,50.0,0.14,1403.857142857143,2392.6999999999994,1.0,2,1.0,1.0,69.9
2025-01-14 17:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-15 02:00:00,NORTE,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-01-15 03:00:00,PRE_SALIDA,15,50.0,0.3,1620.8,2641.2,1.0,3,1.0,1.0,75.49999999999999
2025-01-15 06:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-15 11:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,2,0.5,0.0,20.700000000000003
2025-01-15 16:00:00,PRE_SALIDA,22,50.0,0.44,1785.8,3270.399999999998,1.0,1,1.0,1.0,80.4
2025-01-15 19:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-15 21:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,3,0.6666666666666666,0.0,20.700000000000003
2025-01-16 01:00:00,NORTE,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-01-16 04:00:00,BUFFER_CARGA,1,50.0,0.02,56.0,56.0,0.0,4,1.0,0.0,25.36666666666667
2025-01-16 04:00:00,PRE_SALIDA,9,50.0,0.18,1908.4444444444443,2766.7999999999997,1.0,1,1.0,1.0,71.30000000000001
2025-01-16 05:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-16 06:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-16 18:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-01-16 20:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-01-17 00:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-17 05:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-17 08:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-17 19:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-01-18 00:00:00,OESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-18 02:00:00,NORTE,4,50.0,0.08,0.0,0.0,0.0,4,1.0,0.0,22.8
2025-01-18 07:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-18 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-18 17:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-18 19:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-01-18 23:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-19 11:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-19 14:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-19 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,0.0,0.0,0.7
2025-01-19 21:00:00,BUFFER_CARGA,2,50.0,0.04,122.0,146.60000000000002,0.0,4,1.0,0.6666666666666666,33.616666666666674
2025-01-19 21:00:00,PRE_SALIDA,9,50.0,0.18,1706.3333333333333,2990.2,1.0,1,0.0,1.0,51.300000000000004
2025-01-20 01:00:00,OESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-20 02:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-20 03:00:00,NORTE,2,50.0,0.04,449.0,853.0999999999999,0.5,2,1.0,0.5,66.4
2025-01-20 04:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-20 23:00:00,OESTE,5,50.0,0.1,0.0,0.0,0.0,2,1.0,0.0,23.5
2025-01-21 07:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-01-21 09:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-21 11:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-21 14:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-21 18:00:00,BUFFER_CARGA,2,50.0,0.04,88.0,111.4,0.0,4,1.0,0.5,30.683333333333334
2025-01-21 19:00:00,BUFFER_CARGA,1,50.0,0.02,179.0,179.0,0.0,3,1.0,0.0,35.61666666666667
2025-01-21 19:00:00,PRE_SALIDA,14,50.0,0.28,1426.8125,2782.5,1.0,1,1.0,1.0,74.8
2025-01-22 00:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,2,1.0,0.0,22.8
2025-01-22 05:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-01-22 07:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-22 08:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-01-22 12:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-22 15:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-22 22:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,4,1.0,0.0,22.1
2025-01-23 00:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-01-23 03:00:00,BUFFER_CARGA,1,50.0,0.02,91.0,91.0,0.0,1,1.0,1.0,28.28333333333334
2025-01-23 09:00:00,PRE_SALIDA,17,50.0,0.34,2284.5882352941176,3547.0,1.0,1,1.0,1.0,76.89999999999999
2025-01-23 09:00:00,BUFFER_CARGA,2,50.0,0.04,77.0,122.89999999999999,0.0,4,1.0,0.5,31.64166666666667
2025-01-23 11:00:00,BUFFER_CARGA,1,50.0,0.02,143.0,143.0,0.0,3,1.0,0.0,32.616666666666674
2025-01-23 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,5,1.0,0.0,20.700000000000003
2025-01-23 20:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-24 08:00:00,OESTE,3,50.0,0.06,0.0,0.0,0.0,2,0.5,0.0,22.1
2025-01-24 09:00:00,OESTE,5,50.0,0.1,0.0,0.0,0.0,1,1.0,0.0,23.5
2025-01-24 18:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-25 04:00:00,PRE_SALIDA,8,50.0,0.16,1682.2222222222222,2712.4,1.0,1,1.0,1.0,70.6
2025-01-25 09:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-25 12:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-25 22:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,4,1.0,0.0,20.700000000000003
2025-01-26 00:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-26 03:00:00,PRE_SALIDA,10,50.0,0.2,1825.8,3066.4499999999994,1.0,1,1.0,1.0,72.0
2025-01-26 09:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-26 15:00:00,BUFFER_CARGA,1,50.0,0.02,180.0,180.0,0.0,5,1.0,0.0,35.7
2025-01-26 17:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-26 18:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-01-27 03:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-27 07:00:00,PRE_SALIDA,13,50.0,0.26,1812.9333333333334,3432.4999999999995,0.9333333333333333,1,1.0,0.9333333333333333,74.1
2025-01-27 14:00:00,PRE_SALIDA,10,50.0,0.2,1377.6,2597.65,1.0,1,1.0,1.0,72.0
2025-01-27 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-27 21:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-28 07:00:00,OESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-01-28 09:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-28 20:00:00,BUFFER_CARGA,1,50.0,0.02,210.0,210.0,0.0,1,1.0,0.0,38.2
2025-01-28 22:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-29 08:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-01-29 09:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-01-29 10:00:00,OESTE,5,50.0,0.1,126.0,503.9999999999999,0.2,1,1.0,0.2,53.5
2025-01-29 20:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-30 14:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-01-30 16:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-01-30 17:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-01-30 20:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-31 03:00:00,BUFFER_CARGA,1,50.0,0.02,258.0,258.0,0.0,1,1.0,0.0,40.7
2025-01-31 03:00:00,PRE_SALIDA,10,50.0,0.2,1427.7,1993.2499999999998,1.0,1,1.0,1.0,72.0
2025-01-31 13:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-01-31 16:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-01-31 21:00:00,OESTE,4,50.0,0.08,0.0,0.0,0.0,1,1.0,0.0,22.8
2025-02-01 00:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-02-01 01:00:00,ESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-02-01 05:00:00,OESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-02-01 08:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-02-01 10:00:00,PRE_SALIDA,8,50.0,0.16,1721.25,2548.6,1.0,1,1.0,1.0,70.6
2025-02-01 16:00:00,NORTE,1,50.0,0.02,673.0,673.0,1.0,2,1.0,1.0,65.7
2025-02-01 22:00:00,BUFFER_CARGA,1,50.0,0.02,86.0,86.0,0.0,3,1.0,0.0,27.866666666666667
2025-02-02 03:00:00,OESTE,4,50.0,0.08,0.0,0.0,0.0,3,0.6666666666666666,0.0,22.8
2025-02-02 05:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-02 07:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-02-02 11:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-02 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,0.0,0.0,0.7
2025-02-02 22:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,4,1.0,0.0,21.400000000000002
2025-02-03 00:00:00,NORTE,8,50.0,0.16,0.0,0.0,0.0,2,1.0,0.0,25.6
2025-02-04 00:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-04 01:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,4,1.0,0.0,21.400000000000002
2025-02-04 09:00:00,BUFFER_CARGA,1,50.0,0.02,168.0,168.0,0.0,3,1.0,0.0,34.699999999999996
2025-02-04 23:00:00,SUR,4,50.0,0.08,0.0,0.0,0.0,4,0.75,0.0,22.8
2025-02-05 03:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-02-05 04:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,3,0.6666666666666666,0.0,20.700000000000003
2025-02-06 01:00:00,PRE_SALIDA,15,50.0,0.3,1278.3333333333333,2134.0999999999995,1.0,1,1.0,1.0,75.49999999999999
2025-02-06 01:00:00,BUFFER_CARGA,1,50.0,0.02,154.0,154.0,0.0,2,1.0,1.0,33.53333333333334
2025-02-06 04:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-02-06 07:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,4,1.0,0.0,21.400000000000002
2025-02-06 15:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-02-06 16:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-06 19:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-06 21:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-06 23:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,2,0.5,0.0,21.400000000000002
2025-02-07 01:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-02-07 02:00:00,BUFFER_CARGA,1,50.0,0.02,125.0,125.0,0.0,2,1.0,0.0,31.11666666666667
2025-02-07 02:00:00,PRE_SALIDA,13,50.0,0.26,1956.357142857143,2893.95,1.0,1,1.0,1.0,74.1
2025-02-07 17:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,1,1.0,0.0,22.1
2025-02-08 04:00:00,PRE_SALIDA,10,50.0,0.2,1381.2727272727273,2267.0,1.0,1,1.0,1.0,72.0
2025-02-08 08:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,4,1.0,0.0,21.400000000000002
2025-02-08 12:00:00,ESTE,3,50.0,0.06,0.0,0.0,0.0,2,1.0,0.0,22.1
2025-02-08 13:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-08 15:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-02-08 18:00:00,BUFFER_CARGA,3,50.0,0.06,100.33333333333333,124.8,0.0,3,1.0,0.6666666666666666,32.5
2025-02-09 03:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-09 10:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-02-09 19:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,4,1.0,0.0,20.700000000000003
2025-02-10 00:00:00,BUFFER_CARGA,3,50.0,0.06,233.0,392.2,0.0,2,1.0,0.0,42.1
2025-02-10 02:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,3,1.0,0.0,20.700000000000003
2025-02-10 05:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-10 18:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,2,1.0,0.0,21.400000000000002
2025-02-10 22:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-02-10 23:00:00,BUFFER_CARGA,2,50.0,0.04,134.0,215.9,0.0,2,1.0,0.0,39.391666666666666
2025-02-11 03:00:00,PRE_SALIDA,6,50.0,0.12,1343.875,2671.6499999999996,0.75,1,1.0,0.75,69.19999999999999
2025-02-11 04:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-11 13:00:00,SUR,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-11 14:00:00,PRE_SALIDA,11,50.0,0.22,1348.6666666666667,1775.75,1.0,2,1.0,1.0,72.7
2025-02-11 17:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,3,1.0,0.0,21.400000000000002
2025-02-12 05:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-02-12 07:00:00,SUR,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-02-12 19:00:00,PRE_SALIDA,17,50.0,0.34,1544.842105263158,2245.1999999999994,1.0,3,1.0,1.0,76.89999999999999
2025-02-12 20:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-12 23:00:00,NORTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-02-13 02:00:00,OESTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-13 08:00:00,BUFFER_CARGA,5,50.0,0.1,187.6,255.39999999999998,0.0,3,1.0,0.0,43.50000000000001
2025-02-13 14:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-02-13 21:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-02-13 22:00:00,BUFFER_CARGA,2,50.0,0.04,110.5,163.14999999999998,0.0,2,1.0,0.0,34.99583333333334
2025-02-14 04:00:00,NORTE,1,50.0,0.02,0.0,0.0,0.0,1,1.0,0.0,20.700000000000003
2025-02-14 11:00:00,SUR,5,50.0,0.1,123.2,492.7999999999999,0.2,2,1.0,0.2,53.5
2025-02-14 13:00:00,BUFFER_CARGA,1,50.0,0.02,232.0,232.0,0.0,2,1.0,0.0,40.03333333333334
2025-02-14 17:00:00,OESTE,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-02-15 00:00:00,NORTE,3,50.0,0.06,0.0,0.0,0.0,3,1.0,0.0,22.1
2025-02-15 03:00:00,ESTE,1,50.0,0.02,0.0,0.0,0.0,2,1.0,0.0,20.700000000000003
2025-02-15 04:00:00,SUR,2,50.0,0.04,0.0,0.0,0.0,1,1.0,0.0,21.400000000000002
2025-02-15 09:00:00,BUFFER_CARGA,2,50.0,0.04,238.0,247.9,0.0,1,1.0,0.0,41.400000000000006
