fecha,turno,area,throughput_gap,congestion_index,avg_wait_time,queue_pressure_score,slot_utilization,yard_occupancy_rate,bottleneck_density,dispatch_risk_density,operational_stress_score
2025-01-18,C,EXPEDICION,-5,0.0,80.16666666666667,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,5.075030000000001
2025-01-19,A,EXPEDICION,1,0.0,85.49056603773585,92.45283018867924,0.0,0.0,0.0,0.9245283018867924,1.07659
2025-01-19,B,EXPEDICION,-1,0.0,83.16666666666667,95.23809523809524,0.0,0.0,0.0,0.9523809523809524,1.076515
2025-01-19,C,EXPEDICION,25,0.0,81.54545454545455,84.84848484848484,0.0,0.0,0.0,0.8484848484848485,25.093
2025-01-20,A,EXPEDICION,-60,0.0,108.20588235294116,97.05882352941175,0.0,0.0,0.0,0.9705882352941176,25.072315
2025-01-20,B,EXPEDICION,-8,0.0,134.36,100.0,0.0,0.0,0.0,1.0,8.08418
2025-01-20,C,EXPEDICION,30,0.0,103.67241379310344,96.55172413793105,0.0,0.0,0.0,0.9655172413793104,25.084659999999996
2025-01-21,A,EXPEDICION,-38,0.0,135.55,97.5,0.0,0.0,0.0,0.975,25.073755
2025-01-21,B,EXPEDICION,9,0.0,136.65573770491804,100.0,0.0,0.0,0.0,1.0,9.065685
2025-01-21,C,EXPEDICION,5,0.0,141.6595744680851,97.87234042553192,0.0,0.0,0.0,0.9787234042553192,5.08604
2025-01-22,A,EXPEDICION,-16,0.0,118.58333333333331,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,16.07881
2025-01-22,B,EXPEDICION,15,0.0,101.79411764705884,86.76470588235294,0.0,0.0,0.0,0.8676470588235294,15.07506
2025-01-22,C,EXPEDICION,19,0.0,131.55,95.0,0.0,0.0,0.0,0.95,19.090615
2025-01-23,A,EXPEDICION,-11,0.0,108.0,96.0,0.0,0.0,0.0,0.96,11.07635
2025-01-23,B,EXPEDICION,-3,0.0,106.42592592592592,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,3.07881
2025-01-23,C,EXPEDICION,24,0.0,92.16666666666669,90.0,0.0,0.0,0.0,0.9,24.0843
2025-01-24,A,EXPEDICION,-14,0.0,117.15254237288136,98.30508474576273,0.0,0.0,0.0,0.9830508474576272,14.086955
2025-01-24,B,EXPEDICION,-9,0.0,81.5111111111111,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,9.072735
2025-01-24,C,EXPEDICION,-4,0.0,97.5813953488372,90.69767441860463,0.0,0.0,0.0,0.9069767441860463,4.08724
2025-01-25,A,EXPEDICION,9,0.0,90.33333333333331,89.39393939393939,0.0,0.0,0.0,0.8939393939393939,9.06738
2025-01-25,B,EXPEDICION,-3,0.0,119.04444444444444,100.0,0.0,0.0,0.0,1.0,3.0676349999999997
2025-01-25,C,EXPEDICION,-1,0.0,100.6086956521739,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,1.067545
2025-01-26,A,EXPEDICION,3,0.0,107.8846153846154,94.23076923076924,0.0,0.0,0.0,0.9423076923076924,3.087945
2025-01-26,B,EXPEDICION,11,0.0,122.1372549019608,94.11764705882352,0.0,0.0,0.0,0.9411764705882352,11.0837
2025-01-26,C,EXPEDICION,23,0.0,115.07407407407408,96.29629629629628,0.0,0.0,0.0,0.9629629629629628,23.07821
2025-01-27,A,EXPEDICION,-17,0.0,95.60416666666669,89.58333333333334,0.0,0.0,0.0,0.8958333333333334,17.07575
2025-01-27,B,EXPEDICION,-26,0.0,98.32432432432432,100.0,0.0,0.0,0.0,1.0,25.072885
2025-01-27,C,EXPEDICION,12,0.0,115.38297872340424,97.87234042553192,0.0,0.0,0.0,0.9787234042553192,12.08907
2025-01-28,A,EXPEDICION,-11,0.0,92.03448275862068,91.3793103448276,0.0,0.0,0.0,0.913793103448276,11.0708
2025-01-28,B,EXPEDICION,-2,0.0,98.15217391304348,95.65217391304348,0.0,0.0,0.0,0.9565217391304348,2.08916
2025-01-28,C,EXPEDICION,-2,0.0,91.91176470588236,91.17647058823528,0.0,0.0,0.0,0.9117647058823528,2.088425
2025-01-29,A,EXPEDICION,-16,0.0,83.23214285714286,91.07142857142856,0.0,0.0,0.0,0.9107142857142856,16.09081
2025-01-29,B,EXPEDICION,1,0.0,105.4,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,1.073485
2025-01-29,C,EXPEDICION,9,0.0,89.16216216216216,97.2972972972973,0.0,0.0,0.0,0.972972972972973,9.08481
2025-01-30,A,EXPEDICION,-2,0.0,82.71666666666667,88.33333333333333,0.0,0.0,0.0,0.8833333333333333,2.0705
2025-01-30,B,EXPEDICION,-22,0.0,69.11363636363636,88.63636363636364,0.0,0.0,0.0,0.8863636363636364,22.08151
2025-01-30,C,EXPEDICION,11,0.0,81.77777777777777,91.11111111111111,0.0,0.0,0.0,0.9111111111111112,11.0936
2025-01-31,A,EXPEDICION,-22,0.0,90.30434782608695,91.30434782608695,0.0,0.0,0.0,0.9130434782608696,22.058095
2025-01-31,B,EXPEDICION,-5,0.0,91.03225806451611,91.93548387096774,0.0,0.0,0.0,0.9193548387096774,5.075705
2025-01-31,C,EXPEDICION,-2,0.0,89.79166666666667,87.5,0.0,0.0,0.0,0.875,2.08232
2025-02-01,A,EXPEDICION,-15,0.0,98.3061224489796,89.79591836734694,0.0,0.0,0.0,0.8979591836734694,15.06666
2025-02-01,B,EXPEDICION,30,0.0,82.44444444444444,90.2777777777778,0.0,0.0,0.0,0.9027777777777778,25.079035
2025-02-01,C,EXPEDICION,-2,0.0,99.71428571428572,95.91836734693877,0.0,0.0,0.0,0.9591836734693876,2.086925
2025-02-02,A,EXPEDICION,-1,0.0,99.11475409836063,100.0,0.0,0.0,0.0,1.0,1.074775
2025-02-02,B,EXPEDICION,-2,0.0,90.51666666666668,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,2.07209
2025-02-02,C,EXPEDICION,24,0.0,95.984126984127,93.65079365079364,0.0,0.0,0.0,0.9365079365079364,24.09603
2025-02-03,A,EXPEDICION,-22,0.0,87.19565217391305,89.13043478260869,0.0,0.0,0.0,0.8913043478260869,22.08316
2025-02-03,B,EXPEDICION,-7,0.0,79.7872340425532,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,7.08352
2025-02-03,C,EXPEDICION,8,0.0,80.40425531914893,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,8.093314999999999
2025-02-04,A,EXPEDICION,-30,0.0,78.37735849056604,90.56603773584906,0.0,0.0,0.0,0.9056603773584906,25.08829
2025-02-04,B,EXPEDICION,-16,0.0,100.3125,97.91666666666666,0.0,0.0,0.0,0.9791666666666666,16.095670000000002
2025-02-04,C,EXPEDICION,0,0.0,85.26530612244898,93.87755102040816,0.0,0.0,0.0,0.9387755102040816,0.095025
2025-02-05,A,EXPEDICION,-16,0.0,118.70689655172414,98.27586206896552,0.0,0.0,0.0,0.9827586206896552,16.08007
2025-02-05,B,EXPEDICION,-20,0.0,126.57692307692308,100.0,0.0,0.0,0.0,1.0,20.083895
2025-02-05,C,EXPEDICION,18,0.0,99.24590163934428,91.8032786885246,0.0,0.0,0.0,0.918032786885246,18.092685
2025-02-06,A,EXPEDICION,4,0.0,140.72413793103448,96.55172413793105,0.0,0.0,0.0,0.9655172413793104,4.067395
2025-02-06,B,EXPEDICION,-16,0.0,133.84444444444443,97.77777777777776,0.0,0.0,0.0,0.9777777777777776,16.078075
2025-02-06,C,EXPEDICION,27,0.0,143.672131147541,98.36065573770492,0.0,0.0,0.0,0.9836065573770492,25.087825
2025-02-07,A,EXPEDICION,1,0.0,139.21666666666667,95.0,0.0,0.0,0.0,0.95,1.075885
2025-02-07,B,EXPEDICION,8,0.0,118.67796610169492,100.0,0.0,0.0,0.0,1.0,8.070725000000001
2025-02-07,C,EXPEDICION,10,0.0,152.5,100.0,0.0,0.0,0.0,1.0,10.07824
2025-02-08,A,EXPEDICION,-28,0.0,110.25,93.18181818181816,0.0,0.0,0.0,0.9318181818181818,25.078495
2025-02-08,B,EXPEDICION,0,0.0,78.59615384615384,90.3846153846154,0.0,0.0,0.0,0.903846153846154,0.06888
2025-02-08,C,EXPEDICION,1,0.0,101.17857142857144,96.42857142857144,0.0,0.0,0.0,0.9642857142857144,1.084105
2025-02-09,A,EXPEDICION,11,0.0,90.90322580645162,95.16129032258064,0.0,0.0,0.0,0.9516129032258064,11.076845
2025-02-09,B,EXPEDICION,-4,0.0,104.6875,95.83333333333334,0.0,0.0,0.0,0.9583333333333334,4.07815
2025-02-09,C,EXPEDICION,19,0.0,81.32727272727273,90.9090909090909,0.0,0.0,0.0,0.9090909090909092,19.099405
2025-02-10,A,EXPEDICION,-18,0.0,104.32,92.0,0.0,0.0,0.0,0.92,18.073095
2025-02-10,B,EXPEDICION,-7,0.0,108.72,94.0,0.0,0.0,0.0,0.94,7.080565000000001
2025-02-10,C,EXPEDICION,20,0.0,100.60377358490568,96.22641509433964,0.0,0.0,0.0,0.9622641509433962,20.09444
2025-02-11,A,EXPEDICION,-14,0.0,102.3877551020408,91.83673469387756,0.0,0.0,0.0,0.9183673469387756,14.06825
2025-02-11,B,EXPEDICION,-23,0.0,106.3913043478261,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,23.07374
2025-02-11,C,EXPEDICION,5,0.0,112.9375,93.75,0.0,0.0,0.0,0.9375,5.08868
2025-02-12,A,EXPEDICION,-21,0.0,79.02222222222223,82.22222222222221,0.0,0.0,0.0,0.8222222222222222,21.077835
2025-02-12,B,EXPEDICION,-6,0.0,92.44067796610167,91.52542372881356,0.0,0.0,0.0,0.9152542372881356,6.075225
2025-02-12,C,EXPEDICION,17,0.0,106.18333333333334,98.33333333333331,0.0,0.0,0.0,0.9833333333333332,17.0897
2025-02-13,A,EXPEDICION,-23,0.0,94.29310344827586,89.65517241379311,0.0,0.0,0.0,0.896551724137931,23.07599
2025-02-13,B,EXPEDICION,-9,0.0,97.22641509433964,84.90566037735849,0.0,0.0,0.0,0.8490566037735849,9.08058
2025-02-13,C,EXPEDICION,26,0.0,92.85483870967742,93.5483870967742,0.0,0.0,0.0,0.935483870967742,25.096195
2025-02-14,A,EXPEDICION,-20,0.0,59.51020408163265,87.75510204081633,0.0,0.0,0.0,0.8775510204081632,20.07605
2025-02-14,B,EXPEDICION,-16,0.0,83.98076923076923,94.23076923076924,0.0,0.0,0.0,0.9423076923076924,16.0894
2025-02-14,C,EXPEDICION,17,0.0,87.05,93.33333333333331,0.0,0.0,0.0,0.9333333333333332,17.098580000000002
2025-02-15,A,EXPEDICION,18,0.0,86.21052631578948,87.71929824561403,0.0,0.0,0.0,0.8771929824561403,18.069854999999997
2025-02-15,B,EXPEDICION,11,0.0,86.10526315789474,91.2280701754386,0.0,0.0,0.0,0.912280701754386,11.072885
2025-02-15,C,EXPEDICION,29,0.0,76.015625,92.1875,0.0,0.0,0.0,0.921875,25.08835
2025-02-16,A,EXPEDICION,-9,0.0,84.6734693877551,91.83673469387756,0.0,0.0,0.0,0.9183673469387756,9.081975
2025-02-16,B,EXPEDICION,-1,0.0,101.6086956521739,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,1.08463
2025-02-16,C,EXPEDICION,7,0.0,81.46808510638297,91.48936170212764,0.0,0.0,0.0,0.9148936170212766,7.085095000000001
2025-02-17,A,EXPEDICION,-28,0.0,115.5925925925926,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,25.088680000000004
2025-02-17,B,EXPEDICION,-24,0.0,131.24324324324326,97.2972972972973,0.0,0.0,0.0,0.972972972972973,24.07089
2025-02-17,C,EXPEDICION,4,0.0,126.72222222222224,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,4.096975
2025-02-18,A,EXPEDICION,-10,0.0,117.37254901960785,100.0,0.0,0.0,0.0,1.0,10.07722
2025-02-18,B,EXPEDICION,-6,0.0,134.27868852459017,96.72131147540983,0.0,0.0,0.0,0.9672131147540984,6.077925
2025-02-18,C,EXPEDICION,3,0.0,135.46511627906978,97.67441860465117,0.0,0.0,0.0,0.9767441860465116,3.09162
2025-02-19,A,EXPEDICION,13,0.0,111.91176470588236,92.64705882352942,0.0,0.0,0.0,0.9264705882352942,13.085155
2025-02-19,B,EXPEDICION,-1,0.0,116.87719298245614,98.24561403508773,0.0,0.0,0.0,0.9824561403508772,1.08604
2025-02-19,C,EXPEDICION,6,0.0,103.93333333333334,100.0,0.0,0.0,0.0,1.0,6.08733
2025-02-20,A,EXPEDICION,6,0.0,89.28571428571429,89.28571428571429,0.0,0.0,0.0,0.8928571428571429,6.085185
2025-02-20,B,EXPEDICION,-17,0.0,88.91111111111111,93.33333333333331,0.0,0.0,0.0,0.9333333333333332,17.092850000000002
2025-02-20,C,EXPEDICION,17,0.0,114.59574468085108,91.48936170212764,0.0,0.0,0.0,0.9148936170212766,17.092190000000002
2025-02-21,A,EXPEDICION,-26,0.0,79.95348837209302,90.69767441860463,0.0,0.0,0.0,0.9069767441860463,25.080055
2025-02-21,B,EXPEDICION,3,0.0,79.73584905660377,88.67924528301887,0.0,0.0,0.0,0.8867924528301887,3.07971
2025-02-21,C,EXPEDICION,-1,0.0,90.36,94.0,0.0,0.0,0.0,0.94,1.08733
2025-02-22,A,EXPEDICION,1,0.0,90.37037037037037,92.5925925925926,0.0,0.0,0.0,0.925925925925926,1.07095
2025-02-22,B,EXPEDICION,0,0.0,86.23636363636363,92.72727272727272,0.0,0.0,0.0,0.9272727272727272,0.08094
2025-02-22,C,EXPEDICION,16,0.0,94.91666666666669,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,16.088530000000002
2025-02-23,A,EXPEDICION,-19,0.0,86.25,87.5,0.0,0.0,0.0,0.875,19.087195
2025-02-23,B,EXPEDICION,-3,0.0,81.20370370370371,87.03703703703704,0.0,0.0,0.0,0.8703703703703703,3.07374
2025-02-23,C,EXPEDICION,14,0.0,100.94117647058825,92.15686274509804,0.0,0.0,0.0,0.9215686274509804,14.089055
2025-02-24,A,EXPEDICION,-47,0.0,78.26470588235294,88.23529411764706,0.0,0.0,0.0,0.8823529411764706,25.081285
2025-02-24,B,EXPEDICION,-26,0.0,73.91666666666667,85.41666666666666,0.0,0.0,0.0,0.8541666666666666,25.08433
2025-02-24,C,EXPEDICION,11,0.0,74.54347826086956,89.13043478260869,0.0,0.0,0.0,0.8913043478260869,11.09315
2025-02-25,A,EXPEDICION,-10,0.0,97.0925925925926,92.5925925925926,0.0,0.0,0.0,0.925925925925926,10.085425
2025-02-25,B,EXPEDICION,-2,0.0,104.33962264150944,90.56603773584906,0.0,0.0,0.0,0.9056603773584906,2.081465
2025-02-25,C,EXPEDICION,6,0.0,88.5625,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,6.093735000000001
2025-02-26,A,EXPEDICION,-7,0.0,105.74603174603176,93.65079365079364,0.0,0.0,0.0,0.9365079365079364,7.063045000000001
2025-02-26,B,EXPEDICION,6,0.0,98.640625,92.1875,0.0,0.0,0.0,0.921875,6.081239999999999
2025-02-26,C,EXPEDICION,24,0.0,119.8,95.3846153846154,0.0,0.0,0.0,0.953846153846154,24.09828
2025-02-27,A,EXPEDICION,-20,0.0,100.25,93.18181818181816,0.0,0.0,0.0,0.9318181818181818,20.09486
2025-02-27,B,EXPEDICION,15,0.0,92.8095238095238,92.06349206349206,0.0,0.0,0.0,0.9206349206349206,15.082575
2025-02-27,C,EXPEDICION,16,0.0,106.26415094339625,96.22641509433964,0.0,0.0,0.0,0.9622641509433962,16.090225
2025-02-28,A,EXPEDICION,-30,0.0,121.52083333333331,100.0,0.0,0.0,0.0,1.0,25.082665
2025-02-28,B,EXPEDICION,-18,0.0,102.37777777777778,95.55555555555556,0.0,0.0,0.0,0.9555555555555556,18.076005
2025-02-28,C,EXPEDICION,-2,0.0,120.82978723404256,97.87234042553192,0.0,0.0,0.0,0.9787234042553192,2.094035
2025-03-01,A,EXPEDICION,-14,0.0,100.3265306122449,91.83673469387756,0.0,0.0,0.0,0.9183673469387756,14.0858
2025-03-01,B,EXPEDICION,8,0.0,89.83636363636364,90.9090909090909,0.0,0.0,0.0,0.9090909090909092,8.080625
2025-03-01,C,EXPEDICION,-3,0.0,99.6086956521739,93.47826086956522,0.0,0.0,0.0,0.9347826086956522,3.0947099999999996
2025-03-02,A,EXPEDICION,16,0.0,103.73015873015872,95.23809523809524,0.0,0.0,0.0,0.9523809523809524,16.06801
2025-03-02,B,EXPEDICION,-2,0.0,70.88135593220339,94.91525423728814,0.0,0.0,0.0,0.9491525423728814,2.070845
2025-03-02,C,EXPEDICION,24,0.0,87.51612903225806,93.5483870967742,0.0,0.0,0.0,0.935483870967742,24.085365
2025-03-03,A,EXPEDICION,-30,0.0,65.17391304347827,80.43478260869566,0.0,0.0,0.0,0.8043478260869565,25.084825
2025-03-03,B,EXPEDICION,-27,0.0,73.27777777777777,88.88888888888889,0.0,0.0,0.0,0.8888888888888888,25.08577
2025-03-03,C,EXPEDICION,21,0.0,85.53846153846153,92.3076923076923,0.0,0.0,0.0,0.9230769230769232,21.078345
2025-03-04,A,EXPEDICION,-27,0.0,72.53488372093024,74.4186046511628,0.0,0.0,0.0,0.7441860465116279,25.081225
2025-03-04,B,EXPEDICION,-7,0.0,90.43636363636364,92.72727272727272,0.0,0.0,0.0,0.9272727272727272,7.09279
2025-03-04,C,EXPEDICION,-2,0.0,78.0,89.74358974358975,0.0,0.0,0.0,0.8974358974358975,2.0924
2025-03-05,A,EXPEDICION,-10,0.0,68.57627118644068,84.7457627118644,0.0,0.0,0.0,0.847457627118644,10.082845
2025-03-05,B,EXPEDICION,-19,0.0,78.91111111111111,93.33333333333331,0.0,0.0,0.0,0.9333333333333332,19.091185
2025-03-05,C,EXPEDICION,23,0.0,79.49090909090908,92.72727272727272,0.0,0.0,0.0,0.9272727272727272,23.102465
2025-03-06,A,EXPEDICION,-22,0.0,100.66666666666669,91.66666666666666,0.0,0.0,0.0,0.9166666666666666,22.086265
2025-03-06,B,EXPEDICION,8,0.0,134.1090909090909,96.36363636363636,0.0,0.0,0.0,0.9636363636363636,8.07281
2025-03-06,C,EXPEDICION,0,0.0,96.0925925925926,87.03703703703704,0.0,0.0,0.0,0.8703703703703703,0.08199
2025-03-07,A,EXPEDICION,-3,0.0,154.92592592592592,100.0,0.0,0.0,0.0,1.0,3.086595
2025-03-07,B,EXPEDICION,-5,0.0,138.06349206349208,100.0,0.0,0.0,0.0,1.0,5.09177
2025-03-07,C,EXPEDICION,7,0.0,155.95238095238096,100.0,0.0,0.0,0.0,1.0,7.1018050000000015
2025-03-08,A,EXPEDICION,-10,0.0,131.75510204081633,95.91836734693877,0.0,0.0,0.0,0.9591836734693876,10.093465
2025-03-08,B,EXPEDICION,-6,0.0,122.7090909090909,94.54545454545456,0.0,0.0,0.0,0.9454545454545454,6.0854099999999995
2025-03-08,C,EXPEDICION,9,0.0,142.86274509803923,96.07843137254902,0.0,0.0,0.0,0.9607843137254902,9.09753
2025-03-09,A,EXPEDICION,-14,0.0,112.51020408163264,100.0,0.0,0.0,0.0,1.0,14.086235000000002
2025-03-09,B,EXPEDICION,26,0.0,104.95522388059702,95.52238805970148,0.0,0.0,0.0,0.9552238805970148,25.088275
2025-03-09,C,EXPEDICION,6,0.0,120.3953488372093,90.69767441860463,0.0,0.0,0.0,0.9069767441860463,6.0941849999999995
2025-03-10,A,EXPEDICION,-23,0.0,102.8,97.5,0.0,0.0,0.0,0.975,23.080730000000003
2025-03-10,B,EXPEDICION,-23,0.0,71.63829787234043,89.36170212765957,0.0,0.0,0.0,0.8936170212765957,23.08052
2025-03-10,C,EXPEDICION,17,0.0,88.78181818181818,92.72727272727272,0.0,0.0,0.0,0.9272727272727272,17.09315
2025-03-11,A,EXPEDICION,-28,0.0,87.3529411764706,88.23529411764706,0.0,0.0,0.0,0.8823529411764706,25.08358
2025-03-11,B,EXPEDICION,-4,0.0,108.23728813559322,96.61016949152544,0.0,0.0,0.0,0.9661016949152542,4.08316
2025-03-11,C,EXPEDICION,2,0.0,92.29824561403508,89.47368421052632,0.0,0.0,0.0,0.8947368421052632,2.08802
2025-03-12,A,EXPEDICION,-20,0.0,79.43333333333334,88.33333333333333,0.0,0.0,0.0,0.8833333333333333,20.096225
2025-03-12,B,EXPEDICION,-25,0.0,88.0,92.6829268292683,0.0,0.0,0.0,0.926829268292683,25.09366
2025-03-12,C,EXPEDICION,16,0.0,92.27777777777776,94.44444444444444,0.0,0.0,0.0,0.9444444444444444,16.105764999999998
2025-03-13,A,EXPEDICION,-30,0.0,91.3846153846154,96.15384615384616,0.0,0.0,0.0,0.9615384615384616,25.082275
2025-03-13,B,EXPEDICION,-11,0.0,85.43333333333334,90.0,0.0,0.0,0.0,0.9,11.095805
2025-03-13,C,EXPEDICION,13,0.0,95.135593220339,93.22033898305084,0.0,0.0,0.0,0.9322033898305084,13.104655
2025-03-14,A,EXPEDICION,-2,0.0,97.33333333333331,95.0,0.0,0.0,0.0,0.95,2.08334
2025-03-14,B,EXPEDICION,10,0.0,107.78787878787878,96.96969696969695,0.0,0.0,0.0,0.9696969696969696,10.091005
2025-03-14,C,EXPEDICION,14,0.0,91.78181818181818,90.9090909090909,0.0,0.0,0.0,0.9090909090909092,14.097620000000004
2025-03-15,A,EXPEDICION,1,0.0,118.59016393442624,96.72131147540983,0.0,0.0,0.0,0.9672131147540984,1.08685
2025-03-15,B,EXPEDICION,9,0.0,127.82692307692308,96.15384615384616,0.0,0.0,0.0,0.9615384615384616,9.07092
2025-03-15,C,EXPEDICION,3,0.0,110.74074074074076,98.14814814814817,0.0,0.0,0.0,0.9814814814814816,3.092265
