evento_id,timestamp,area,tipo_cuello_botella,severidad,duracion_min,impacto_throughput_proxy,impacto_salida_proxy,causa_probable
BOT_00000427,2025-01-09 10:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,245,0.9,0.4837,DESALINEACION_READINESS_TRANSPORTE
BOT_00000152,2025-01-09 16:00:00,PATIO,CONGESTION_PATIO,5,293,0.6827,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000153,2025-01-10 17:00:00,PATIO,CONGESTION_PATIO,5,284,0.6555,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000853,2025-01-10 18:21:00,LOGISTICA,RESTRICCION_CRITICA,4,228,0.4245,0.4776,LIMITACION_TRANSPORTISTA
BOT_00000428,2025-01-10 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,247,0.9,0.4689,DESALINEACION_READINESS_TRANSPORTE
BOT_00000154,2025-01-11 13:00:00,PATIO,CONGESTION_PATIO,5,278,0.7075,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000429,2025-01-11 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,176,0.9,0.4657,DESALINEACION_READINESS_TRANSPORTE
BOT_00000430,2025-01-12 15:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,228,0.9,0.4565,DESALINEACION_READINESS_TRANSPORTE
BOT_00000155,2025-01-12 19:00:00,PATIO,CONGESTION_PATIO,5,284,0.694,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000855,2025-01-12 23:15:00,CARGA,RESTRICCION_CRITICA,4,284,0.4098,0.461,MANTENIMIENTO_CARGA
BOT_00000854,2025-01-13 04:39:00,PRODUCCION,RESTRICCION_CRITICA,4,238,0.3959,0.4454,MICROPARADAS_LINEA
BOT_00000156,2025-01-13 09:00:00,PATIO,CONGESTION_PATIO,5,241,0.6794,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000157,2025-01-14 13:00:00,PATIO,CONGESTION_PATIO,5,295,0.6506,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000431,2025-01-14 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,236,0.9,0.4637,DESALINEACION_READINESS_TRANSPORTE
BOT_00000158,2025-01-15 10:00:00,PATIO,CONGESTION_PATIO,5,282,0.6713,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000432,2025-01-15 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,236,0.9,0.4614,DESALINEACION_READINESS_TRANSPORTE
BOT_00000159,2025-01-16 16:00:00,PATIO,CONGESTION_PATIO,5,296,0.6814,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000433,2025-01-16 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,223,0.9,0.4821,DESALINEACION_READINESS_TRANSPORTE
BOT_00000160,2025-01-17 09:00:00,PATIO,CONGESTION_PATIO,5,290,0.6756,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000434,2025-01-17 10:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,220,0.9,0.4794,DESALINEACION_READINESS_TRANSPORTE
BOT_00000161,2025-01-18 13:00:00,PATIO,CONGESTION_PATIO,5,265,0.6611,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000435,2025-01-18 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,235,0.9,0.4798,DESALINEACION_READINESS_TRANSPORTE
BOT_00000856,2025-01-19 01:08:00,LOGISTICA,RESTRICCION_CRITICA,4,246,0.4252,0.4783,LIMITACION_TRANSPORTISTA
BOT_00000162,2025-01-19 17:00:00,PATIO,CONGESTION_PATIO,5,297,0.6965,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000436,2025-01-19 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,212,0.9,0.4747,DESALINEACION_READINESS_TRANSPORTE
BOT_00000857,2025-01-20 05:36:00,PATIO,RESTRICCION_CRITICA,5,251,0.4894,0.5506,BLOQUEO_POSICIONES
BOT_00000163,2025-01-20 11:00:00,PATIO,CONGESTION_PATIO,5,267,0.6636,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000437,2025-01-20 18:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,202,0.9,0.4903,DESALINEACION_READINESS_TRANSPORTE
BOT_00000164,2025-01-21 10:00:00,PATIO,CONGESTION_PATIO,5,305,0.6461,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000438,2025-01-21 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,287,0.9,0.4685,DESALINEACION_READINESS_TRANSPORTE
BOT_00000165,2025-01-22 09:00:00,PATIO,CONGESTION_PATIO,5,302,0.674,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000439,2025-01-22 13:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,249,0.9,0.4919,DESALINEACION_READINESS_TRANSPORTE
BOT_00000440,2025-01-23 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,262,0.9,0.4737,DESALINEACION_READINESS_TRANSPORTE
BOT_00000166,2025-01-23 22:00:00,PATIO,CONGESTION_PATIO,5,300,0.6864,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000858,2025-01-24 11:52:00,LOGISTICA,RESTRICCION_CRITICA,5,276,0.5022,0.565,FALTA_SLOT_TRANSPORTE
BOT_00000859,2025-01-24 18:28:00,PRODUCCION,RESTRICCION_CRITICA,4,257,0.4206,0.4732,RETRABAJO_ELEVADO
BOT_00000441,2025-01-24 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,203,0.9,0.5013,DESALINEACION_READINESS_TRANSPORTE
BOT_00000167,2025-01-24 22:00:00,PATIO,CONGESTION_PATIO,5,309,0.66,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000168,2025-01-25 15:00:00,PATIO,CONGESTION_PATIO,5,279,0.6552,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000442,2025-01-25 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,243,0.9,0.4976,DESALINEACION_READINESS_TRANSPORTE
BOT_00000169,2025-01-26 17:00:00,PATIO,CONGESTION_PATIO,5,276,0.6948,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000443,2025-01-26 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,249,0.9,0.4952,DESALINEACION_READINESS_TRANSPORTE
BOT_00000444,2025-01-27 11:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,269,0.9,0.4796,DESALINEACION_READINESS_TRANSPORTE
BOT_00000170,2025-01-27 14:00:00,PATIO,CONGESTION_PATIO,5,233,0.6645,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000445,2025-01-28 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,229,0.9,0.4572,DESALINEACION_READINESS_TRANSPORTE
BOT_00000171,2025-01-28 17:00:00,PATIO,CONGESTION_PATIO,5,316,0.6563,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000446,2025-01-29 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,257,0.9,0.4875,DESALINEACION_READINESS_TRANSPORTE
BOT_00000172,2025-01-29 21:00:00,PATIO,CONGESTION_PATIO,5,290,0.6872,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000173,2025-01-30 16:00:00,PATIO,CONGESTION_PATIO,5,278,0.6538,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000447,2025-01-30 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,234,0.9,0.5073,DESALINEACION_READINESS_TRANSPORTE
BOT_00000174,2025-01-31 11:00:00,PATIO,CONGESTION_PATIO,5,279,0.6341,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000448,2025-01-31 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,163,0.9,0.4814,DESALINEACION_READINESS_TRANSPORTE
BOT_00000860,2025-01-31 17:16:00,PATIO,RESTRICCION_CRITICA,4,197,0.3958,0.4453,SATURACION_ZONA
BOT_00000449,2025-02-01 11:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,256,0.9,0.483,DESALINEACION_READINESS_TRANSPORTE
BOT_00000175,2025-02-01 11:00:00,PATIO,CONGESTION_PATIO,5,314,0.6749,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000861,2025-02-02 11:29:00,CARGA,RESTRICCION_CRITICA,4,187,0.4118,0.4633,CAPACIDAD_CARGA_LIMITADA
BOT_00000176,2025-02-02 12:00:00,PATIO,CONGESTION_PATIO,5,260,0.6956,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000450,2025-02-02 13:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,243,0.9,0.4775,DESALINEACION_READINESS_TRANSPORTE
BOT_00000862,2025-02-03 09:59:00,PRODUCCION,RESTRICCION_CRITICA,4,193,0.4018,0.452,BAJA_DOTACION
BOT_00000177,2025-02-03 13:00:00,PATIO,CONGESTION_PATIO,5,307,0.6394,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000451,2025-02-03 18:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,237,0.9,0.4786,DESALINEACION_READINESS_TRANSPORTE
BOT_00000178,2025-02-04 09:00:00,PATIO,CONGESTION_PATIO,5,262,0.6509,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000452,2025-02-04 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,222,0.9,0.5159,DESALINEACION_READINESS_TRANSPORTE
BOT_00000863,2025-02-04 21:17:00,LOGISTICA,RESTRICCION_CRITICA,4,209,0.4166,0.4687,LIMITACION_TRANSPORTISTA
BOT_00000864,2025-02-05 10:13:00,LOGISTICA,RESTRICCION_CRITICA,4,271,0.4162,0.4683,INCIDENCIA_DOCUMENTAL
BOT_00000453,2025-02-05 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,248,0.9,0.493,DESALINEACION_READINESS_TRANSPORTE
BOT_00000179,2025-02-05 19:00:00,PATIO,CONGESTION_PATIO,5,280,0.6581,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000454,2025-02-06 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,254,0.9,0.5071,DESALINEACION_READINESS_TRANSPORTE
BOT_00000180,2025-02-06 18:00:00,PATIO,CONGESTION_PATIO,5,270,0.6715,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000181,2025-02-07 12:00:00,PATIO,CONGESTION_PATIO,5,275,0.6836,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000455,2025-02-07 22:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,169,0.9,0.4787,DESALINEACION_READINESS_TRANSPORTE
BOT_00000865,2025-02-08 05:34:00,PATIO,RESTRICCION_CRITICA,4,213,0.4259,0.4791,SATURACION_ZONA
BOT_00000456,2025-02-08 13:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,256,0.9,0.5023,DESALINEACION_READINESS_TRANSPORTE
BOT_00000182,2025-02-08 15:00:00,PATIO,CONGESTION_PATIO,5,285,0.6546,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000457,2025-02-09 10:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,191,0.9,0.4737,DESALINEACION_READINESS_TRANSPORTE
BOT_00000866,2025-02-09 11:50:00,LOGISTICA,RESTRICCION_CRITICA,4,188,0.4022,0.4525,INCIDENCIA_DOCUMENTAL
BOT_00000183,2025-02-09 17:00:00,PATIO,CONGESTION_PATIO,5,263,0.6707,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000867,2025-02-09 23:32:00,PATIO,RESTRICCION_CRITICA,4,188,0.3956,0.4451,BLOQUEO_POSICIONES
BOT_00000184,2025-02-10 15:00:00,PATIO,CONGESTION_PATIO,5,261,0.6795,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000458,2025-02-10 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,207,0.9,0.5081,DESALINEACION_READINESS_TRANSPORTE
BOT_00000185,2025-02-11 11:00:00,PATIO,CONGESTION_PATIO,5,294,0.6661,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000459,2025-02-11 12:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,150,0.9,0.4784,DESALINEACION_READINESS_TRANSPORTE
BOT_00000460,2025-02-12 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,216,0.9,0.4914,DESALINEACION_READINESS_TRANSPORTE
BOT_00000186,2025-02-12 21:00:00,PATIO,CONGESTION_PATIO,5,304,0.6489,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000187,2025-02-13 14:00:00,PATIO,CONGESTION_PATIO,5,306,0.6781,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000461,2025-02-13 22:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,260,0.9,0.4613,DESALINEACION_READINESS_TRANSPORTE
BOT_00000188,2025-02-14 10:00:00,PATIO,CONGESTION_PATIO,5,267,0.6464,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000462,2025-02-14 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,234,0.9,0.5042,DESALINEACION_READINESS_TRANSPORTE
BOT_00000868,2025-02-15 11:46:00,PATIO,RESTRICCION_CRITICA,5,287,0.5183,0.5831,SATURACION_ZONA
BOT_00000463,2025-02-15 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,201,0.9,0.494,DESALINEACION_READINESS_TRANSPORTE
BOT_00000189,2025-02-15 19:00:00,PATIO,CONGESTION_PATIO,5,306,0.6803,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000190,2025-02-16 10:00:00,PATIO,CONGESTION_PATIO,5,276,0.6762,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000464,2025-02-16 22:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,231,0.9,0.4914,DESALINEACION_READINESS_TRANSPORTE
BOT_00000869,2025-02-17 01:51:00,PATIO,RESTRICCION_CRITICA,4,198,0.4051,0.4557,BLOQUEO_POSICIONES
BOT_00000191,2025-02-17 10:00:00,PATIO,CONGESTION_PATIO,5,260,0.6432,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000465,2025-02-17 18:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,187,0.9,0.5004,DESALINEACION_READINESS_TRANSPORTE
BOT_00000466,2025-02-18 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,272,0.9,0.4821,DESALINEACION_READINESS_TRANSPORTE
BOT_00000192,2025-02-18 15:00:00,PATIO,CONGESTION_PATIO,5,296,0.6462,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000467,2025-02-19 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,218,0.9,0.4828,DESALINEACION_READINESS_TRANSPORTE
BOT_00000193,2025-02-19 18:00:00,PATIO,CONGESTION_PATIO,5,297,0.6647,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000870,2025-02-20 05:50:00,PRODUCCION,RESTRICCION_CRITICA,4,281,0.3839,0.4319,BAJA_DOTACION
BOT_00000194,2025-02-20 15:00:00,PATIO,CONGESTION_PATIO,5,282,0.6718,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000468,2025-02-20 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,242,0.9,0.5023,DESALINEACION_READINESS_TRANSPORTE
BOT_00000469,2025-02-21 11:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,225,0.9,0.5305,DESALINEACION_READINESS_TRANSPORTE
BOT_00000195,2025-02-21 17:00:00,PATIO,CONGESTION_PATIO,5,244,0.6268,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000871,2025-02-22 00:52:00,ENERGIA,RESTRICCION_CRITICA,5,241,0.498,0.5602,RESTRICCION_POTENCIA
BOT_00000196,2025-02-22 13:00:00,PATIO,CONGESTION_PATIO,5,321,0.6586,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000470,2025-02-22 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,237,0.9,0.5265,DESALINEACION_READINESS_TRANSPORTE
BOT_00000471,2025-02-23 13:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,273,0.9,0.4908,DESALINEACION_READINESS_TRANSPORTE
BOT_00000197,2025-02-23 15:00:00,PATIO,CONGESTION_PATIO,5,287,0.6693,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000001,2025-02-24 09:00:00,CARGA,COLA_CARGA,3,224,0.3014,0.4058,SATURACION_SLOTS_CARGA
BOT_00000198,2025-02-24 15:00:00,PATIO,CONGESTION_PATIO,5,295,0.6311,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000873,2025-02-24 17:36:00,PATIO,RESTRICCION_CRITICA,4,239,0.3936,0.4428,SATURACION_ZONA
BOT_00000872,2025-02-24 18:35:00,CARGA,RESTRICCION_CRITICA,5,244,0.5069,0.5702,MANTENIMIENTO_CARGA
BOT_00000472,2025-02-24 22:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,211,0.9,0.5076,DESALINEACION_READINESS_TRANSPORTE
BOT_00000199,2025-02-25 14:00:00,PATIO,CONGESTION_PATIO,5,266,0.6383,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000875,2025-02-25 17:57:00,PRODUCCION,RESTRICCION_CRITICA,4,233,0.4205,0.473,RETRABAJO_ELEVADO
BOT_00000874,2025-02-25 19:33:00,PRODUCCION,RESTRICCION_CRITICA,4,266,0.4142,0.4659,BAJA_DOTACION
BOT_00000473,2025-02-25 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,266,0.9,0.4623,DESALINEACION_READINESS_TRANSPORTE
BOT_00000474,2025-02-26 12:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,196,0.9,0.4808,DESALINEACION_READINESS_TRANSPORTE
BOT_00000200,2025-02-26 14:00:00,PATIO,CONGESTION_PATIO,5,284,0.6878,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000876,2025-02-26 14:26:00,PRODUCCION,RESTRICCION_CRITICA,4,253,0.3802,0.4277,BAJA_DOTACION
BOT_00000877,2025-02-27 05:54:00,LOGISTICA,RESTRICCION_CRITICA,4,217,0.3922,0.4413,LIMITACION_TRANSPORTISTA
BOT_00000201,2025-02-27 11:00:00,PATIO,CONGESTION_PATIO,5,315,0.6582,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000475,2025-02-27 12:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,230,0.9,0.5049,DESALINEACION_READINESS_TRANSPORTE
BOT_00000202,2025-02-28 12:00:00,PATIO,CONGESTION_PATIO,5,323,0.6369,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000476,2025-02-28 19:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,203,0.9,0.5224,DESALINEACION_READINESS_TRANSPORTE
BOT_00000203,2025-03-01 11:00:00,PATIO,CONGESTION_PATIO,5,281,0.6285,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000477,2025-03-01 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,174,0.9,0.5073,DESALINEACION_READINESS_TRANSPORTE
BOT_00000878,2025-03-02 05:10:00,CARGA,RESTRICCION_CRITICA,4,193,0.4209,0.4735,MANTENIMIENTO_CARGA
BOT_00000204,2025-03-02 10:00:00,PATIO,CONGESTION_PATIO,5,269,0.693,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000478,2025-03-02 15:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,201,0.9,0.5153,DESALINEACION_READINESS_TRANSPORTE
BOT_00000879,2025-03-03 16:44:00,CARGA,RESTRICCION_CRITICA,4,189,0.4179,0.4701,AVERIA_CARGADOR
BOT_00000205,2025-03-03 17:00:00,PATIO,CONGESTION_PATIO,5,260,0.636,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000479,2025-03-03 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,246,0.9,0.4958,DESALINEACION_READINESS_TRANSPORTE
BOT_00000206,2025-03-04 13:00:00,PATIO,CONGESTION_PATIO,5,323,0.6163,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000480,2025-03-04 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,243,0.9,0.5493,DESALINEACION_READINESS_TRANSPORTE
BOT_00000481,2025-03-05 14:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,215,0.9,0.5155,DESALINEACION_READINESS_TRANSPORTE
BOT_00000880,2025-03-05 15:20:00,PATIO,RESTRICCION_CRITICA,5,267,0.5018,0.5646,REORGANIZACION_FLUJO
BOT_00000207,2025-03-05 20:00:00,PATIO,CONGESTION_PATIO,5,309,0.6602,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000881,2025-03-05 20:24:00,LOGISTICA,RESTRICCION_CRITICA,4,191,0.417,0.4691,INCIDENCIA_DOCUMENTAL
BOT_00000208,2025-03-06 17:00:00,PATIO,CONGESTION_PATIO,5,285,0.6379,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000482,2025-03-06 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,238,0.9,0.5159,DESALINEACION_READINESS_TRANSPORTE
BOT_00000882,2025-03-06 22:00:00,LOGISTICA,RESTRICCION_CRITICA,4,197,0.4041,0.4546,INCIDENCIA_DOCUMENTAL
BOT_00000883,2025-03-07 07:25:00,PATIO,RESTRICCION_CRITICA,5,320,0.4962,0.5582,SATURACION_ZONA
BOT_00000209,2025-03-07 12:00:00,PATIO,CONGESTION_PATIO,5,284,0.6616,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000884,2025-03-07 18:07:00,CARGA,RESTRICCION_CRITICA,4,168,0.4218,0.4746,CAPACIDAD_CARGA_LIMITADA
BOT_00000483,2025-03-07 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,221,0.9,0.5394,DESALINEACION_READINESS_TRANSPORTE
BOT_00000210,2025-03-08 10:00:00,PATIO,CONGESTION_PATIO,5,261,0.6384,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000484,2025-03-08 17:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,260,0.9,0.5388,DESALINEACION_READINESS_TRANSPORTE
BOT_00000211,2025-03-09 09:00:00,PATIO,CONGESTION_PATIO,5,257,0.6641,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000485,2025-03-09 12:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,234,0.9,0.5245,DESALINEACION_READINESS_TRANSPORTE
BOT_00000885,2025-03-09 15:19:00,PRODUCCION,RESTRICCION_CRITICA,4,234,0.4154,0.4673,RETRABAJO_ELEVADO
BOT_00000212,2025-03-10 17:00:00,PATIO,CONGESTION_PATIO,5,323,0.6643,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000486,2025-03-10 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,265,0.9,0.5196,DESALINEACION_READINESS_TRANSPORTE
BOT_00000213,2025-03-11 09:00:00,PATIO,CONGESTION_PATIO,5,285,0.612,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000487,2025-03-11 21:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,221,0.9,0.5455,DESALINEACION_READINESS_TRANSPORTE
BOT_00000488,2025-03-12 11:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,253,0.9,0.5056,DESALINEACION_READINESS_TRANSPORTE
BOT_00000214,2025-03-12 22:00:00,PATIO,CONGESTION_PATIO,5,271,0.6359,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000489,2025-03-13 13:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,221,0.9,0.5404,DESALINEACION_READINESS_TRANSPORTE
BOT_00000215,2025-03-13 19:00:00,PATIO,CONGESTION_PATIO,5,245,0.6224,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000490,2025-03-14 20:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,176,0.9,0.5115,DESALINEACION_READINESS_TRANSPORTE
BOT_00000216,2025-03-14 20:00:00,PATIO,CONGESTION_PATIO,5,298,0.6612,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000886,2025-03-14 22:58:00,PRODUCCION,RESTRICCION_CRITICA,4,277,0.3805,0.428,MICROPARADAS_LINEA
BOT_00000491,2025-03-15 15:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,269,0.9,0.546,DESALINEACION_READINESS_TRANSPORTE
BOT_00000217,2025-03-15 15:00:00,PATIO,CONGESTION_PATIO,5,238,0.6458,0.99,BLOQUEO_INTERNO_Y_REUBICACION
BOT_00000492,2025-03-16 16:00:00,LOGISTICA,BLOQUEO_EXPEDICION,5,205,0.9,0.5377,DESALINEACION_READINESS_TRANSPORTE
